rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
11,1926,THE FOREBRAIN AND MIDBRAIN OF THE ALLIGATOR WITH EXPERIMENTAL TRANSECTIONS OF THE BRAIN STEM: A STUDY OF ELECTRICALLY EXCITABLE REGIONS,"C. Bagley, O. Langworthy",Unknown venue,1926-08-01,17,0,60.03,General Brain Science and Reviews,,Positions THE FOREBRAIN AND MIDBRAIN OF THE ALLIGATOR WITH EXPERIMENTAL TRANSECTIONS OF THE BRAIN STEM: A STUDY OF ELECTRICALLY EXCITABLE REGIONS within General Brain Science and Reviews.,high citation signal (17),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEURPSYC.1926.02200260026002,5f7be1fe6a751b495c49dbfdbcac70d010ad38e7,https://doi.org/10.1001/ARCHNEURPSYC.1926.02200260026002,,paper,unknown,brain; brain in title,
12,1926,A CONTRIBUTION TO THE STUDY OF DEPOSITS CONTAINNING CALCIUM AND IRON IN THE BRAIN,E. Eaves,Unknown venue,1926-09-01,14,0,56.74,General Brain Science and Reviews,,Positions A CONTRIBUTION TO THE STUDY OF DEPOSITS CONTAINNING CALCIUM AND IRON IN THE BRAIN within General Brain Science and Reviews.,high citation signal (14),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/49.3.307,86ded0d50f3dec47c6170c77045cf2a0b2290a0b,https://doi.org/10.1093/BRAIN/49.3.307,,paper,unknown,brain; brain in title,
13,1926,IMMUNOLOGICAL STUDIES WITH HERPES VIRUS WITH A CONSIDERATION OF THE HERPES-ENCEPHALITIS PROBLEM,"H. Zinsser, F. Tang",Journal of Experimental Medicine,1926-06-30,13,0,56.1,Neuroimaging and Brain Mapping,EEG;human;non-human,In the preceding experiments observations have been reported upon the nature of herpes virus which confirm the suspicion that the virus is intracellularly located in the infected nervous system.,high citation signal (13); open-access PDF metadata; human evidence signal,"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.44.1.21,90c48147e88b11ccbfc53c688c02728e1323a14e,https://doi.org/10.1084/jem.44.1.21,https://rupress.org/jem/article-pdf/44/1/21/1177551/21.pdf,JournalArticle,unknown,brain,"In the preceding experiments observations have been reported upon the nature of herpes virus which confirm the suspicion that the virus is intracellularly located in the infected nervous system. In regard to the immunological conditions existing in this disease, our experiments have reaffirmed that herpes virus can be neutralized with the serum of actively immunized animals and have offered an explanation for the irregularity of the results of others, as well as our own. It has been found that brain extracts possess some virus-neutralizing power, but considerably less than the serum of the corresponding animals. Attempts at passive immunization with neutralizing serum were uniformly negative, even when the serum was introduced into the cisterna magna 12 to 24 hours before infection with the virus. It has been shown that active immunity can be attained only when some degree of reaction to the living virus has occurred. Rabbits which survived neutralized serum-virus mixtures did not acquire immunity nor did those treated with virus phenolized to the extent of actual destruction. This point suggests a reinvestigation of the Semple method of rabies immunization. In so far as our studies touched upon the herpes-encephalitis problem we have uniformly failed in attempts to transfer herpes virus directly from man to rabbits. These results are in contradiction to those of most of the earlier workers, but in keeping with the recent reports of Flexner and Amoss. Attempts to overcome the difficulty of transfer by the recently published technique of Perdrau were unsuccessful. Furthermore, animals repeatedly treated with human encephalitis material, either fresh or glycerolated, as practised in the Perdrau method, failed to acquire the slightest degree of immunity to subsequent herpes inoculation. By the inoculation of very small doses or by infection of partially immunized rabbits, as described above, we have succeeded in modifying the characteristic herpetic syndrome in rabbits in a manner which simulates many of the clinical features of human encephalitis. Our own experience forces the conclusion that no valid proof exists upon which can be based an assertion concerning the identity of the virus of herpes with that of encephalitis lethargica. Either the two viruses are entirely unrelated, or else prolonged sojourn in the central nervous system of man attenuates the virus for rabbits to an extent analogous to that in which rabies virus is attenuated for man by passage through rabbits. The isolated successes of Levaditi and of Doerr and their assistants might thus be regarded as fortunate exceptions in which material incompletely attenuated had been at their disposal. We suggest this point of view as an alternative working hypothesis largely because the results we are reporting, as well as those of Flexner and Amoss, are in flat contradiction to the reported successes of earlier workers and the more recent experiments of Perdrau. The experiments of the latter, as described, cannot be explained by the occasional existence of spontaneous encephalitis in his rabbits, nor by the assumption that a herpes virus fortuitously coexisted with that of lethargic encephalitis in his material, inasmuch as this material alone at first injection or in the unglycerolated state failed to infect. It is also possible to conceive that human beings may, by repeated skin infections, attain a not inconsiderable partial immunity to herpes virus, which would explain the nature of the clinical course (as in our partial immunity rabbits) as well as the innocuousness of direct injections of herpetic virus into man, as reported by Bastai and Busacca, and the finding of herpes virus in human beings not suffering from lethargic encephalitis. These suggestions are discussed in order to give this important problem the broadest possible consideration. For the time being, however, such reasoning cannot be taken as more than a logical possibility impressed upon us by our partial immunization experiments. All other experimental evidence obtained by direct inoculations with the limited material at our disposal tends to render identity of the two varieties of viruses unlikely."
14,1926,Nervous and Mental Disorders from Birth through Adolescence,S. A. K. W.,The Indian medical gazette,1926-07-01,12,0,51.17,General Brain Science and Reviews,,"to the functioning of cells in the grey matter of the cerebrum, and that, physiologically speaking, specifically different functions are always fulfilled by specifically different cells; and he concludes that each of the three "" specifically distinct elementary psychical functions "" is "" fulfilled by its particular types of cells, which are grouped each within its special organ "" in the organcomplex of the brain.",high citation signal (12); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/jnnp.s1-7.25.92-a,af57089908a2c61a9ba9cf4e0d0419748f223897,https://doi.org/10.1136/jnnp.s1-7.25.92-a,https://jnnp.bmj.com/content/jnnp/s1-7/25/92.2.full.pdf,paper,unknown,brain,"to the functioning of cells in the grey matter of the cerebrum, and that, physiologically speaking, specifically different functions are always fulfilled by specifically different cells; and he concludes that each of the three "" specifically distinct elementary psychical functions "" is "" fulfilled by its particular types of cells, which are grouped each within its special organ "" in the organcomplex of the brain. It is entirely unphysiological to suppose that the same cell should have two different elementary functions, such as feeling and intellectual activity, and there is no reason to believe, on account of its special attributes, that the brain in this respect occupies a special position among all living organisms. With Dr. Thalbitzer's views on the actual localisation of the 'feeling centre,' for example, we confess we are not in agreement, nor do we think his contentions for the association of the frontal region of the brain with ' thought proper' impressive; but of the soundness of his main argument we think there is no question. A book of this kind serves as a useful corrective and reminder when a possible localisation of psychic elements is unthinkingly negatived by those who are not familiar with the evidence furnished by nervous and mental disease. S. A. K. W."
15,1926,HYPERNEPHROMA WITH TUBEROUS BRAIN SCLEROSIS AND ADENOMA SEBACEUM,A. Hyman,Unknown venue,1926-02-01,9,0,49.45,General Brain Science and Reviews,,Positions HYPERNEPHROMA WITH TUBEROUS BRAIN SCLEROSIS AND ADENOMA SEBACEUM within General Brain Science and Reviews.,high citation signal (9),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-192602000-00039,361c88c87a13026c90f013b45d069099098725e7,https://doi.org/10.1097/00005053-192602000-00039,,paper,unknown,brain; brain in title,
16,1926,SECONDARY TUMORS OF THE BRAIN,W. Shelden,Unknown venue,1926-08-28,8,0,47.55,General Brain Science and Reviews,,Positions SECONDARY TUMORS OF THE BRAIN within General Brain Science and Reviews.,high citation signal (8),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1926.02680090028010,c018b7cb54a0f1e9f81119575562e1649d8c3be6,https://doi.org/10.1001/JAMA.1926.02680090028010,,paper,unknown,brain; brain in title,
17,1926,The Occipital Lobe in the Brain of the Chinese with special reference to the Sulcus Lunatus.,J. Shellshear,Journal of Anatomy,1926-10-01,8,0,47.55,General Brain Science and Reviews,,Positions The Occipital Lobe in the Brain of the Chinese with special reference to the Sulcus Lunatus. within General Brain Science and Reviews.,high citation signal (8),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,e6ead807036b704c11f59653014398d894b0e228,https://www.semanticscholar.org/paper/e6ead807036b704c11f59653014398d894b0e228,,JournalArticle,unknown,brain; brain in title,
18,1926,Responses to Rhythmical Stimulation of the Cerebral Cortex.--Preliminary Communication,"S. Cooper, D. Denny-Brown",Unknown venue,1926-08-03,7,0,54.83,General Brain Science and Reviews,non-human;stimulation,"Francois-Franck and Pitres (1) in 1878-79 showed, by graphic analysis of movement produced by stimulation of the cortex cerebri, that complete fusion of responses did not occur until the frequency of the stimulation was increased above 45 per second.",high citation signal (7); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1098/RSPB.1926.0045,f69b3d2b2fe16a0f91a241277561d4d93786a0c6,https://doi.org/10.1098/RSPB.1926.0045,http://rspb.royalsocietypublishing.org/content/100/702/251.full.pdf,paper,unknown,cerebral; cortex; cortical; neuroscience term,"Francois-Franck and Pitres (1) in 1878-79 showed, by graphic analysis of movement produced by stimulation of the cortex cerebri, that complete fusion of responses did not occur until the frequency of the stimulation was increased above 45 per second. With the same apparatus they found that a muscle tetanus showed the stimulus rhythm up to the same frequency, and no further. Horsley and Schafer (2) in 1886, after a number of experiments on both voluntary contraction and movement by cortical stimulation, concluded that: ""The rate of the rhythm is not the same as that of the excitation except when the frequency of excitation is 10 per second or less. With all higher rates of excitation the rhythm of muscular response is maintained at a fairly uniform rate of about 10 per second"" (p. 105). Horsley and Schafer discuss the results of Francis-Franck and Pitres, quoting a statement from which they conclude that these authors modify their former conclusions; Luciani (3) also refers to this so-called modification. We find, however, on referring to Francois-Franck and Pitres' paper (4), that their statement is to the effect that the regularity of cortical myograms is not as complete as in muscle nerve tetanus. They do not modify their original assertion that a stimulus rhythm of up to 45 per second to the cortex can appear in the muscle response. It seemed advisable to repeat these experiments, using an accurate torsion-wire myograph. The electromyogram has been recorded simultaneously; as far as we can ascertain this is the first attempt at the analysis of the action-currents due to cortical stimulation. The results obtained from the first three experiments are of some interest, therefore this preliminary communication is being made; further experiments are being carried out."
19,1926,ABNORMALITIES OF POSTURE AND PROGRESSION IN THE PIGEON FOLLOWING EXPERIMENTAL LESIONS OF THE BRAIN,O. Langworthy,Unknown venue,1926-09-01,6,0,43.03,General Brain Science and Reviews,,Positions ABNORMALITIES OF POSTURE AND PROGRESSION IN THE PIGEON FOLLOWING EXPERIMENTAL LESIONS OF THE BRAIN within General Brain Science and Reviews.,high citation signal (6),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/AJPLEGACY.1926.78.1.34,1c305aa15b23236cecae086a331bbcaeac2fc220,https://doi.org/10.1152/AJPLEGACY.1926.78.1.34,,paper,unknown,brain; brain in title,
20,1926,Note on the Connection of Brain Abscess with Bronchiectasis,J. Adam,Journal of Laryngology and Otology,1926-02-01,6,0,43.03,General Brain Science and Reviews,,Positions Note on the Connection of Brain Abscess with Bronchiectasis within General Brain Science and Reviews.,high citation signal (6),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1017/S0022215100028474,dc4b5287489baea6f9dab080a2ae3eba5b945d94,https://doi.org/10.1017/S0022215100028474,,paper,unknown,brain; brain in title,
21,1926,The forebrain and midbrain of the alligator with experimental transactions of the brain stem,"C. Bagley, O. Langworthy",Unknown venue,1926-09-01,6,0,43.03,General Brain Science and Reviews,,Positions The forebrain and midbrain of the alligator with experimental transactions of the brain stem within General Brain Science and Reviews.,high citation signal (6),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,e92e6974e4d1d1e029c1f6d0f3f34d38f62c02ab,https://www.semanticscholar.org/paper/e92e6974e4d1d1e029c1f6d0f3f34d38f62c02ab,,paper,unknown,brain; brain in title,
22,1926,THE FREQUENCY AND CHARACTER OF BLADDER DISTURBANCES IN NEWGROWTHS OF THE BRAIN AND SPINAL CORD.,C. Elsberg,Annals of Surgery,1926-10-01,6,0,43.03,General Brain Science and Reviews,,Positions THE FREQUENCY AND CHARACTER OF BLADDER DISTURBANCES IN NEWGROWTHS OF THE BRAIN AND SPINAL CORD. within General Brain Science and Reviews.,high citation signal (6),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00000658-192610000-00006,a02884e1622766e5b6cb520b1246405e5350be75,https://doi.org/10.1097/00000658-192610000-00006,,JournalArticle,unknown,brain; brain in title,
23,1926,STUDIES ON ENZYME ACTION,"H. Noyes, K. Falk, E. Baumann",The Journal of General Physiology,1926-05-20,6,0,42.43,Cognitive and Systems Neuroscience,human;non-human,The ester-hydrolyzing actions of extracts of a number of tissues of rabbits of different ages were studied under comparable conditions.,high citation signal (6); open-access PDF metadata; human evidence signal,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1085/jgp.9.5.651,9a1bc2052c58b0cca2f8e5738f5f26b443061462,https://doi.org/10.1085/jgp.9.5.651,https://rupress.org/jgp/article-pdf/9/5/651/1247733/651.pdf,JournalArticle,unknown,brain,"The ester-hydrolyzing actions of extracts of a number of tissues of rabbits of different ages were studied under comparable conditions. The ages of the rabbits ranged from 8 days before birth to 2162 days. The esters used included phenyl acetate, glyceryl triacetate, methyl butyrate, benzyl acetate, methyl acetate, ethyl acetate, ethyl butyrate, methyl benzoate, ethyl benzoate, and isobutyl acetate. The following tissues were studied: kidney, liver, lung, skin, leg muscle, heart muscle, brain, spleen, stomach, and small intestine. The results, as in previous communications, are presented in the form of plots for the relative enzyme actions, and in tables for the absolute actions. The changes in the curves of the relative actions as the rabbits became older are considered in some detail. The relations between the embryonic state of certain tissues, as shown by their enzyme actions, and the adult state, are described, and compared with their physiological behavior. The probable reversion to a type approaching the embryonic for the oldest rabbits studied is indicated with some of the tissues. The changes in the absolute enzyme actions of the tissues as the rabbits became older are also discussed. The absolute actions do not form as regular a progression as do the relative actions but, at the same time, show marked regularities with increasing age of the rabbits."
24,1926,THE CHEMICAL NATURE OF SUBSTANCES REQUIRED FOR CELL MULTIPLICATION,"A. Carrel, L. E. Baker",Journal of Experimental Medicine,1926-09-30,6,0,41.23,General Brain Science and Reviews,non-human,"1. Fibroblasts and epithelial cells in pure culture obtain the nitrogen, which they build into protoplasm, from proteoses and possibly other primary derivatives of proteins.",high citation signal (6); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.44.4.503,0ed5ba524ea01a2325d60adaac998e51aca054b7,https://doi.org/10.1084/jem.44.4.503,https://rupress.org/jem/article-pdf/44/4/503/1177641/503.pdf,JournalArticle,unknown,brain,"1. Fibroblasts and epithelial cells in pure culture obtain the nitrogen, which they build into protoplasm, from proteoses and possibly other primary derivatives of proteins. These proteoses have been prepared from embryo tissues, egg white, commercial fibrin, rabbit brain, Witte's peptone, etc. 2. The presence in embryo juice of a hormone that stimulates cell division is improbable. 3. Proteoses separated from peptic digests of fibrin by sodium sulfate determine a more abundant and prolonged multiplication of the fibroblasts than is produced by embryo juice. Peptones and the smaller split products appear to furnish some nutrient material, but do not cause the rapid proliferation characteristic of proteoses, and are sometimes toxic for tissue cells. 4. Possibly the effect of embryo juice on fibroblasts and epithelium is due to the splitting of the protein of the juice into proteoses by the cell enzymes, or by other enzymes activated by the presence of living cells."
