rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
11,1975,Brain receptors for antipsychotic drugs and dopamine: direct binding assays.,"P. Seeman, M. Chau-Wong, J. Tedesco, K. Wong",Proceedings of the National Academy of Sciences of the United States of America,1975-11-01,689,5,140.66,General Brain Science and Reviews,,Positions Brain receptors for antipsychotic drugs and dopamine: direct binding assays. within General Brain Science and Reviews.,high citation signal (689); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.72.11.4376,32a5eb8f9c7be87cb91dcc7463ef3d5892a6145d,https://doi.org/10.1073/PNAS.72.11.4376,https://europepmc.org/articles/pmc388724?pdf=render,,JournalArticle,unknown,brain; brain in title,
12,1975,Cognitron: A self-organizing multilayered neural network,K. Fukushima,Biological cybernetics,1975-09-01,615,29,118.82,"Brain Development, Plasticity, and Connectomics",connectome,"Positions Cognitron: A self-organizing multilayered neural network within Brain Development, Plasticity, and Connectomics.",high citation signal (615),"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/BF00342633,03b4a233b19cf202ba9117d501a82a48ef3ed6e9,https://doi.org/10.1007/BF00342633,,,JournalArticle,unknown,neural,
13,1975,Action of various antidepressant treatments reduces reactivity of noradrenergic cyclic AMP-generating system in limbic forebrain,"J. Vetulani, F. Sulser",Nature,1975-10-09,610,5,136.67,General Brain Science and Reviews,non-human,Positions Action of various antidepressant treatments reduces reactivity of noradrenergic cyclic AMP-generating system in limbic forebrain within General Brain Science and Reviews.,high citation signal (610); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/257495A0,9df403e83bed23a1911c9301d0f6bba895172df6,https://doi.org/10.1038/257495A0,,,JournalArticle,unknown,brain; brain in title,
14,1975,The 'module-concept' in cerebral cortex architecture.,J. Szentágothai,Brain Research,1975-09-23,598,14,137.11,General Brain Science and Reviews,,Positions The 'module-concept' in cerebral cortex architecture. within General Brain Science and Reviews.,high citation signal (598); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0006-8993(75)90122-5,678cc57a2d445a788c51a5e6e0450e3dbfd90523,https://doi.org/10.1016/0006-8993(75)90122-5,,,Review; JournalArticle,unknown,cerebral; cortex; neuroscience term,
15,1975,Retrograde axonal transport of horseradish peroxidase from spinal cord to brain stem cell groups in the cat.,"H. Kuypers, V. A. Maisky",Neuroscience Letters,1975-07-01,598,6,135.11,General Brain Science and Reviews,,Positions Retrograde axonal transport of horseradish peroxidase from spinal cord to brain stem cell groups in the cat. within General Brain Science and Reviews.,high citation signal (598); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0304-3940(75)90004-X,3f29da98749c6ed8c9019a1843b5b2faeb2674ba,https://doi.org/10.1016/0304-3940(75)90004-X,,,LettersAndComments,unknown,brain; brain in title,
16,1975,Properties of γ-aminobutyric acid (GABA) receptor binding in rat brain synaptic membrane fractions,"S. J. Enna, Solomon H. Snyder",Brain Research,1975-12-12,595,12,136.22,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Properties of γ-aminobutyric acid (GABA) receptor binding in rat brain synaptic membrane fractions within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (595); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(75)90243-7,7272e5121f5d847100dbb9b1d59a427ca372ae85,https://doi.org/10.1016/0006-8993(75)90243-7,,,paper,unknown,brain; brain in title,
17,1975,The regional distribution of somatostatin in the rat brain.,"M. Brownstein, A. Arimura, H. Sato, A. Schally, J. Kizer",Endocrinology,1975-06-01,579,5,123.73,General Brain Science and Reviews,non-human,Positions The regional distribution of somatostatin in the rat brain. within General Brain Science and Reviews.,high citation signal (579),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1210/ENDO-96-6-1456,e7ecddcb5af0f59ca8bee01b1142f74c9d16d042,https://doi.org/10.1210/ENDO-96-6-1456,,,JournalArticle,unknown,brain; brain in title,
18,1975,Mechanical model of brain convolutional development.,"D. Richman, R. Stewart, J. W. Hutchinson, V. Caviness",Science,1975-07-04,557,18,133.84,"Brain Development, Plasticity, and Connectomics",,"Positions Mechanical model of brain convolutional development. within Brain Development, Plasticity, and Connectomics.",high citation signal (557); recognized venue,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1135626,05309dd5c477d143c76cee68c00d0f545ba78ccc,https://doi.org/10.1126/SCIENCE.1135626,,,JournalArticle,unknown,brain; brain in title,
19,1975,Coated vesicles from pig brain: purification and biochemical characterization.,B. Pearse,Journal of Molecular Biology,1975-09-05,523,11,120.71,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Coated vesicles from pig brain: purification and biochemical characterization. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (523),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0022-2836(75)80024-6,4e330dfb2b1e0c38f2ffcba33bc578f3e877209b,https://doi.org/10.1016/S0022-2836(75)80024-6,,,JournalArticle,unknown,brain; brain in title,
20,1975,Dopamine receptors in the brain.,L. Iversen,Science,1975-06-13,505,4,132.08,General Brain Science and Reviews,,Positions Dopamine receptors in the brain. within General Brain Science and Reviews.,high citation signal (505); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.2976,9071ca1b258eb674062cb8e6d3d0214e892cb121,https://doi.org/10.1126/SCIENCE.2976,,,Review; JournalArticle,unknown,brain; brain in title,
21,1975,Central noradrenergic regulation of cerebral blood flow and vascular permeability.,"M. Raichle, Boyd K. Hartman, J. Eichling, Lawrence G. Sharpe",Proceedings of the National Academy of Sciences of the United States of America,1975-09-01,497,10,128.79,General Brain Science and Reviews,,Positions Central noradrenergic regulation of cerebral blood flow and vascular permeability. within General Brain Science and Reviews.,high citation signal (497); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.72.9.3726,3b76e76a8af93d0da0ec344998b4c4c306613653,https://doi.org/10.1073/PNAS.72.9.3726,https://europepmc.org/articles/pmc433070?pdf=render,,JournalArticle,unknown,cerebral,
22,1975,"Magnocellular nuclei of the basal forebrain project to neocortex, brain stem, and olfactory bulb. Review of some functional correlates.",I. Divac,Brain Research,1975-08-15,483,4,147.28,General Brain Science and Reviews,,"Positions Magnocellular nuclei of the basal forebrain project to neocortex, brain stem, and olfactory bulb. Review of some functional correlates. within General Brain Science and Reviews.",high citation signal (483); recognized venue; synthesis or review value,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0006-8993(75)90178-X,d574a46267f1e28c45fc2f0e7d12aaed69c58af1,https://doi.org/10.1016/0006-8993(75)90178-X,,,JournalArticle; Review,unknown,brain; cortex; brain in title; neuroscience term,
23,1975,Studies on the distinction between uptake inhibition and release of (3H)dopamine in rat brain tissue slices.,"R. Heikkila, Herbert Orlansky, G. Cohen",Biochemical Pharmacology,1975-04-15,479,8,120.33,General Brain Science and Reviews,non-human,Positions Studies on the distinction between uptake inhibition and release of (3H)dopamine in rat brain tissue slices. within General Brain Science and Reviews.,high citation signal (479),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-2952(75)90152-5,4dead57813c8d952b8716d2915e0d4d3f8e5f9d5,https://doi.org/10.1016/0006-2952(75)90152-5,,,JournalArticle,unknown,brain; brain in title,
24,1975,An analysis of migratory behavior of avian cephalic neural crest cells.,D. Noden,Developmental Biology,1975,470,7,113.99,"Brain Development, Plasticity, and Connectomics",non-human,"Positions An analysis of migratory behavior of avian cephalic neural crest cells. within Brain Development, Plasticity, and Connectomics.",high citation signal (470),"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0012-1606(75)90318-8,fc6c5c4157d04e1abfe0368c143c2e342e1330cb,https://doi.org/10.1016/0012-1606(75)90318-8,,,JournalArticle,unknown,neural,
25,1975,Differences in corticosterone and dexamethasone binding to rat brain and pituitary.,"R. D. Kloet, G. Wallach, B. McEwen",Endocrinology,1975-03-01,468,8,119.91,General Brain Science and Reviews,non-human,Positions Differences in corticosterone and dexamethasone binding to rat brain and pituitary. within General Brain Science and Reviews.,high citation signal (468),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1210/ENDO-96-3-598,e5f75e90c6e4fef3157d0e0b7749dd4fadd3281a,https://doi.org/10.1210/ENDO-96-3-598,,,JournalArticle; Study,unknown,brain; brain in title,
26,1975,Right hemisphere lateralization for emotion in the human brain: interactions with cognition,"G. E. Schwartz, G. E. Schwartz, Richard J. Davidson, Foster Maer",Science,1975-10-17,448,4,131.13,Cognitive and Systems Neuroscience,human,Positions Right hemisphere lateralization for emotion in the human brain: interactions with cognition within Cognitive and Systems Neuroscience.,high citation signal (448); recognized venue; human evidence signal,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1126/science.1179210,c001fe78a772c5e06e8ed0c40b06d4ce5c60ac32,https://doi.org/10.1126/science.1179210,,,JournalArticle,unknown,brain; brain in title,
27,1975,Identification of a calcium-binding protein as a calcium-dependent regulator of brain adenylate cyclase.,"C. Brostrom, Y. C. Huang, B. Breckenridge, D. J. Wolff",Proceedings of the National Academy of Sciences of the United States of America,1975,443,4,132.72,General Brain Science and Reviews,,Positions Identification of a calcium-binding protein as a calcium-dependent regulator of brain adenylate cyclase. within General Brain Science and Reviews.,high citation signal (443); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.72.1.64,a018921ab2c8a8a775e79412faed4edb4bb327ef,https://doi.org/10.1073/PNAS.72.1.64,https://europepmc.org/articles/pmc432241?pdf=render,,JournalArticle,unknown,brain; brain in title,
28,1975,Junctions in the meninges and marginal glia,"S. Nabeshima, T. Reese, D. Landis, M. Brightman",The Journal of comparative neurology,1975-11-15,430,14,124.39,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Junctions in the meninges and marginal glia within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (430); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901640202,c086af1abf23d177e0b2a10d5c6a76588724dbbf,https://doi.org/10.1002/cne.901640202,,,JournalArticle; Study,unknown,glia,
29,1975,The neurochemistry of Parkinson's disease: effect of L-dopa therapy.,"K. Lloyd, L. Davidson, O. Hornykiewicz",Journal of Pharmacology and Experimental Therapeutics,1975-12-01,425,15,113.38,Clinical Neurology and Neurodegeneration,human;non-human,Post-mortem brain material from control and Parkinson's disease patients was examined to elucidate further the neurochemistry of this disease and to determine the mechanism of action of L-dopa as a therapeutic agent.,high citation signal (425); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)30363-0,14444657cb5e4ea0053a019ca7ba1c9a602fdecf,https://doi.org/10.1016/s0022-3565(25)30363-0,,,JournalArticle,unknown,brain,"Post-mortem brain material from control and Parkinson's disease patients was examined to elucidate further the neurochemistry of this disease and to determine the mechanism of action of L-dopa as a therapeutic agent. The activities of L-aromatic amino acid decarboxylase (dopa D), tyrosine hydroxylase, monoamine oxidase and catechol-O-methyl transferase were examined; in addition the tissue levels of dopa, 3-O-methyldopa, dopamine (DA) and homovanillic acid (HVA) were determined. In the non-dopa-treated Parkinsonian patients, the greatest decreases were detected for striatal DA and dopa D, with homovanillic acid and tyrosine hydroxylase levels showing a lesser change. The activities of monoamine oxidase and catechol-O-methyl transferase in the striatal nuclei were not different from the controls. The putamen was consistently the most severely affected region. Dopa and 3-O-methyldopa were detectable in all brain areas only in those patients treated with L-dopa shortly before death. The mean concentrations of DA in the striatum of these patients were 1) 9 to 15 times higher than those in non-dopa-treated patients, 2) related to the time before death of the last dose of L-dopa and 3) greater in the striatum of patients clinically classified as ""good responders"" as compared to ""poor responders."" Although L-dopa therapy increased homovanillic acid levels in all brain areas, a preferential increase was observed in the striatum. It was concluded that L-dopa's principal therapeutic effects in Parkinson's disease are consistent with its transformation to DA in the striatum."
30,1975,"Olivocochlear and vestibular efferent neurons of the feline brain stem: Their location, morphology and number determined by retrograde axonal transport and acetylcholinesterase histochemistry",W. Warr,The Journal of comparative neurology,1975-05-15,422,11,138.05,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Olivocochlear and vestibular efferent neurons of the feline brain stem: Their location, morphology and number determined by retrograde axonal transport and acetylcholinesterase histochemistry within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (422); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901610203,40c0b2ff65a4f43501e762abcf284424eaf4bc5f,https://doi.org/10.1002/cne.901610203,,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
31,1975,Autoradiographic studies of the projections of the midbrain reticular formation: Descending projections of nucleus cuneiformis,S. Edwards,The Journal of comparative neurology,1975-06-01,422,8,130.05,Clinical Neurology and Neurodegeneration,non-human,Positions Autoradiographic studies of the projections of the midbrain reticular formation: Descending projections of nucleus cuneiformis within Clinical Neurology and Neurodegeneration.,high citation signal (422); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901610306,9c52d80a930c2a9169aa58278bbf5ab8401b0968,https://doi.org/10.1002/cne.901610306,,,JournalArticle,unknown,brain; brain in title,
32,1975,"Depressant action of TRH, LH-RH and somatostatin on activity of central neurones","L. P. Renaud, Joseph B. Martin, P. Brazeau",Nature,1975-05-15,421,1,128.81,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Depressant action of TRH, LH-RH and somatostatin on activity of central neurones within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (421); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/255233A0,6192e341e00834eab116cde169fbb0e0385d8375,https://doi.org/10.1038/255233A0,,,JournalArticle,unknown,neuron; neuroscience term,
33,1975,Mapping of functional neural pathways by autoradiographic survey of local metabolic rate with (14C)deoxyglucose.,"C. Kennedy, M. D. Rosiers, J. Jehle, Martin Reivich, F. Sharpe, Louis Sokoloff",Science,1975-03-07,419,5,123.92,General Brain Science and Reviews,non-human,Positions Mapping of functional neural pathways by autoradiographic survey of local metabolic rate with (14C)deoxyglucose. within General Brain Science and Reviews.,high citation signal (419); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.1114332,11f7029d9203333f0033a46c2c8ea93c7c5d743d,https://doi.org/10.1126/SCIENCE.1114332,,,JournalArticle; Review,unknown,neural,
