rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
11,1994,'What' and 'where' in the human brain.,"Leslie G. Ungerleider, J. Haxby",Current Opinion in Neurobiology,1994,1957,48,145.63,General Brain Science and Reviews,human,Positions 'What' and 'where' in the human brain. within General Brain Science and Reviews.,"high citation signal (1,957); human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0959-4388(94)90066-3,f555892206c2fd773b6c4d311dc616f9aa3fae23,https://doi.org/10.1016/0959-4388(94)90066-3,,,Review; JournalArticle,unknown,brain; brain in title,
12,1994,Analysis of functional MRI time-series,"Karl J. Friston, P. Jezzard, R. Turner",Human Brain Mapping,1994,1820,172,157.73,Neuroimaging and Brain Mapping,MRI;fMRI;human,"A method for detecting significant and regionally specific correlations between sensory input and the brain's physiological response, as measured with functional magnetic resonance imaging (MRI), is presented in this paper.","high citation signal (1,820); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/HBM.460010207,b638854304928f5b9768220357979e8b34254a5e,https://doi.org/10.1002/HBM.460010207,http://www.fil.ion.ucl.ac.uk/~karl/Analysis%20of%20functional%20MRI%20time-series.pdf,,paper,unknown,brain; mri,"A method for detecting significant and regionally specific correlations between sensory input and the brain's physiological response, as measured with functional magnetic resonance imaging (MRI), is presented in this paper. The method involves testing for correlations between sensory input and the hemodynamic response after convolving the sensory input with an estimate of the hemodynamic response function. This estimate is obtained without reference to any assumed input. To lend the approach statistical validity, it is brought into the framework of statistical parametric mapping by using a measure of cross-correlations between sensory input and hemodynamic response that is valid in the presence of intrinsic autocorrelations. These autocorrelations are necessarily present, due to the hemodynamic response function or temporal point spread function. © 1994 Wiley-Liss, Inc."
13,1994,Image and Brain: The Resolution of the Imagery Debate,S. Kosslyn,Journal of Cognitive Neuroscience,1994-07-28,1813,122,155.06,General Brain Science and Reviews,,Positions Image and Brain: The Resolution of the Imagery Debate within General Brain Science and Reviews.,"high citation signal (1,813); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1162/jocn.1995.7.3.415,1e90a6286b1e14b102791bbe4364395a7554c677,https://doi.org/10.1162/jocn.1995.7.3.415,,,JournalArticle,unknown,brain; brain in title,
14,1994,"SR141716A, a potent and selective antagonist of the brain cannabinoid receptor","M. Rinaldi-Carmona, F. Barth, M. Héaulme, D. Shire, B. Calandra, Christian Congy, et al.",FEBS Letters,1994-08-22,1803,111,145.96,General Brain Science and Reviews,,"Positions SR141716A, a potent and selective antagonist of the brain cannabinoid receptor within General Brain Science and Reviews.","high citation signal (1,803); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0014-5793(94)00773-X,250d65e1be7c7c7f83bced1e04e250cb53a6f3c7,https://doi.org/10.1016/0014-5793(94)00773-X,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/0014-5793%2894%2900773-X,,JournalArticle,unknown,brain; brain in title,
15,1994,Localization of neuronal and glial glutamate transporters.,"J. Rothstein, L. Martin, A. Levey, M. Dykes-Hoberg, Lin Jin, David Wu, et al.",Neuron,1994-09-01,1755,107,171.87,"Cellular, Molecular, and Synaptic Neuroscience",ECoG;non-human,"The cellular and subcellular distributions of the glutamate transporter subtypes EAAC1, GLT-1, and GLAST in the rat CNS were demonstrated using anti-peptide antibodies that recognize the C-terminal domains of each transporter.","high citation signal (1,755); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0896-6273(94)90038-8,ddd6242d56186c7cd4a527ca4b0283acc928dbd2,https://doi.org/10.1016/0896-6273(94)90038-8,https://doi.org/10.1016/0896-6273(94)90038-8,,JournalArticle,unknown,brain; cortex; cortical; neuron; hippocampus; glia; ecog; neuroscience term,"The cellular and subcellular distributions of the glutamate transporter subtypes EAAC1, GLT-1, and GLAST in the rat CNS were demonstrated using anti-peptide antibodies that recognize the C-terminal domains of each transporter. On immunoblots, the antibodies specifically recognize proteins of 65-73 kDa in total brain homogenates. Immunocytochemistry shows that glutamate transporter subtypes are distributed differentially within neurons and astroglia. EAAC1 is specific for certain neurons, such as large pyramidal cortical neurons and Purkinje cells, but does not appear to be selective for glutamatergic neurons. GLT-1 is localized only to astroglia. GLAST is found in both neurons and astroglia. The regional localizations are unique to each transporter subtype. EAAC1 is highly enriched in the cortex, hippocampus, and caudate-putamen and is confined to pre- and postsynaptic elements. GLT-1 is distributed in astrocytes throughout the brain and spinal cord. GLAST is most abundant in Bergmann glia in the cerebellar molecular layer brain, but is also present in the cortex, hippocampus, and deep cerebellar nuclei."
16,1994,A measure for brain complexity: relating functional segregation and integration in the nervous system.,"G. Tononi, O. Sporns, G. Edelman",Proceedings of the National Academy of Sciences of the United States of America,1994-05-24,1648,79,157.54,General Brain Science and Reviews,non-human,Positions A measure for brain complexity: relating functional segregation and integration in the nervous system. within General Brain Science and Reviews.,"high citation signal (1,648); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1073/PNAS.91.11.5033,c433dd16d44644c93c80e441bf522d328f8c7e1e,https://doi.org/10.1073/PNAS.91.11.5033,https://europepmc.org/articles/pmc43925?pdf=render,,JournalArticle,unknown,brain; brain in title,
17,1994,Effects of cerebral ischemia in mice deficient in neuronal nitric oxide synthase.,"Zhihong Huang, Paul L Huang, N. Panahian, T. Dalkara, M. Fishman, M. Moskowitz",Science,1994-09-23,1605,35,156.07,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Effects of cerebral ischemia in mice deficient in neuronal nitric oxide synthase. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,605); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.7522345,716ded77552302487c84bfd865de58b9cb89fe9f,https://doi.org/10.1126/SCIENCE.7522345,,,JournalArticle,unknown,cerebral; neuron; neuroscience term,
18,1994,Formation and inactivation of endogenous cannabinoid anandamide in central neurons,"V. Marzo, A. Fontana, H. Cadas, S. Schinelli, G. Cimino, J. Schwartz, et al.",Nature,1994-12-15,1597,44,157.78,"Cellular, Molecular, and Synaptic Neuroscience",,"ANANDAMIDE (N-arachidonoyl-ethanolamine) was recently identified as a brain arachidonate derivative that binds to and activates cannabinoid receptors14, yet the mechanisms underlying formation, release and inactivation of this putative messenger molecule are still unclear.","high citation signal (1,597); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/372686A0,63be3793e1492e46eda5c900b645f1910db84442,https://doi.org/10.1038/372686A0,https://escholarship.org/content/qt0kh020xm/qt0kh020xm.pdf?t=ovgb2l,,JournalArticle,unknown,brain; neuron; neuroscience term,"ANANDAMIDE (N-arachidonoyl-ethanolamine) was recently identified as a brain arachidonate derivative that binds to and activates cannabinoid receptors14, yet the mechanisms underlying formation, release and inactivation of this putative messenger molecule are still unclear. Here we report that anandamide is produced in and released from cultured brain neurons in a calcium ion-dependent manner when the neurons are stimulated with membrane-depolarizing agents. Anandamide formation occurs through phos-phodiesterase-mediated cleavage of a novel phospholipid precursor, N-arachidonoyl-phosphatidylethanolamine. A similar mechanism also governs the formation of a family of anandamide congeners, whose possible roles in neuronal signalling remain unknown. Our results and those of others5,6indicate therefore that multiple biochemical pathways may participate in anandamide formation in brain tissue. The life span of extracellular anandamide is limited by a rapid and selective process of cellular uptake, which is accompanied by hydrolytic degradation to ethanolamine and arachidonate. Our results thus strongly support the proposed role of anandamide as an endogenous neuronal messenger."
19,1994,A brain serine/threonine protein kinase activated by Cdc42 and Rac1,"E. Manser, T. Leung, Harfizah Salihuddin, Zhuo-shen Zhao, L. Lim",Nature,1994-01-06,1574,127,152.52,General Brain Science and Reviews,,Positions A brain serine/threonine protein kinase activated by Cdc42 and Rac1 within General Brain Science and Reviews.,"high citation signal (1,574); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/367040A0,e029f4f991cfa0b92685dace14c6e30fe338708d,https://doi.org/10.1038/367040A0,,,JournalArticle,unknown,brain; brain in title,
20,1994,Practice-related changes in human brain functional anatomy during nonmotor learning.,"M. Raichle, J. Fiez, T. Videen, A. Macleod, J. Pardo, P. T. Fox, et al.",Cerebral Cortex,1994,1560,59,153.56,Cognitive and Systems Neuroscience,human,Positions Practice-related changes in human brain functional anatomy during nonmotor learning. within Cognitive and Systems Neuroscience.,"high citation signal (1,560); recognized venue; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1093/CERCOR/4.1.8,53be8684b3965956e4bbbed771377a6a9a118d16,https://doi.org/10.1093/CERCOR/4.1.8,,,JournalArticle,unknown,brain; brain in title,
21,1994,Nomenclature and classification of purinoceptors.,"B. Fredholm, M. Abbracchio, G. Burnstock, J. W. Daly, T. Harden, K. Jacobson, et al.",Pharmacological Reviews,1994-06-01,1518,67,148.26,"Cellular, Molecular, and Synaptic Neuroscience",ECoG;non-human,"""Receptors recognize a distinct chemical entity and translate information from that entity into a form that the cell can read to alter its state"" (Kenakin et al., 1992).","high citation signal (1,518)","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0031-6997(25)06782-1,19c31e6a8de812d8103230aaa2b3a4547b5fc2eb,https://doi.org/10.1016/s0031-6997(25)06782-1,,,Review; JournalArticle,unknown,brain; neuron; neural; ecog; neuroscience term,"""Receptors recognize a distinct chemical entity and translate information from that entity into a form that the cell can read to alter its state"" (Kenakin et al., 1992). Even though the receptors are often pharmacologically defined on the basis of synthetic compounds, they are assumed to have developed to respond to endogenous molecules. Therefore, receptors are generally named on the basis of their natural ligands. Hence, it is appropriate to very briefly summarize the evidence that purine nucleotides and nucleosides are natural ligands for a wide class of receptors. In a seminal paper, Drury and Szent-Gyorgyi (1929) showed that adenosine exerted a large number of biological effects, including bradycardia and vasodilation. A wider interest in the role of adenosine followed from the demonstration in 1963 that adenosine can be produced by the hypoxic heart. Two groups independently formulated the hypothesis that adenosine may be involved in the metabolic regulation of coronary blood flow (Berne, 1963; Gerlach et al., 1963). The observation by de Gubareff and Sleator (1965) that the actions of adenosine in heart tissue could be blocked by caffeine suggested the existence of an adenosine receptor. The potent cardiovascular effects of adenosine led to an interest in the synthesis of new adenosine analogs, and careful dose-response studies with a number of these drugs (Cobbin et al., 1974) strongly suggested the presence of a receptor for adenosine-like compounds. Sattin and Rall (1970) reported that adenosine increased cyclic AMP accumulation in slices of rodent brain and that this adenosine-induced second-messenger response was blocked by methylxanthines. Their findings suggested that adenosine receptors exist in the central nervous system. The essentially simultaneous findings by Mcilwain (1972), that such brain slices actually elaborate adenosine in concentrations that would be sufficient to elevate cyclic AMP, provided support that these putative receptors were physiologically occupied by adenosine. Thus, in the 1970s there was good evidence that there were receptors for adenosine at which methylxanthines acted as antagonists. Biochemical evidence for the existence of multiple adenosine receptors was subsequently provided by the demonstration that adenosine analogs increased cyclic AMP production in some preparations and decreased it in others. Because the relative agonist potency for a variety of adenosine analogs was different for these two types of effects, the presence of two classes of receptors, called A1 and A2 (van Calker et al., 1979) or Ri and Ra (Londos et al., 1980), was proposed. The A1/A2 nomenclature is now generally used. The presence of receptors for ADP, particularly on blood platelets, was also recognized several decades ago. Studies of the factors in blood that induce platelet aggregation led to the identification of ADP as an active component present in red blood cell extracts (Gaarder et al., 1961). The evidence that ADP and adenosine (presumably A2) receptors exist on platelets was summarized by Haslam and Cusack (1981). Four decades ago, ATP was shown to produce important cardiovascular effects (Green and Stoner, 1950) and to be released from sensory nerves (Holton and Holton, 1954; Holton, 1959), hinting at a role in neural transmission. In his landmark review of purinergic nerves, Burnstock (1972) postulated the existence of specific ATP receptors. Although evidence in support of this idea was not overwhelming at the time, many subsequent studies have supported the existence of receptors for extracellular ATP (Burnstock and Brown, 1981; Gordon, 1986; O'Connor et al., 1991). Similarly, the evidence is now compelling that ATP plays important physiological and/ or pathophysiological roles in a variety of biological systems, including that of a neurotransmitter in peripheral and central neurons. Finally, diadenosinetetraphosphate is a dinucleotide stored in synaptic vesicles and chromaffin granules (Flodgaard and Klenow, 1982; Rodriguez del Castillo et al., 1988) and released therefrom (Pintor et al., 1991a, 1992). The purine dinucleotide also binds with subnanomolar affinity to receptors (Pintor et al., 1991b, 1993) and exerts biological effects (Pintor et al., 1993), indicating that it is an endogenous purinoceptor ligand. Thus, strong evidence for the presence of receptors for the endogenous ligands adenosine, ADP, ATP, and dia-denosinetetraphosphate had accumulated. This group of receptors is called the purinoceptors. If at some future time there is compelling evidence that UTP, or another pyrimidine nucleotide, is an endogenous ligand at receptors that respond poorly or not at all to ATP, then this terminology may need revision."
22,1994,Convection-enhanced delivery of macromolecules in the brain.,"R. H. Bobo, D. Laske, A. Akbaşak, Paul F. MORRISONt, Robert L. DEDRICKt, E. Oldfield",Proceedings of the National Academy of Sciences of the United States of America,1994-03-15,1411,65,153.55,General Brain Science and Reviews,,Positions Convection-enhanced delivery of macromolecules in the brain. within General Brain Science and Reviews.,"high citation signal (1,411); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.91.6.2076,90e5ef74003ad8fe8c15e442bd7949594816307b,https://doi.org/10.1073/PNAS.91.6.2076,https://europepmc.org/articles/pmc43312?pdf=render,,JournalArticle,unknown,brain; brain in title,
23,1994,The Correlation Theory of Brain Function,C. Malsburg,Unknown venue,1994,1407,52,141.5,General Brain Science and Reviews,,Positions The Correlation Theory of Brain Function within General Brain Science and Reviews.,"high citation signal (1,407); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/978-1-4612-4320-5_2,e62f7643f616aaad65ffd47155a53bfa325e455d,https://doi.org/10.1007/978-1-4612-4320-5_2,http://cogprints.org/1380/1/vdM_correlation.pdf,,paper,unknown,brain; brain in title,
24,1994,Changing subunit composition of heteromeric NMDA receptors during development of rat cortex,"M. Sheng, Jennifer A. Cummings, L. Roldan, Y. Jan, L. Jan",Nature,1994-03-10,1400,86,151.61,"Brain Development, Plasticity, and Connectomics",non-human,"Positions Changing subunit composition of heteromeric NMDA receptors during development of rat cortex within Brain Development, Plasticity, and Connectomics.","high citation signal (1,400); recognized venue","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/368144A0,d5a1833da8cb6bd3c11e3c2e8eedcaac3dcdabbb,https://doi.org/10.1038/368144A0,,,JournalArticle; Review,unknown,cortex; neuroscience term,
25,1994,A quantitative magnetic resonance imaging study of changes in brain morphology from infancy to late adulthood.,"A. Pfefferbaum, D. Mathalon, E. Sullivan, Jody M. Rawles, R. Zipursky, K. O. Lim",Archives of Neurology,1994-09-01,1393,62,152.72,Neuroimaging and Brain Mapping,MRI;human,Positions A quantitative magnetic resonance imaging study of changes in brain morphology from infancy to late adulthood. within Neuroimaging and Brain Mapping.,"high citation signal (1,393); recognized venue; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEUR.1994.00540210046012,595de60fd0e0f6040ed5b5fa95eddee7f1856d11,https://doi.org/10.1001/ARCHNEUR.1994.00540210046012,,,JournalArticle,unknown,brain; brain in title,
26,1994,"Noise, neural codes and cortical organization.","M. Shadlen, W. Newsome",Current Opinion in Neurobiology,1994-08-01,1377,65,150.31,"Cellular, Molecular, and Synaptic Neuroscience",non-human,Cortical circuitry must facilitate information transfer in accordance with a neural code.,"high citation signal (1,377); open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0959-4388(94)90059-0,b7238851ed650b7aa5bcd99d692deaac01f68f76,https://doi.org/10.1016/0959-4388(94)90059-0,https://doi.org/10.1016/0959-4388(94)90059-0,,Review; JournalArticle,unknown,cerebral; cortex; cortical; neuron; neural; neuroscience term,"Cortical circuitry must facilitate information transfer in accordance with a neural code. In this article we examine two candidate neural codes: information is represented in the spike rate of neurons, or information is represented in the precise timing of individual spikes. These codes can be distinguished by examining the physiological basis of the highly irregular interspike intervals typically observed in cerebral cortex. Recent advances in our understanding of cortical microcircuitry suggest that the timing of neuronal spikes conveys little, if any, information. The cortex is likely to propagate a noisy rate code through redundant, patchy interconnections."
27,1994,The return of Phineas Gage: clues about the brain from the skull of a famous patient.,"Hanna Damaslo, T. Grabowski, R. Frank, A. Galaburda, A. Damasio",Science,1994-05-20,1339,41,157.21,Cognitive and Systems Neuroscience,EEG;human;non-human,"When the landmark patient Phineas Gage died in 1861, no autopsy was performed, but his skull was later recovered.","high citation signal (1,339); recognized venue; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.8178168,070a87893ab7e688190e195680b15e00d671ca59,https://doi.org/10.1126/SCIENCE.8178168,,,JournalArticle,unknown,brain; neuroimaging; prefrontal; brain in title,"When the landmark patient Phineas Gage died in 1861, no autopsy was performed, but his skull was later recovered. The brain lesion that caused the profound personality changes for which his case became famous has been presumed to have involved the left frontal region, but questions have been raised about the involvement of other regions and about the exact placement of the lesion within the vast frontal territory. Measurements from Gage's skull and modern neuroimaging techniques were used to reconstitute the accident and determine the probable location of the lesion. The damage involved both left and right prefrontal cortices in a pattern that, as confirmed by Gage's modern counterparts, causes a defect in rational decision making and the processing of emotion."
