rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
11,1978,Right-left asymmetrics in the brain.,"A. Galaburda, M. LeMay, T. Kemper, N. Geschwind",Science,1978-02-24,775,8,139.77,General Brain Science and Reviews,,Positions Right-left asymmetrics in the brain. within General Brain Science and Reviews.,high citation signal (775); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.341314,f47837ecefce4a0644716d173e0ae4fe9e935b81,https://doi.org/10.1126/SCIENCE.341314,,,Review; JournalArticle,unknown,brain; brain in title,
12,1978,Neurone-specific enolase is a molecular marker for peripheral and central neuroendocrine cells,"D. Schmechel, P. Marangos, M. Brightman",Nature,1978-12-01,742,10,138.99,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Neurone-specific enolase is a molecular marker for peripheral and central neuroendocrine cells within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (742); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/276834a0,a39d0b7ca2788e69767941f59229f5880cf887d8,https://doi.org/10.1038/276834a0,,,JournalArticle,unknown,neuron; neuroscience term,
13,1978,Nuclei of the solitary tract: Efferent projections to the lower brain stem and spinal cord of the cat,"A. Loewy, H. Burton",The Journal of comparative neurology,1978-09-15,699,10,139.12,Clinical Neurology and Neurodegeneration,non-human,Positions Nuclei of the solitary tract: Efferent projections to the lower brain stem and spinal cord of the cat within Clinical Neurology and Neurodegeneration.,high citation signal (699); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901810211,3eb1395be79fa8dff5c662b6b27873d23ad85935,https://doi.org/10.1002/cne.901810211,,,JournalArticle,unknown,brain; brain in title,
14,1978,Role of brain monoamines and histamine in regulation of anterior pituitary secretion.,"R. Weiner, W. Ganong",Physiological Reviews,1978-10-01,674,4,125.26,General Brain Science and Reviews,,Positions Role of brain monoamines and histamine in regulation of anterior pituitary secretion. within General Brain Science and Reviews.,high citation signal (674),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/PHYSREV.1978.58.4.905,a8bd7ab5f5b866fcc452a3624ded4732da846b85,https://doi.org/10.1152/PHYSREV.1978.58.4.905,,,Review; JournalArticle,unknown,brain; brain in title,
15,1978,Brain malformations related to prenatal exposure to ethanol.,"S. Clarren, E. Alvord, S. Sumi, A. Streissguth, D. W. Smith",Jornal de Pediatria,1978,668,17,125.1,General Brain Science and Reviews,,Positions Brain malformations related to prenatal exposure to ethanol. within General Brain Science and Reviews.,high citation signal (668),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0022-3476(78)80072-9,40ef6c26e3cd92241e69b37d7d5d3300882bde80,https://doi.org/10.1016/S0022-3476(78)80072-9,,,JournalArticle,unknown,brain; brain in title,
16,1978,Immunocytochemical localization of glutamic acid decarboxylase in neuronal somata following colchicine inhibition of axonal transport.,"C. Ribak, J. E. Vaughn, Kihachi Saito",Brain Research,1978-01-27,639,10,144.51,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Abstract The enzyme that synthesizes the neurotransmitter γ-aminobutyric acid (GABA), glutamic acid decarboxylase (GAD), has been immunocytochemically localized in the somata and dendrites of certain neurons in rat cerebellum and Ammom's horn following colchicine injections into these two brain regions.",high citation signal (639); recognized venue; open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(78)90463-8,d4e4eb690ed2f5a558d8908a5f459119bd4d09cd,https://doi.org/10.1016/0006-8993(78)90463-8,https://escholarship.org/content/qt8r63t6hc/qt8r63t6hc.pdf?t=q0njuz,,JournalArticle,unknown,brain; neuron; cerebellum; neuroscience term,"Abstract The enzyme that synthesizes the neurotransmitter γ-aminobutyric acid (GABA), glutamic acid decarboxylase (GAD), has been immunocytochemically localized in the somata and dendrites of certain neurons in rat cerebellum and Ammom's horn following colchicine injections into these two brain regions. In the cerebellum. GAD-positive reaction product was observed in the somata and proximal dendrites of Purkinje, Golgi II, basket and stellate neurons. Occasional staining of the proximal portions of axons was also observed in these colchicine-injected preparations. None of the somata or dendrites of these same cell types exhibited reaction product in preparations that were not pretreated with colchicine, although the axon terminals of these neurons were GAD-positive. In Ammon's horn, the somata of a few cells that are classified as probable basket and other short-axon neurons contained detectable concentrations of GAD in preparations that were not pretreated with colchicine. However, following colchicine injections into the Ammon's horn, there was approximately a five-fold increase in the number of GAD-positive somata of basket and other short-axon neurons. There was also a substantial increase in the extent of dendritic staining exhibited by these neurons. Control injections of saline and lumicolchicine produced the same results as those observed in preparations which were not pretreated with colchicine. Thus, the results from the control injections indicate that the increases in somal and dendritic staining are due to a colchicine-mediated inhibition of the somatofugal transport of GAD rather than to a non-specific effect of the drug and/or the injection procedure. The results of the present study permit the direct identification of the neuronal somata in the cerebellum and Ammon's horn whose synaptic terminals probably use GABA as their neurotransmitter. On the basis of the present findings, a reasonable explanation for the failure of earlier immunocytological studies to detect somal GAD in certain GABAergic neurons is that the axonal transport of GAD appears to occur at a sufficiently rapid rate to limit the somal concentration of GAD to low, undetectable levels."
17,1978,The binding of agonists to brain muscarinic receptors.,"N. Birdsall, A. Burgen, E. Hulme",Molecular Pharmacology,1978-09-01,623,7,133.05,Neuroimaging and Brain Mapping,non-human,The interaction of agonists with muscarinic receptors has been investigated by measuring the binding of [3H]muscarinic agonists to membrane preparations from the rat cortex and by means of [3H]agonist/agonist and [3H]antagonist/agonist competition experiments.,high citation signal (623),"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0026-895x(25)13545-1,d4f4d76f16a5cecabd2de50cdd5a460411a809ff,https://doi.org/10.1016/s0026-895x(25)13545-1,,,JournalArticle,unknown,brain; cortex; brain in title; neuroscience term,"The interaction of agonists with muscarinic receptors has been investigated by measuring the binding of [3H]muscarinic agonists to membrane preparations from the rat cortex and by means of [3H]agonist/agonist and [3H]antagonist/agonist competition experiments. The binding data can be explained by the presence of two major populations of agonist binding sites which do not interconvert during the binding experiments and have the same affinity constants for antagonists. The ratio of the affinity constants of an agonist for the two sites can vary from 1 to about 275. There is quantitative agreement between the agonist affinity constants for the two sites and parameters derived from the action of muscarinic agonists on smooth muscle, A third (minor) population of ""super-high"" affinity agonist binding sites has been detected."
18,1978,High-affinity enkephalin-degrading peptidase in brain is increased after morphine,"B. Malfroy, J. Swerts, A. Guyon, B. Roques, J. Schwartz",Nature,1978-11-30,603,3,135.26,General Brain Science and Reviews,,Positions High-affinity enkephalin-degrading peptidase in brain is increased after morphine within General Brain Science and Reviews.,high citation signal (603); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/276523A0,0f58f429e6d45868608b7b0057d78c3b13b6dc37,https://doi.org/10.1038/276523A0,,,JournalArticle,unknown,brain; brain in title,
19,1978,Neurons containing beta-endorphin in rat brain exist separately from those containing enkephalin: immunocytochemical studies.,"F. Bloom, E. Battenberg, J. Rossier, N. Ling, R. Guillemin",Proceedings of the National Academy of Sciences of the United States of America,1978-03-01,600,5,147.37,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Neurons containing beta-endorphin in rat brain exist separately from those containing enkephalin: immunocytochemical studies. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (600); recognized venue; open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1073/PNAS.75.3.1591,8fd0a9abe6a92b2a62c7b42c1f75776e7d44b2d2,https://doi.org/10.1073/PNAS.75.3.1591,https://europepmc.org/articles/pmc411520?pdf=render,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
20,1978,Identification of insulin in rat brain.,"J. Havránková, D. Schmechel, J. Roth, M. Brownstein",Proceedings of the National Academy of Sciences of the United States of America,1978-11-01,594,14,139.19,General Brain Science and Reviews,non-human,Positions Identification of insulin in rat brain. within General Brain Science and Reviews.,high citation signal (594); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1073/PNAS.75.11.5737,9c4ddf656aa688fdfaa49eb0d90a62760e827a36,https://doi.org/10.1073/PNAS.75.11.5737,https://europepmc.org/articles/pmc393044?pdf=render,,JournalArticle; Study,unknown,brain; brain in title,
21,1978,Brain function and blood flow.,"N. Lassen, D. Ingvar, E. Skinhøj",Scientific American,1978-10-01,592,0,122.93,General Brain Science and Reviews,,Positions Brain function and blood flow. within General Brain Science and Reviews.,high citation signal (592),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/SCIENTIFICAMERICAN1078-62,a23e8cf92b52e8f909876197a8c1b45d9160c712,https://doi.org/10.1038/SCIENTIFICAMERICAN1078-62,,,JournalArticle,unknown,brain; brain in title,
22,1978,DETERMINATION OF CATECHOLAMINES IN RAT BRAIN PARTS BY REVERSE-PHASE ION-PAIR LIQUID CHROMATOGRAPHY,"L. Felice, J. Felice, P. Kissinger",Journal of Neurochemistry,1978-12-01,584,7,123.89,General Brain Science and Reviews,non-human,Positions DETERMINATION OF CATECHOLAMINES IN RAT BRAIN PARTS BY REVERSE-PHASE ION-PAIR LIQUID CHROMATOGRAPHY within General Brain Science and Reviews.,high citation signal (584),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1978.tb06573.x,da6456a8e9c07116f72245c5cbf309004c703841,https://doi.org/10.1111/j.1471-4159.1978.tb06573.x,,,JournalArticle,unknown,brain; brain in title,
23,1978,Free radicals in cerebral ischemia.,"E. Flamm, H. Demopoulos, M. Seligman, R. Poser, J. Ransohoff",Stroke,1978-09-01,571,4,119.28,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Free radicals in cerebral ischemia. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (571); open-access PDF metadata,"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1161/01.STR.9.5.445,ac44ac013a3c9f20cbbf09729ea260b1f7bc9d3f,https://doi.org/10.1161/01.STR.9.5.445,https://www.ahajournals.org/doi/pdf/10.1161/01.STR.9.5.445,,JournalArticle,unknown,cerebral,
24,1978,CHANGES IN BRAIN CHOLINESTERASES IN SENILE DEMENTIA OF ALZHEIMER TYPE,"E. Perry, Robert H. Perry, G. Blessed, B. Tomlinson",Neuropathology and Applied Neurobiology,1978-07-01,548,16,121.55,Clinical Neurology and Neurodegeneration,,Positions CHANGES IN BRAIN CHOLINESTERASES IN SENILE DEMENTIA OF ALZHEIMER TYPE within Clinical Neurology and Neurodegeneration.,high citation signal (548),"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1365-2990.1978.tb00545.x,ea20f73991ab04a318b92a2bb95959d3132aac23,https://doi.org/10.1111/j.1365-2990.1978.tb00545.x,,,JournalArticle,unknown,brain; brain in title,
25,1978,Antidromic identification of dopaminergic and other output neurons of the rat substantia nigra.,"P. G. Guyenet, G. Aghajanian",Brain Research,1978-07-07,512,20,133.52,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Antidromic identification of dopaminergic and other output neurons of the rat substantia nigra. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (512); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(78)90654-6,87fa4346c3bb3aedc240afd1eb2077525b60fd45,https://doi.org/10.1016/0006-8993(78)90654-6,,,JournalArticle,unknown,neuron; neuroscience term,
26,1978,Human Brain: Cytoarchitectonic Left-Right Asymmetries in the Temporal Speech Region,"A. Galaburda, F. Sanides, N. Geschwind",Unknown venue,1978-12-01,504,12,121.24,General Brain Science and Reviews,human,Positions Human Brain: Cytoarchitectonic Left-Right Asymmetries in the Temporal Speech Region within General Brain Science and Reviews.,high citation signal (504); human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEUR.1978.00500360036007,5e92c59846d2d3e88f3efc4d344e9aa458c0c60a,https://doi.org/10.1001/ARCHNEUR.1978.00500360036007,,,paper,unknown,brain; brain in title,
27,1978,Neural organization and evolution of thermal regulation in mammals.,E. Satinoff,Science,1978-07-07,503,9,126.01,General Brain Science and Reviews,,Positions Neural organization and evolution of thermal regulation in mammals. within General Brain Science and Reviews.,high citation signal (503); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.351802,c324fe2e4ff821d7e50ab340c5bf81289a8c1b51,https://doi.org/10.1126/SCIENCE.351802,,,Review; JournalArticle,unknown,neural,
28,1978,Molecular Neurobiology of the Mammalian Brain,"P. Mcgeer, Sir John C. Eccles, E. Mcgeer",Springer US,1978-11-01,495,9,119.72,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Molecular Neurobiology of the Mammalian Brain within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (495),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/978-1-4615-7491-0,bc25e179acb7f4379f4beda649af3cb7a5f36ab1,https://doi.org/10.1007/978-1-4615-7491-0,,,paper,unknown,brain; brain in title,
29,1978,AN ATLAS OF THE HUMAN BRAIN FOR COMPUTERIZED TOMOGRAPHY.,"T. Matsui, A. Hirano",Unknown venue,1978,492,12,125.01,General Brain Science and Reviews,human;connectome,Positions AN ATLAS OF THE HUMAN BRAIN FOR COMPUTERIZED TOMOGRAPHY. within General Brain Science and Reviews.,high citation signal (492); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.7326/0003-4819-89-5-733_1,4a9e1836c3b171e9c0e8e0f0824eb9c1c62f20ab,https://doi.org/10.7326/0003-4819-89-5-733_1,https://europepmc.org/articles/pmc1704164?pdf=render,,paper,unknown,brain; brain in title,
30,1978,In situ injection of kainic acid: A new method for selectively lesioning neuronal cell bodies while sparing axons of passage,"J. Coyle, M. Molliver, M. Kuhar",The Journal of comparative neurology,1978-07-15,478,3,132.29,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions In situ injection of kainic acid: A new method for selectively lesioning neuronal cell bodies while sparing axons of passage within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (478); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901800208,8d32b49f369854c6a1ca8f7efa2595eb640c170d,https://doi.org/10.1002/cne.901800208,,,JournalArticle,unknown,neuron; neuroscience term,
31,1978,Living with the characterologically altered brain injured patient.,M. Lezak,Journal of Clinical Psychiatry,1978-07-01,476,15,120.22,Clinical Neurology and Neurodegeneration,human,Positions Living with the characterologically altered brain injured patient. within Clinical Neurology and Neurodegeneration.,high citation signal (476); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/s0738-3991(80)80033-4,89b25bbe728690f9688bdcea1b6a6c0617f01e72,https://doi.org/10.1016/s0738-3991(80)80033-4,,,JournalArticle,unknown,brain; brain in title,
32,1978,Human cerebral asymmetry,John L. Bradshaw,Trends in Neurosciences,1978-09-30,472,6,126.06,General Brain Science and Reviews,human,Positions Human cerebral asymmetry within General Brain Science and Reviews.,high citation signal (472); recognized venue; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0166-2236(78)90080-2,4cba07c5844e8a90c003d26e90d94898338f0d26,https://doi.org/10.1016/0166-2236(78)90080-2,,,paper,unknown,cerebral,
33,1978,Purification of the fibroblast growth factor activity from bovine brain.,"D. Gospodarowicz, H. Bialecki, G. Greenburg",Journal of Biological Chemistry,1978-05-25,468,1,121.71,"Cellular, Molecular, and Synaptic Neuroscience",,The purification of the fibroblast growth factor (FGF) from bovine brain has led to the isolation of two peptides.,high citation signal (468); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0021-9258(17)34863-9,5984f05d9a02de360d833584d7947dfd8aeba0bf,https://doi.org/10.1016/S0021-9258(17)34863-9,https://doi.org/10.1016/s0021-9258(17)34863-9,,JournalArticle,unknown,brain; brain in title,"The purification of the fibroblast growth factor (FGF) from bovine brain has led to the isolation of two peptides. FGF-1 with 128 amino acids and FGF-2 with 107 amino acids. The biological activity of these two peptides is acid- and heat-labile. As indicated by the amino acid composition of FGF-1 and -2, these two peptides are derived from a common precursor and bear no resemblance to pituitary FGF. The brain FGF peptides, like pituitary FGF, are mitogenic in vitro for the same wide variety of mesoderm-derived cells. Since their mitogenic activity is acid- and heat-labile, they are thereby distinguished from the platelet factor isolated from platelets and from the cationic peptide isolated from serum which has been shown to have the same molecular weight and isoelectric point as brain and pituitary FGF."
