rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
11,1916,EXPERIMENTAL SYPHILIS IN THE RABBIT PRODUCED BY THE BRAIN SUBSTANCE OF THE LIVING PARETIC,U. Wile,Journal of Experimental Medicine,1916-02-01,15,0,60.91,General Brain Science and Reviews,,1. Spirochætes from the living paretic brain easily infect rabbits with experimental syphilis.,high citation signal (15); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1084/jem.23.2.199,a475caa45fb5b0489b2f39d7dca3051b95b023be,https://doi.org/10.1084/jem.23.2.199,https://rupress.org/jem/article-pdf/23/2/199/1173884/199.pdf,JournalArticle,unknown,brain; brain in title,1. Spirochætes from the living paretic brain easily infect rabbits with experimental syphilis. 2. They constitute a virulent strain with a shorter period of incubation for the rabbit than exists with other strains.
12,1916,THE RELATION OF CHOKED DISK TO THE TENSION OF THE EYEBALL: AN EXPERIMENTAL STUDY,W. R. Parker,Unknown venue,1916-10-07,14,0,56.14,Clinical Neurology and Neurodegeneration,human;non-human,"In presenting the subject which I have chosen for your consideration today, I shall depart somewhat from the traditions of the section, and invite your attention to a purely medical topic.",high citation signal (14); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1916.02590150001001,29656a2d69b44d17a47eb0151e125e2835825336,https://doi.org/10.1001/JAMA.1916.02590150001001,https://zenodo.org/records/2401276/files/article.pdf,paper,unknown,brain,"In presenting the subject which I have chosen for your consideration today, I shall depart somewhat from the traditions of the section, and invite your attention to a purely medical topic. Some years ago in an effort to collect a large number of tonometric readings in order to determine the average normal tension of the eyeball, I had the tension taken of the eyes of all the patients in the hospital and outpatient department, whenever possible. Among this number were six cases of brain tumor. Some time later when compiling the histories of the brain tumor cases, I observed that when the amount of the choked disk was the same in the two eyes, the tension was equal or nearly so, and when the swelling was greater in one eye than in the other, the tension was different in the two eyes, being least in the one showing the greater"
13,1916,OBSERVATIONS IN THE DIAGNOSIS AND TREATMENT OF BRAIN INJURIES IN ADULTS,W. Sharpe,Unknown venue,1916-05-13,12,0,59.57,Clinical Neurology and Neurodegeneration,human;non-human,The mortality resulting from brain injuries is very high.,high citation signal (12); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1916.02580460012005,1d4bda0eb93106b6a06eb81278e26ea3dcbb99f5,https://doi.org/10.1001/JAMA.1916.02580460012005,https://zenodo.org/record/2430355/files/article.pdf,paper,unknown,brain; brain in title,"The mortality resulting from brain injuries is very high. During the period from 1900 to 1910, the mortality figures at three of the large hospitals in New York ranged from 46 to 68 per cent, of all cases of brain injuries. In a report recently published by Dr. Besley 1 of the Cook County Hospital of Chicago regarding 1,000 consecutive patients having fractures of the skull, the mortality was 53 per cent. This death rate is indeed appalling, and it undoubtedly accounts for the attitude of many doctors and most hospitals toward patients having fractures of the skull, particularly of the base. If the patient recovers, remarkable-he had a fracture of the skull. If he dies -well, he had a fracture of the skull. It is this attitude of comparative hopelessness in the treatment of brain injuries that has allowed these cases to be almost neglected in the general hospital."
14,1916,The Galactosides of the Brain IV. The Constitution of Phrenosin and Kerasin.,O. Rosenheim,Biochemical Journal,1916-03-01,10,0,54.16,General Brain Science and Reviews,,Positions The Galactosides of the Brain IV. The Constitution of Phrenosin and Kerasin. within General Brain Science and Reviews.,high citation signal (10); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1042/BJ0100142,7cecfa208ea92c33fdea0981c244fd4ab6bd6362,https://doi.org/10.1042/BJ0100142,https://europepmc.org/articles/pmc1258698?pdf=render,JournalArticle,unknown,brain; brain in title,
15,1916,ABNORMAL RELATION BETWEEN LIVER AND BRAIN WEIGHTS IN FORTY-TWO CASES OF EPILEPSY,D. Thom,Unknown venue,1916-05-01,9,0,52.45,Clinical Neurology and Neurodegeneration,,Positions ABNORMAL RELATION BETWEEN LIVER AND BRAIN WEIGHTS IN FORTY-TWO CASES OF EPILEPSY within Clinical Neurology and Neurodegeneration.,high citation signal (9); open-access PDF metadata,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-191605000-00003,72a8a96c7584402f7090492c8b03110337e4355a,https://doi.org/10.1097/00005053-191605000-00003,https://zenodo.org/record/2302653/files/article.pdf,paper,unknown,brain; brain in title,
16,1916,"The brain and the frontal gland of the castes of the 'White Ant,' leucotermes flavipes, kollar",C. Thompson,Unknown venue,1916-10-01,8,0,50.55,General Brain Science and Reviews,,"Positions The brain and the frontal gland of the castes of the 'White Ant,' leucotermes flavipes, kollar within General Brain Science and Reviews.",high citation signal (8); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/CNE.900260507,8f9158fec18d8cf20745021b6ef6c8693688734c,https://doi.org/10.1002/CNE.900260507,https://zenodo.org/record/2342459/files/article.pdf,paper,unknown,brain; brain in title,
17,1916,THE FACTORS WHICH GOVERN THE PENETRATION OF ARSENIC (SALVARSAN) AND ANILINE DYES INTO THE BRAIN AND THEIR BEARING UPON THE TREATMENT OF CEREBRAL SYPHILIS,"J. Mcintosh, P. Fildes",Unknown venue,1916-10-01,7,0,48.63,General Brain Science and Reviews,non-human,Positions THE FACTORS WHICH GOVERN THE PENETRATION OF ARSENIC (SALVARSAN) AND ANILINE DYES INTO THE BRAIN AND THEIR BEARING UPON THE TREATMENT OF CEREBRAL SYPHILIS within General Brain Science and Reviews.,high citation signal (7),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1093/BRAIN/39.3-4.478,44037294ab66c8f25fb27c083f90e956f92b9ff8,https://doi.org/10.1093/BRAIN/39.3-4.478,,paper,unknown,brain; cerebral; brain in title,
18,1916,A revision of the percentage of water in the brain and in the spinal cord of the albino rat,H. H. Donaldson,Unknown venue,1916-12-01,7,0,49.63,General Brain Science and Reviews,non-human,"In four studies previously published (Donaldson '10, '11, '11 a and '11 b), the percentage of water in the central nervous system of the albino rat has been considered.",high citation signal (7); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900270106,7da97ec0d5b07e648f666f843a01aeceb217e3bd,https://doi.org/10.1002/cne.900270106,https://zenodo.org/record/1517756/files/article.pdf,paper,unknown,brain; brain in title,"In four studies previously published (Donaldson '10, '11, '11 a and '11 b), the percentage of water in the central nervous system of the albino rat has been considered. A revision of this topic was thought necessary, however, for several reasons. In the first place, I wished to record the observed values on which had been based an extensive table giving the percentage of water in the brain and spinal cord according to age, each entry in this table giving also the weight of the brain, or spinal cord to be expected. This table 74, from The Rat (Donaldson '15)-is given in full as an appendix to the present paper. Further, I wished to state the conditions to be observed in the use of :his table. In the second place, a statement previously made, required correction:-It has been stated (Donaldson '10) that at a given age the percentage of water in the brain or spinal cord is not significantly modified by the absolute weight of the organ. This conclusion is incorrect, for more careful study shows that weight is a factor in modifying the percentage of water. The evidence for such a conclusion will appear in the course of this paper. It is the main purpose of the present study, then, to show how the percentages of water, which appear in the appended table 74, have been obtained, and, incidentally, to show how new data must be treated when they are to be corrected for weight. In considering the main points, the brain and the spinal cord will"
19,1916,A Case of Prolonged Hyperpyrexia in a Child with a Mid-brain Tumor,Turner,Unknown venue,1916-12-01,6,0,44.23,"EEG, MEG, and Electrophysiology",EEG,"Positions A Case of Prolonged Hyperpyrexia in a Child with a Mid-brain Tumor within EEG, MEG, and Electrophysiology.",high citation signal (6),"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00000441-191612000-00037,b3b4f8f19c8d80b09357452266b6af3160e52b21,https://doi.org/10.1097/00000441-191612000-00037,,paper,unknown,brain; brain in title,
20,1916,BRAIN CEPHALIN. II. FATTY ACIDS.,"C. Macarthur, L. V. Burton",Unknown venue,1916-07-01,5,0,40.25,General Brain Science and Reviews,,Positions BRAIN CEPHALIN. II. FATTY ACIDS. within General Brain Science and Reviews.,high citation signal (5),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1021/JA02264A017,8756831d27aa0bff9deda0eb084c7b1ec2070ef5,https://doi.org/10.1021/JA02264A017,,paper,unknown,brain; brain in title,
21,1916,On the Inositol of Brain and its Preparation.,G. Momose,Biochemical Journal,1916-03-01,5,0,44.45,General Brain Science and Reviews,non-human,Positions On the Inositol of Brain and its Preparation. within General Brain Science and Reviews.,high citation signal (5); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1042/BJ0100120,a0f63730b3870bd1d0ac0809fce919768aefb910,https://doi.org/10.1042/BJ0100120,https://europepmc.org/articles/pmc1258694?pdf=render,JournalArticle,unknown,brain; brain in title,
22,1916,TUMORS OF THE THIRD AND FOURTH VENTRICLES,P. Bassoe,Unknown venue,1916-11-11,5,0,39.65,"EEG, MEG, and Electrophysiology",EEG;non-human,I. TUMORS OF THE THIRD VENTRICLE In 1910 T.,high citation signal (5); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1916.02590200017006,25d9837c6d7732df18adbf5ace86671b156bf089,https://doi.org/10.1001/JAMA.1916.02590200017006,https://zenodo.org/record/1825867/files/article.pdf,paper,unknown,brain,"I. TUMORS OF THE THIRD VENTRICLE In 1910 T. H. Weisenburg, 1 on the basis of thirty reported cases with necropsy, succeeded in bringing out the salient features of tumors arising within the third ventricle and thus establishing a syndrome which necessarily is ill defined, as the symptoms are either due to pressure on neighboring structures or to secondary hydrocephalus. Among the former symptoms are paralysis of the associated ocular movements, exophthalmos, large pupils with impaired reaction, and ataxia of the cerebellar type. Of the few cases reported later, one by Lewis J. Pollock 2 may be memtioned, as the appearance of the tumor on cross section of the brain closely resembles that of the one to be related here. Case 1. -Boy, 14 years old, with rather precocious genital and hairy development suggesting hyperpinealism. Limitation of ocular movements. Papillitis and blindness. Ataxia. Headache; drowsiness; mental dulness. Soft glioma filling"
23,1916,A COMPARISON OF THE MENTAL SYMPTOMS FOUND IN CASES OF GENERAL PARESIS WITH AND WITHOUT COARSE BRAIN ATROPHY,E. Southard,Unknown venue,1916-03-01,4,0,39.97,General Brain Science and Reviews,,Positions A COMPARISON OF THE MENTAL SYMPTOMS FOUND IN CASES OF GENERAL PARESIS WITH AND WITHOUT COARSE BRAIN ATROPHY within General Brain Science and Reviews.,high citation signal (4); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-191603000-00002,714bad02eba9e802f14c6bef3d3a3a78cc4a8fa2,https://doi.org/10.1097/00005053-191603000-00002,https://zenodo.org/record/1681663/files/article.pdf,paper,unknown,brain; brain in title,
24,1916,A study of a plains Indian brain,J. J. Keegan,Unknown venue,1916-08-01,4,0,36.97,General Brain Science and Reviews,,Positions A study of a plains Indian brain within General Brain Science and Reviews.,high citation signal (4),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/cne.900260404,c079de773af614f543aad11939c2c9d0bd327748,https://doi.org/10.1002/cne.900260404,,paper,unknown,brain; brain in title,
25,1916,NITROGENOUS CONSTITUENTS OF BRAIN LECITHIN.,"J. Darrah, C. Macarthur",Unknown venue,1916-04-01,4,0,39.97,General Brain Science and Reviews,,Positions NITROGENOUS CONSTITUENTS OF BRAIN LECITHIN. within General Brain Science and Reviews.,high citation signal (4); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1021/JA02261A023,9f9bde1f91176ce6980f942db47a0c2872c7709f,https://doi.org/10.1021/JA02261A023,https://zenodo.org/records/1526642/files/article.pdf,paper,unknown,brain; brain in title,
26,1916,WARFARE ON THE BRAIN.,E. F. Buzzard,Unknown venue,1916-12-30,4,0,36.97,General Brain Science and Reviews,,Positions WARFARE ON THE BRAIN. within General Brain Science and Reviews.,high citation signal (4),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0140-6736(00)58708-X,ab8c47dba3b08c91c1251a633ad676c0e23a4eb6,https://doi.org/10.1016/S0140-6736(00)58708-X,,paper,unknown,brain; brain in title,
27,1916,The Backward Baby,B. Kirman,Journal of Mental Science,1916-10-15,4,0,47.37,"Brain Development, Plasticity, and Connectomics",human;non-human,"The Backward Baby. By Herman B. Sheffield, M.D.",high citation signal (4); recognized venue; human evidence signal,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1192/BJP.99.416.531,6546a6c17c9fb0170f4c3465222e9ee8f2654f3a,https://doi.org/10.1192/BJP.99.416.531,,JournalArticle; Review,unknown,brain; cerebral,"The Backward Baby. By Herman B. Sheffield, M.D. New York: Rebman Co., 1915. Pp. vi+186 (illustrated). This ""treatise on idiocy and the allied mental deficiencies in infancy and early childhood,"" was awarded the Alvarenga prize of the College of Physicians of Philadelphia, July 14, 1914. The author's aim ""is to present to the profession a practical survey of the etiology, pathology, diagnosis, and treatment of the diverse mental deficiencies as they occur in children under five years of age. The existing monographs and textbooks on the'subject are almost exclusively devoted to the study of feeblemindedness in children of school age and adults,"" he remarks, and it has seemed to him, ""that with a more thorough knowledge of idiocy and the cognate affections in infants, the physician would be very much better prepared to ameliorate, or possibly cure, these conditions before the underlying lesions have permenantly destroyed the cerebral functions."" Amentia he defines as ""not an affection sui generis, a precise morbid entity, but merely a symptom of a large group of congenital and acquired pathologic conditions, principally of the brain and the ductless glands."" He notes a fact which is not sufficiently understood by physicians, and hardly at all by the public, who expect to see any and every kind of mental defect cured by an operation,?""Profound idiocy is frequently encountered with seemingly insignificant structural changes in the brain or elsewhere, and vice-versa, gross brain lesions may occasionally be accompanied by only slight feeblemindedness. As a rule, however,"" he says, ""the predominance of characteristic lesions in certain types of cases"" permits ""the classification of idiocy and the allied mental deficiencies into distinct groups."" The lesions are by no means confined to the brain. ""The"
28,1916,ARTIFICIAL CEREBRAL CIRCULATION AFTER CIRCULATORY ISOLATION OF THE MAMMALIAN BRAIN,E. D. Brown,Journal of Pharmacology and Experimental Therapeutics,1916-04-01,3,0,34.95,General Brain Science and Reviews,,Positions ARTIFICIAL CEREBRAL CIRCULATION AFTER CIRCULATORY ISOLATION OF THE MAMMALIAN BRAIN within General Brain Science and Reviews.,high citation signal (3),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/s0022-3565(25)08397-1,e615ab3609d9af08f5a90d2162112acf6c046435,https://doi.org/10.1016/s0022-3565(25)08397-1,,JournalArticle,unknown,brain; cerebral; brain in title,
