rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
11,1965,"Fatty acid and fatty aldehyde composition of the major brain lipids in normal human gray matter, white matter, and myelin.","J. O'brien, E. L. Sampson",Journal of Lipid Research,1965-10-01,440,11,118.8,General Brain Science and Reviews,human,"Positions Fatty acid and fatty aldehyde composition of the major brain lipids in normal human gray matter, white matter, and myelin. within General Brain Science and Reviews.",high citation signal (440); human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,b4e4f9c8cbf9c2bd837c05c62fd22b4dbc508e1f,https://www.semanticscholar.org/paper/b4e4f9c8cbf9c2bd837c05c62fd22b4dbc508e1f,,,JournalArticle,unknown,brain; brain in title,
12,1965,Facilitated transfer of glucose from blood into brain tissue.,C. Crone,Journal of Physiology,1965-11-01,439,9,120.56,General Brain Science and Reviews,,Positions Facilitated transfer of glucose from blood into brain tissue. within General Brain Science and Reviews.,high citation signal (439); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1965.sp007748,0c37279679006c58e70e06c1bcdc535022efa6b1,https://doi.org/10.1113/jphysiol.1965.sp007748,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1357441,,JournalArticle,unknown,brain; brain in title,
13,1965,Particles Resembling Papova Viruses in Human Cerebral Demyelinating Disease,"G. Z. Zu Rhein, S. Chou",Science,1965-06-11,424,13,124.14,General Brain Science and Reviews,human,Positions Particles Resembling Papova Viruses in Human Cerebral Demyelinating Disease within General Brain Science and Reviews.,high citation signal (424); recognized venue; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1126/science.148.3676.1477,4bc052fc5ef5d330556569c455bf6c9e19fa1ae8,https://doi.org/10.1126/science.148.3676.1477,,,JournalArticle,unknown,cerebral,
14,1965,"THE PATTERN OF MAMMALIAN BRAIN GANGLIOSIDES-II EVALUATION OF THE EXTRACTION PROCEDURES, POSTMORTEM CHANGES AND THE EFFECT OF FORMALIN PRESERVATION *",Kunihiko Suzuki,Journal of Neurochemistry,1965-07-01,421,4,116.81,General Brain Science and Reviews,,"Positions THE PATTERN OF MAMMALIAN BRAIN GANGLIOSIDES-II EVALUATION OF THE EXTRACTION PROCEDURES, POSTMORTEM CHANGES AND THE EFFECT OF FORMALIN PRESERVATION * within General Brain Science and Reviews.",high citation signal (421),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1965.tb04256.x,b8d270c4ac3aa2705a06a0a5fa1f7a6f0ca5279a,https://doi.org/10.1111/j.1471-4159.1965.tb04256.x,,,JournalArticle,unknown,brain; brain in title,
15,1965,A PHOSPHORYLATED INTERMEDIATE IN ADENOSINE TRIPHOSPHATE-DEPENDENT SODIUM AND POTASSIUM TRANSPORT ACROSS KIDNEY MEMBRANES.,"R. Post, A. Sen, A. Rosenthal",Journal of Biological Chemistry,1965-03-01,402,5,115.38,Neuroimaging and Brain Mapping,human;non-human,"(Received for publication, September 21, 1964) An enzymatic system in cell membranes actively transports sodium ions outward and potassium ions inward.",high citation signal (402); open-access PDF metadata; human evidence signal,"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S0021-9258(18)97594-0,8cdd18b00be4eb3d781018a2e4e2bba74165a5c1,https://doi.org/10.1016/S0021-9258(18)97594-0,https://doi.org/10.1016/s0021-9258(18)97594-0,,JournalArticle,unknown,brain,"(Received for publication, September 21, 1964) An enzymatic system in cell membranes actively transports sodium ions outward and potassium ions inward. Like other enzyme systems this one has a st,oichiometry and presumably, a reaction sequence and active sites. Knowledge of the latter feat,ures is fragmentary. Isolation of a reaction intermediate would clarify the reaction sequence and could lead to chemical characterization of an active site. Active sodium and potassium transport in the human erythro- cyte is a stoichiometric reaction in which three sodium ions move outward, two potassium ions move inward, and one terminal phosphate bond of adenosine triphosphate is hydrolyzed at the inner surface of the membrane in the presence of magnesium ion (1). It is inhibited by cardiac glycosides such as ouabain. It appears in broken membranes as an ATPase activity which is dependent upon sodium plus potassium, and is sensitive to ouabain (2, 3). This will be abbreviated as (Na+ + K+)- ATPase in this paper. There is high (Na+ + K+)-ATPase ac- tivity in membrane preparations of many excitable and secret- ing tissues, particularly, electric organ (4), brain (5), peripheral nerve (6)) salt gland (7), kidney (5), and salivary gland (8). In 1957, Glynn (9) presented a scheme of Shaw to account for the stoichiometry of sodium and potassium transport by an alter- nation of carrier forms. Metabolic energy, now known to come from ATP, would convert a potassium carrier, X, into a sodium carrier, Y, on the inner face of the membrane. After outward translocation in combination with sodium ion, Y would revert to X on the outer face and, in combination with potassium ion, return through the membrane to the initial state. The scheme is consistent with reciprocal competitive inhibitory effects be- tween sodium ion and potassium ion (10). On the basis of tracer exchange experiments with (Na+ + K+)-ATPase in crab nerve, Skou (11) proposed an enzyme-high energy phosphate inter- mediate, E - P. His scheme was"
16,1965,Brain and Conscious Experience,John C. Eccles,Springer Berlin Heidelberg,1965,398,0,115.8,General Brain Science and Reviews,,Positions Brain and Conscious Experience within General Brain Science and Reviews.,high citation signal (398),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/978-3-642-49168-9,ac63ce98e21569959c540c148321c4f77bbe5a5d,https://doi.org/10.1007/978-3-642-49168-9,,,Review,unknown,brain; brain in title,
17,1965,CHROMATOGRAPHIC AND ELECTROPHORETIC FRACTIONATION OF SOLUBLE PROTEINS OF BRAIN AND LIVER.,"B. Moore, D. McGregor",Journal of Biological Chemistry,1965-04-01,355,7,121.15,"EEG, MEG, and Electrophysiology",ECoG;non-human,"The aim of the work the first stage of which is described here is to fractionate proteins of nervous tissue in order to compare these proteins with those of other organs to find specific qualitative differences, and to compare nervous tissue proteins of different species to find similarities.",high citation signal (355); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)97483-1,1df77ba87961307d340f514b006a34354ddeaaf4,https://doi.org/10.1016/s0021-9258(18)97483-1,https://doi.org/10.1016/s0021-9258(18)97483-1,,JournalArticle,unknown,brain; ecog; brain in title,"The aim of the work the first stage of which is described here is to fractionate proteins of nervous tissue in order to compare these proteins with those of other organs to find specific qualitative differences, and to compare nervous tissue proteins of different species to find similarities. If unique proteins can be found which are common to nervous tissue of all species, then they may have some relation to function in the nervous system. This paper describes methods for fractionating proteins which are water-soluble. The general plan is to use the gentlest method of extraction first, followed by more drastic methods on the water-insoluble proteins. In a previous paper (1) a method was described for fractionation of water-soluble proteins from liver by chromatography on diethylaminoethyl cellulose by elution with a parabolic gradient to 1 M chloride. The validity of the method was shown in several ways. (a) Total protein recovery was high, and the protein chromatographic patterns were consistent from liver to liver. (5) A number of enzyme activities appeared as sharp peaks with high recoveries, indicating that different proteins were separated from each other with little loss. (c) Separate fractions, when rechromatographed under the same conditions, gave peaks of protein and enzyme activities at the expected positions with high recoveries. It is recognized that the efficiency of fractionation of a protein mixture by chromatography depends on the shape of the gradient used for elution. Since a given protein is adsorbed or desorbed on a cellulose ion exchange agent within a narrow range of pH or ionic strength, separation of similarly bound proteins is particularly sensitive to changes in slope of gradient. A defect of the parabolic gradient was that much of the protein appeared as a large, broad peak and a number of enzyme activities overlapped in the region of 0.1 M chloride during the elution. It would seem reasonable that a gradient more efficient in separating individual proteins should have a lower slope in the 0.1 M region than that in the parabolic gradient. We describe here a method for fractionation of soluble proteins from liver and brain with an improved gradient elution. The degree of resolution was indicated by the fact that a given protein during the chromatography was eluted in l/15 to l/25 of the"
18,1965,THE DISTRIBUTION WITHIN THE BRAIN OF FERRITIN INJECTED INTO CEREBROSPINAL FLUID COMPARTMENTS,M. Brightman,Journal of Cell Biology,1965-07-01,333,5,128.8,General Brain Science and Reviews,non-human,"From 10 minutes to 3½ hours after the intraventricular injection into rats of 15 to 100 mg of ferritin, an appreciable fraction of the protein, visualized electron microscopically, traverses the ependymal epithelium by diffusing along the dense intercellular substance of the luminal open junction and thence, by circumventing discrete intercellular fusions which partition rather than seal the interspace.",high citation signal (333); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.26.1.99,8de86d8b0d429014517c7096a44195cd3e4650eb,https://doi.org/10.1083/jcb.26.1.99,http://jcb.rupress.org/content/26/1/99.full.pdf,,JournalArticle,unknown,brain; brain in title,"From 10 minutes to 3½ hours after the intraventricular injection into rats of 15 to 100 mg of ferritin, an appreciable fraction of the protein, visualized electron microscopically, traverses the ependymal epithelium by diffusing along the dense intercellular substance of the luminal open junction and thence, by circumventing discrete intercellular fusions which partition rather than seal the interspace. These partitions shunt additional protein into the cell, where ferritin is transported within pinocytotic vesicles to the lateral and basal plasma-lemma and, presumably, back into the interspace again. The basal interspace is irregularly distended by pools of moderately dense ""filler"" within which ferritin accumulates. The larger fraction of protein enters the ependyma by pinocytosis and is eventually segregated within membrane-enclosed organelles such as vacuoles, multivesicular bodies, and dense bodies, where the molecules may assume a crystalline packing. As a result of the accumulation of ferritin within these inclusions and within filler substance, only a small amount of protein remains to enter the underlying parenchyma. Presentation of ferritin to prefixed cells leads to a random dispersion of free cytoplasmic ferritin. This artifactual distribution in both prefixed and postfixed cells is concurrent with disruption of cell membranes."
19,1965,"EFFECT OF DRUGS ON THE UPTAKE, RELEASE, AND METABOLISM OF H3-NOREPINEPHRINE IN THE RAT BRAIN.","J. Glowinski, J. Axelrod",Journal of Pharmacology and Experimental Therapeutics,1965-07-01,322,2,114.4,"EEG, MEG, and Electrophysiology",EEG;non-human,"The effects of drugs and metabolic inhibitors on the uptake, release and metabolism of intraventricularly administered H3-norepinephnine in the rat brain are described.",high citation signal (322),"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)27077-x,0136d31920196d05166579654028dedc471f0f01,https://doi.org/10.1016/s0022-3565(25)27077-x,,,JournalArticle,unknown,brain; brain in title,"The effects of drugs and metabolic inhibitors on the uptake, release and metabolism of intraventricularly administered H3-norepinephnine in the rat brain are described. Amphetamine, reserpine and guanethidine, but not cocaine, D-lysergic acid diethylamide, mescaline or bretylium, block the uptake or accumulation of H3-norepinephrine in the brain. Monoamine oxidase inhibition produces an elevation of H3-norepinephrine and H3-normetanephrine in the brain. A catechol O-methyl transferase inhibitor, tropolone-4-acetamide, reduces the level of H3-normetanephrine but has no effect on the level of H3-norepinephrine. Amphetamine and reserpine release H3-norepinephrine in a different manner. Amphetamine administration results in an elevation of normetanephrine levels, while reserpine administration causes an elevation of O-methylated deaminated metabolites. Both drugs release a greater proportion of the brain content of H3-norepinephrine when they are administered a long time after the injection of the radioactive catecholamine than after a short time. The different actions of amphetamine and reserpine on the metabolism of H3-norepinephrine indicate the presence of more than one storage form of the brain catecholamine."
20,1965,Sexual differentiation of the brain and its experimental control.,"G. W. Harris, S. Levine",Journal of Physiology,1965-11-01,314,3,114.55,General Brain Science and Reviews,,Positions Sexual differentiation of the brain and its experimental control. within General Brain Science and Reviews.,high citation signal (314); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1965.sp007768,dc5c3e15c91d2ef1cbb934a71543790f76f97dbc,https://doi.org/10.1113/jphysiol.1965.sp007768,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1357646,,JournalArticle; Review,unknown,brain; brain in title,
21,1965,Drug action on the electrical activity of the hippocampus.,Ch. Stumpf,International review of neurobiology,1965,311,8,111.37,Cognitive and Systems Neuroscience,,Positions Drug action on the electrical activity of the hippocampus. within Cognitive and Systems Neuroscience.,high citation signal (311),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0074-7742(08)60756-4,340b5d2455e517da619a373a08af7bb52ed14e41,https://doi.org/10.1016/S0074-7742(08)60756-4,,,Review; JournalArticle,unknown,hippocampus; neuroscience term,
22,1965,Progress in Brain Research,R. Porter,Nature,1965-04-01,308,11,123.2,General Brain Science and Reviews,,Positions Progress in Brain Research within General Brain Science and Reviews.,high citation signal (308); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/206069a0,e5b28c28980e7a8b85443ab156d2957fdc11a382,https://doi.org/10.1038/206069a0,,,paper,unknown,brain; brain in title,
23,1965,CLINICAL PHARMACOLOGY OF IMIPRAMINE AND RELATED ANTIDEPRESSANT COMPOUNDS.,"G. Klerman, J. Cole",Pharmacological Reviews,1965-06-01,303,2,114.91,"EEG, MEG, and Electrophysiology",EEG;ECoG;human;non-human;stimulation,"Our review of the studies of clinical efficacy of the tricyclic compounds in the treatment of depression supports the general view that imipramine and amitriptyline are more effective than placebo, and that amitriptyline may even be a little more effective than imipramine.",high citation signal (303); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0031-6997(25)07033-4,83713fc8c9216c875dec32ce3c9227810176e251,https://doi.org/10.1016/s0031-6997(25)07033-4,,,Review; JournalArticle,unknown,brain; cortical; ecog,"Our review of the studies of clinical efficacy of the tricyclic compounds in the treatment of depression supports the general view that imipramine and amitriptyline are more effective than placebo, and that amitriptyline may even be a little more effective than imipramine. The controlled data show a reasonable consistency. Moreover, this review confirms an impression that the authors have gained from other studies that clinical ratings of general iniprovemnent and of symnpomatic changes are a good deal more useful for detection of drug-placebo differences than has often been assumed. These heterogeneous reports give few clear criteria, however, of what kinds of depressed patients with what kinds of symptoms are particularly responsive to these drugs. An equally important unanswered question concerns the kinds of depressed patients who respond well to placebo or nonpharniacologic therapies. Imprecision or lack of general agreement on meaningful subgroups among depressions certainly hinders the interpretation of pooled data. For a condition as variable as depression, the sizes of patient samples so far studied appear woefully small. To make progress in this area, larger studies with clearly defined patient groups will be needed. More attention also will have to be given to nondrug factors, including those attendant to the administration of placebo, that influence the therapeutic outcome in depression. There is some evidence that depressed patients are affected by the attitudes of their doctors toward these drugs (285) and some evidence that the patient's expectations influence his responses to placebo (157). Another particularly fruitful area for further research is that of followup and maintenance therapy. There is already suggestive evidence that imipramnine has unusual virtues as a maintenance therapy and that patients receiving even a short period of drug treatmnent show better adjustment a year later than do patients treated with control (158, 177, 339). These agents are reasonably safe if used with care. There is no good evidence that imipramine is significantly more dangerous than ECT. It is probably less dangerous than iproniazid if it is properly used, that is, if the dosage is watched, and its side effects are properly managed either by reduction in dosage or other corrective medication. Ideally, to understand the mode of clinical action of any therapeutic agent requires knowledge in four areas : 1) objective criteria to identify patients with a specific clinical feature, i.e. , anemia, jaundice, depression, anxiety, etc. (this requires knowledge of the range and limits of the phemiomnena within the normal population) ; 2) knowledge of etiology on the basis of which groups of patients with a given clinical manifestation can be significantly classified in meaningful groups; 3) understanding both the pathogenesis ( i.e. , the sequences of events leading to formation of symptoms) and the pathologic physiology and psychopathology of the disease states; and 4) knowledge of the actions of a drug which clarifies how the treatment interrupts the pathogenetic sequence that results in symptom formation or alters the pathologic physiology characteristic of the disease state. This ideal is seldom realized even in the fields of medicine other than psychiatry. In studying the pharmacotherapy of depression, we are hampered by lack of knowledge in all areas. The range of depressive emotional mnanifestations in the normal population or secondary to life stresses amid medical illness-is undoubtedly wide. Quantitative criteria for determining pathologic depressive reactions are limited. Within the group of depressions, few etiologic principles have been substantiated and little agreement exists on subgroups. Consequently, differential drug responses are not clearly understood. Most significantly for understanding modes of drug actions, we have little knowledge of the altered psychophysiology of depression. it is encouraging that some promising leads are being developed (83, 281). Nevertheless, the advent of effective psychopharmacologic treatments of depression has provided considerable impetus to basic laboratory research and clinical investigations and a number of new techniques have yielded interesting findings. Among the various hypotheses, most attemition has been focused on the relationship of imipramine's actions to effects on central adrenergic mechanisms, probably in hypothalamic and other diencephalic regions. In this respect there appears to be some convergence of data in a number of areas: potentiation of the peripheral actions of norepinephrine, alteration of the uptake and storage of amines, clinical effects on urinary excretion of catecholamine metabolites, and behavioral stimulation. These findings are compatible with the hypothesis that depression is associated with a relative deficiency of catecholamines in selected subcortical regions of the brain and that some depressed patients, like animals receiving reserpine, may have released intracellularly deaminated endogenous norepinephrine to excess, so that less of this amine is available for release in active form. These results, moreover, suggest that a possible common mode of action of monoamine oxidase inhibitors and the imipramine class of antidepressant drugs may be to increase the active catecholamines, particularly norepinephrine, available for functional extracellular release (188, 277). Attractive as these hypotheses may be, it is important to recognize their limitations. There is noclear evidence of alterations of amine metabolism in depressed patients. The role of cholinergic mechanisms remains unclear as does the possible relationship to indoleanmine metabolism (1, 2, 56, 333). Conceptually, considerably more sophistication on regional brain drug effects seems to be evolving, and many widely accepted clinical concepts are undergoing reappraisal and empirical validation. Interesting research on these and related hypotheses are underway and the prospects are that many of these issues will be partially clarified within the next five years."
