rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
11,1964,Localization of monoamines in the lower brain stem,"A. Dahlström, K. Fuxe",Experientia,1964-07-15,639,27,124.31,General Brain Science and Reviews,,Positions Localization of monoamines in the lower brain stem within General Brain Science and Reviews.,high citation signal (639),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/BF02147990,d7fd4dd42a7e538bfb092e8e821e3b0ee2686b7d,https://doi.org/10.1007/BF02147990,,JournalArticle,unknown,brain; brain in title,
12,1964,The effects of an enriched environment on the histology of the rat cerebral cortex,"M. Diamond, D. Krech, M. Rosenzweig",The Journal of comparative neurology,1964-08-01,578,10,137.7,Clinical Neurology and Neurodegeneration,non-human,Positions The effects of an enriched environment on the histology of the rat cerebral cortex within Clinical Neurology and Neurodegeneration.,high citation signal (578); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901230110,9743738e88f5813c5b3c491b2f714afd538d47e8,https://doi.org/10.1002/cne.901230110,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
13,1964,"Progressive Supranuclear Palsy: A Heterogeneous Degeneration Involving the Brain Stem, Basal Ganglia and Cerebellum With Vertical Gaze and Pseudobulbar Palsy, Nuchal Dystonia and Dementia","John C. Steele, Richardson Jc, J. Olszewski",Unknown venue,1964-04-01,529,6,128.11,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Progressive Supranuclear Palsy: A Heterogeneous Degeneration Involving the Brain Stem, Basal Ganglia and Cerebellum With Vertical Gaze and Pseudobulbar Palsy, Nuchal Dystonia and Dementia within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (529),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHNEUR.1964.00460160003001,67ca607b72fa6349cbefd2e60cf9dd1680bd7687,https://doi.org/10.1001/ARCHNEUR.1964.00460160003001,,paper,unknown,brain; cerebellum; basal ganglia; glia; brain in title,
14,1964,Inhibition of Uptake of Tritiated-noradrenaline in the Intact Rat Brain by Imipramine and Structurally Related Compounds,"J. Glowinski, J. Axelrod",Nature,1964-12-26,489,2,132.7,General Brain Science and Reviews,non-human,Positions Inhibition of Uptake of Tritiated-noradrenaline in the Intact Rat Brain by Imipramine and Structurally Related Compounds within General Brain Science and Reviews.,high citation signal (489); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/2041318A0,c26ba0eb8fdb495d992da0dd993b1faa2344862c,https://doi.org/10.1038/2041318A0,,JournalArticle,unknown,brain; brain in title,
15,1964,THE RELATIONSHIPS BETWEEN SUBSTRATES AND ENZYMES OF GLYCOLYSIS IN BRAIN.,"O. H. Lowry, J. Passonneau",Journal of Biological Chemistry,1964,479,8,123.33,"Cerebrovascular, Metabolism, and Brain Injury",non-human,"In the preceding paper (1) are recorded the concentrations in mouse brain of the substrates and cofactors of the EmbdenMeyerhof pathway, and the changes in concentration when the glycolytic rate is increased many fold by sudden ischemia (decapitation).",high citation signal (479); open-access PDF metadata,"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S0021-9258(18)51741-5,237cd0016df57bb15d94fd3271a1695d392c4d61,https://doi.org/10.1016/S0021-9258(18)51741-5,https://doi.org/10.1016/s0021-9258(18)51741-5,JournalArticle,unknown,brain; brain in title,"In the preceding paper (1) are recorded the concentrations in mouse brain of the substrates and cofactors of the EmbdenMeyerhof pathway, and the changes in concentration when the glycolytic rate is increased many fold by sudden ischemia (decapitation). In this paper, the concentrations found are examined in relationship to the activity and kinetic properties of each enzyme concerned and the glycolytic flux. To make this possible, the activities of all enzymes of glycolysis in mouse brain except triosephosphate isomerase were measured under conditions designed to simulate the pH and ionic environment of the cell, and abbreviated kinetic studies were made of each enzyme under these same conditions. Many of the steps involved are reversible reactions with low AF values. Bticher and Klingenberg (2) and others from the same laboratory (3, 4) have concluded that in liver and muscle many steps of glycolysis and of related systems are maintained close to equilibrium even during increased activity. Hess (5) has come to similar conclusions in regard to ascites tumor cells. For these reasons, and because of a major discrepancy between observed and expected substrate levels at the aldolose step, some of the equilibria have been redetermined under the simulated conditions in vivo. The combined analytical and kinetic information makes it seem likely that along the glycol.ytic pathway in mouse brain (a) no step is limited by the amount of enzyme present; (b) equilibrium is approximated at five or possibly six steps even during maximal glycolysis; (c) one step (phosphoglycerate kinase) never reaches equilibrium whereas three others (counting cu-glycerophosphate dehydrogenase) are not maintained at equilibrium during rapid glycolysis; and (d) the hexokinase and phosphofructokinase steps are the only points at which there is absolute control of glycolytic flux. Those steps which do not control flux, but which are not rapid enough to maintain equilibrium, influence the system to the extent that they raise the levels of substrates further upstream. They serve the function of a dam but not of a valve."
16,1964,"A NEUTRAL, CALCIUM-ACTIVATED PROTEINASE FROM THE SOLUBLE FRACTION OF RAT BRAIN.",G. Guroff,Journal of Biological Chemistry,1964,428,3,121.31,General Brain Science and Reviews,non-human,Proteolytic activity has been observed in nervous tissue under acidic (14) and neutral (5-8) conditions.,high citation signal (428); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)51762-2,ff174cc599368452004cb843d0bf8288f639b2ca,https://doi.org/10.1016/s0021-9258(18)51762-2,https://doi.org/10.1016/s0021-9258(18)51762-2,JournalArticle,unknown,brain; brain in title,"Proteolytic activity has been observed in nervous tissue under acidic (14) and neutral (5-8) conditions. It now appears likely that a whole family of enzymes with proteolytic activity is present in brain (9), as well as in other tissues. Little or nothing has been done to characterize these enzymes in brain or to relate them to proteolytic enzymes from other sources. This report concerns the purification, properties, distribution, and specificity of a neutral proteinase from the soluble fraction of rat brain."
17,1964,THE TANGENTIAL ORGANIZATION OF THE VISUAL CORTEX.,M. Colonnier,Journal of Anatomy,1964-07-01,423,6,116.9,Cognitive and Systems Neuroscience,,Positions THE TANGENTIAL ORGANIZATION OF THE VISUAL CORTEX. within Cognitive and Systems Neuroscience.,high citation signal (423),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,1af9efff720ec881ba3380db9a626d8c0bbbc2ae,https://www.semanticscholar.org/paper/1af9efff720ec881ba3380db9a626d8c0bbbc2ae,,JournalArticle,unknown,cortex; neuroscience term,
18,1964,Distribution of lipids in subcellular particles of guinea-pig brain.,"J. Eichberg, V. P. Whittaker, R. Dawson",Biochemical Journal,1964-07-01,413,5,119.47,General Brain Science and Reviews,,Positions Distribution of lipids in subcellular particles of guinea-pig brain. within General Brain Science and Reviews.,high citation signal (413); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1042/BJ0920091,5cf802b376e941b622d62bc82542316e8b916c0a,https://doi.org/10.1042/BJ0920091,https://europepmc.org/articles/pmc1215443?pdf=render,JournalArticle,unknown,brain; brain in title,
19,1964,"The Upjohn Lecture of the Endocrine Society Sex Hormones, Brain Development and Brain Function12",G. Harris,Unknown venue,1964-10-01,410,1,119.33,"Brain Development, Plasticity, and Connectomics",,"Positions The Upjohn Lecture of the Endocrine Society Sex Hormones, Brain Development and Brain Function12 within Brain Development, Plasticity, and Connectomics.",high citation signal (410); open-access PDF metadata,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1210/ENDO-75-4-627,4a981ca1361418bc9c8c614f15e6dc74e9735b8f,https://doi.org/10.1210/ENDO-75-4-627,https://academic.oup.com/endo/article-pdf/75/4/627/10702996/endo0627.pdf,paper,unknown,brain; brain in title,
20,1964,"THE SIGNIFICANCE OF PERIODIC LATERALIZED EPILEPTIFORM DISCHARGES IN EEG: AN ELECTROGRAPHIC, CLINICAL AND PATHOLOGICAL STUDY.","G. Chatrian, C. Shaw, H. Leffman",Electroencephalography and Clinical Neurophysiology,1964-08-01,401,15,112.34,"EEG, MEG, and Electrophysiology",EEG;human,"Positions THE SIGNIFICANCE OF PERIODIC LATERALIZED EPILEPTIFORM DISCHARGES IN EEG: AN ELECTROGRAPHIC, CLINICAL AND PATHOLOGICAL STUDY. within EEG, MEG, and Electrophysiology.",high citation signal (401); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0013-4694(64)90149-X,9bda1cba4e5fec2ae4cb3fa2dc199182335888ae,https://doi.org/10.1016/0013-4694(64)90149-X,,JournalArticle,unknown,eeg,
21,1964,SELF-STIMULATION OF THE BRAIN AND THE CENTRAL STIMULANT ACTION OF AMPHETAMINE.,L. Stein,Federation proceedings,1964,306,3,113.48,General Brain Science and Reviews,non-human;stimulation,Positions SELF-STIMULATION OF THE BRAIN AND THE CENTRAL STIMULANT ACTION OF AMPHETAMINE. within General Brain Science and Reviews.,high citation signal (306),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,efef7205cf2bb50ab639709a2adb07aaa6531758,https://www.semanticscholar.org/paper/efef7205cf2bb50ab639709a2adb07aaa6531758,,JournalArticle,unknown,brain; brain in title,
22,1964,THE APPLICATION OF TISSUE CULTURE TO THE STUDY OF EXPERIMENTAL ALLERGIC ENCEPHALOMYELITIS,"S. Appel, M. Bornstein",Journal of Experimental Medicine,1964-01-31,305,0,114.42,"EEG, MEG, and Electrophysiology",EEG;non-human,"1. In the presence of a source of complement, the gamma 2 globulin fraction of rabbit EAE serum results in complete demyelination of myelinated cultures of rat cerebellum.",high citation signal (305); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.119.2.303,eadaad7c6abf5d47eb0760127370e812e2b0aea1,https://doi.org/10.1084/jem.119.2.303,https://academic.oup.com/jnen/article-pdf/20/1/141/8138254/20-1-141.pdf,JournalArticle,unknown,brain; cerebellum; glia,"1. In the presence of a source of complement, the gamma 2 globulin fraction of rabbit EAE serum results in complete demyelination of myelinated cultures of rat cerebellum. Exposure of the serum to homologous or heterologous brain specifically removes the myelinotoxic activity whereas exposure to non-nervous tissue does not. Polylysine has no effect upon the cultures or upon the demyelinative potency of EAE, whereas heparin inhibits activity presumably through an effect on complement. 2. With the fluorescent antibody technique, the EAE globulins are specifically localized to the myelin sheaths and glial cell membranes during the process of demyelination. As demyelination proceeds, the globulins become localized within the neuroglia in a homogeneous manner which contrasts sharply with the punctate pattern observed in control experiments. 3. The ""delayed sensitivity"" and classical antibody interpretations of experimental allergic encephalomyelitis are discussed. It is suggested that several factors may be responsible for the pathogenesis of EAE, one of which may well be a myelinotoxic antibody."
23,1964,High activity of creatine kinase in mitochondria from muscle and brain and evidence for a separate mitochondrial isoenzyme of creatine kinase.,"H. Jacobs, H. Heldt, M. Klingenberg",Biochemical and Biophysical Research Communications - BBRC,1964-08-11,304,5,112.17,General Brain Science and Reviews,non-human,Positions High activity of creatine kinase in mitochondria from muscle and brain and evidence for a separate mitochondrial isoenzyme of creatine kinase. within General Brain Science and Reviews.,high citation signal (304),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-291X(64)90185-8,1e5401570eaa32d783fca64c6db24b48a4f573d2,https://doi.org/10.1016/0006-291X(64)90185-8,,JournalArticle,unknown,brain; brain in title,
24,1964,CHEMICAL AND ANATOMICAL PLASTICITY BRAIN.,"E. Bennett, M. Diamond, D. Krech, M. Rosenzweig",Science,1964,281,13,121.55,"Brain Development, Plasticity, and Connectomics",,"Positions CHEMICAL AND ANATOMICAL PLASTICITY BRAIN. within Brain Development, Plasticity, and Connectomics.",high citation signal (281); recognized venue,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,e8a2cc6a88e457e59962cc384dc63d723d2a5637,https://www.semanticscholar.org/paper/e8a2cc6a88e457e59962cc384dc63d723d2a5637,,JournalArticle,unknown,brain; brain in title,
25,1964,THE PATHOGENESIS OF HERPES VIRUS ENCEPHALITIS,Richard T. Johnson,Journal of Experimental Medicine,1964-01-31,255,1,121.21,"Cellular, Molecular, and Synaptic Neuroscience",EEG;non-human,The pathogenesis of herpes simplex virus encephalitis and myelitis was studied in suckling mice using routine titration procedures and fluorescent antibody staining for the identification of infected cells.,high citation signal (255); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.119.2.343,14588c16c46e1521d848e4949aeaa85d8179e7e5,https://doi.org/10.1084/jem.119.2.343,https://rupress.org/jem/article-pdf/119/2/343/1650067/343.pdf,JournalArticle,unknown,brain; cerebral; neuron; neural; glia; neuroscience term,"The pathogenesis of herpes simplex virus encephalitis and myelitis was studied in suckling mice using routine titration procedures and fluorescent antibody staining for the identification of infected cells. After intracerebral inoculation virus was shown to disperse rapidly in the cerebrospinal fluid (CSF), multiply in meninges and ependyma, and then invade the underlying parenchyma infecting both neurons and glia. Following extraneural inoculation virus gained access to the central nervous system (CNS) by both hematogenous and neural pathways. After intraperitoneal and intranasal inoculation virus was found to multiply in viscera and produce viremia; foci of CNS infection then developed around small cerebral vessels. After subcutaneous and intranasal inoculation neural spread of virus was demonstrated along corresponding peripheral and cranial nerves. This spread resulted from the centripetal infection of endoneural cells (Schwann cells and fibroblasts). Antigen was not found in axons even after infection of the corresponding ganglion cell perikaryon. Subsequent spread within the CNS was unrelated to neural tracts, and there was no evidence of axonal spread of virus in the host-virus system studied. These findings are discussed in relation to previous and current theories of the viral ""blood-brain barrier"" and neural pathways of infection."
26,1964,EXPERIMENTAL DEGENERATION IN THE CEREBRAL CORTEX.,M. Colonnier,Journal of Anatomy,1964,236,3,109.63,General Brain Science and Reviews,non-human,Positions EXPERIMENTAL DEGENERATION IN THE CEREBRAL CORTEX. within General Brain Science and Reviews.,high citation signal (236),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,699162a5b82295ff27e1061148b1af4e26904cd5,https://www.semanticscholar.org/paper/699162a5b82295ff27e1061148b1af4e26904cd5,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
