rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
11,1982,Moderate hyperglycemia augments ischemic brain damage,"W. Pulsinelli, S. Waldman, D. Rawlinson, F. Plum",Neurology,1982-11-01,767,6,140.79,Clinical Neurology and Neurodegeneration,non-human,Positions Moderate hyperglycemia augments ischemic brain damage within Clinical Neurology and Neurodegeneration.,high citation signal (767); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1212/WNL.32.11.1239,462b7a1749be3ef18907be89b62aa271ee81b738,https://doi.org/10.1212/WNL.32.11.1239,,,JournalArticle; Study,unknown,brain; brain in title,
12,1982,"Calcium-activated, phospholipid-dependent protein kinase from rat brain. Subcellular distribution, purification, and properties.","U. Kikkawa, Y. Takai, R. Minakuchi, S. Inohara, Y. Nishizuka",Journal of Biological Chemistry,1982-11-25,758,6,131.58,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"The subcellular distribution of Ca2+-activated, phospholipid-dependent protein kinase (Takai, Y., Kishimoto, A., Iwasa, Y., Kawahara, Y., Mori, T., and Nishia k a , Y.",high citation signal (758); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)33453-7,30076a5f9e55ad4fc9dcf2650a7e86573303c921,https://doi.org/10.1016/s0021-9258(18)33453-7,https://doi.org/10.1016/s0021-9258(18)33453-7,,JournalArticle,unknown,brain; brain in title,"The subcellular distribution of Ca2+-activated, phospholipid-dependent protein kinase (Takai, Y., Kishimoto, A., Iwasa, Y., Kawahara, Y., Mori, T., and Nishia k a , Y. (1979) J. Biol. Chem 254, 3692-3695) in rat brain was investigated. Approximately one-third of the protein kinase was recovered in the soluble cytosol fraction, another one-third was in the crude mitochondrial fraction, and the rest was in nuclear and microsomal fractions. Upon further analysis of the crude mitochondrial fraction, most of the enzyme was found to be associated with synaptosomal membranes. The cytosol protein kinase was purified approximately 800fold to apparent homogeneity by DEAE-cellulose and Sephadex G-150 column chromatographies, followed by isoelectrofocusing electrophoresis, blue-Sepharose CL-GB, and phenyl-Sepharose CG4B column chromatographies. The molecular weight of the protein kinase was about 77,000 as estimated by sucrose density gradient ultracentrifugation. The enzyme gave a single band on sodium dodecyl sulfate-polyacrylamide gel electrophoresis with M, 82,000, indicating that the enzyme is composed of one polypeptide chain. The enzyme was free of calmodulin. The protein kinase associated with membrane was solubilized with Triton X100, and partially purified by DEAE-cellulose and Sephadex G-150 column chromatographies. The membraneassociated protein kinase thus obtained was indistinguishable from the cytosol protein kinase in physical, kinetic, and catalytic properties. Both enzymes were fully activated by diacylglycerol in the presence of phospholipid and less than micromolar concentrations of Ca2+."
13,1982,Synaptogenesis in human visual cortex--evidence for synapse elimination during normal development.,"P. Huttenlocher, C. de Courten, L. J. Garey, H. van der Loos",Neuroscience Letters,1982-12-13,735,14,142.02,"Cellular, Molecular, and Synaptic Neuroscience",human,"Positions Synaptogenesis in human visual cortex--evidence for synapse elimination during normal development. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (735); recognized venue; human evidence signal,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0304-3940(82)90379-2,2efe9db4806748df48798a83c1cade6142e4d616,https://doi.org/10.1016/0304-3940(82)90379-2,,,JournalArticle,unknown,cortex; synapse; neuroscience term,
14,1982,Production of prostaglandin E and an interleukin-1 like factor by cultured astrocytes and C6 glioma cells.,"A. Fontana, F. Kristensen, R. Dubs, D. Gemsa, E. Weber",Journal of Immunology,1982-12-01,729,6,126.87,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"When treated with lipopolysaccharide (LPS), cultured murine astrocytes released significant amounts of prostaglandin E, which caused an inhibition of the in vitro proliferative response of C3H/HeJ thymocytes to mitogen.",high citation signal (729); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.4049/jimmunol.129.6.2413,2ec569a3c2e180f0b3f18e06fb2e026cac683691,https://doi.org/10.4049/jimmunol.129.6.2413,https://journals.aai.org/jimmunol/article-pdf/129/6/2413/1018451/2413.pdf,,JournalArticle,unknown,brain; glia,"When treated with lipopolysaccharide (LPS), cultured murine astrocytes released significant amounts of prostaglandin E, which caused an inhibition of the in vitro proliferative response of C3H/HeJ thymocytes to mitogen. In addition, an interleukin 1 (IL 1)-like factor secreted by LPS-treated glia cell cultures and by C6 glioma cells was detected. The characterization of the factor as an IL 1-like mediator is based on the findings that the factor 1) enhances the mitogen-induced thymocyte proliferation, 2) exhibits no interleukin 2 (IL 2) activity, but 3) augments IL 2 production by mitogen-stimulated thymocytes, and 4) has a m.w. between 13,500 and 18,000 when generated in serum-free conditions. These observations suggest that astrocytes may interact with the immune system by elaborating nonspecific factors that modulate lymphocyte proliferation. This property of astrocytes may be important in the generation of specific immune responses in the brain, which is considered to be an immunologically privileged organ as it is anatomically sequestered from the immune system."
15,1982,Intrinsic connections and architectonics of posterior parietal cortex in the rhesus monkey,"D. Pandya, B. Seltzer",The Journal of comparative neurology,1982-01-10,722,69,139.7,Clinical Neurology and Neurodegeneration,non-human,Positions Intrinsic connections and architectonics of posterior parietal cortex in the rhesus monkey within Clinical Neurology and Neurodegeneration.,high citation signal (722); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.902040208,1da24e86f45d03c2da45ca5255f4e8496a7cfdc0,https://doi.org/10.1002/cne.902040208,,,JournalArticle,unknown,cortex; neuroscience term,
16,1982,Insula of the old world monkey. Architectonics in the insulo-orbito-temporal component of the paralimbic brain,"M. Mesulam, E. Mufson",The Journal of comparative neurology,1982-11-20,696,34,139.04,Clinical Neurology and Neurodegeneration,non-human,Positions Insula of the old world monkey. Architectonics in the insulo-orbito-temporal component of the paralimbic brain within Clinical Neurology and Neurodegeneration.,high citation signal (696); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.902120102,ba9fa826ae793b8a6a6a7cb0b9f1c3314e56e855,https://doi.org/10.1002/CNE.902120102,,,JournalArticle,unknown,brain; brain in title,
17,1982,Loss of neurons of origin of the adrenergic projection to cerebral cortex (nucleus locus ceruleus) in senile dementia,"W. Bondareff, C. Mountjoy, M. Roth",Neurology,1982-02-01,685,4,141.56,Clinical Neurology and Neurodegeneration,,Positions Loss of neurons of origin of the adrenergic projection to cerebral cortex (nucleus locus ceruleus) in senile dementia within Clinical Neurology and Neurodegeneration.,high citation signal (685); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1212/WNL.32.2.164,adc53fa6f54508b465e59165ed3ec83dd648c220,https://doi.org/10.1212/WNL.32.2.164,,,JournalArticle,unknown,cerebral; cortex; neuron; neuroscience term,
18,1982,Asymmetrical brain activity discriminates between positive and negative affective stimuli in human infants.,"R. Davidson, N. Fox",Science,1982-12-17,659,22,138.06,General Brain Science and Reviews,human,Positions Asymmetrical brain activity discriminates between positive and negative affective stimuli in human infants. within General Brain Science and Reviews.,high citation signal (659); recognized venue; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1126/SCIENCE.7146906,43b516d3be6f53e478303a7296169ab20d5b1420,https://doi.org/10.1126/SCIENCE.7146906,,,JournalArticle,unknown,brain; brain in title,
19,1982,The parahippocampal gyrus: New observations regarding its cortical connections in the monkey,G. V. Hoesen,Unknown venue,1982,638,26,119.48,General Brain Science and Reviews,non-human,Positions The parahippocampal gyrus: New observations regarding its cortical connections in the monkey within General Brain Science and Reviews.,high citation signal (638),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0166-2236(82)90201-6,debd31f2b07f9d33f013a2520c585037a06292d2,https://doi.org/10.1016/0166-2236(82)90201-6,,,paper,unknown,cortical,
20,1982,Neural systems control of spatial orienting.,"M. I. Posner, Yoav Cohen, Robert D. Rafal","Philosophical transactions of the Royal Society of London. Series B, Biological sciences",1982-06-25,618,26,129.71,General Brain Science and Reviews,,Positions Neural systems control of spatial orienting. within General Brain Science and Reviews.,high citation signal (618); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1098/RSTB.1982.0081,ab9645e98851d7cf0494cd46eb27cec29e7eb24b,https://doi.org/10.1098/RSTB.1982.0081,,,JournalArticle,unknown,neural,
21,1982,Neurons in the rat dentate gyrus granular layer substantially increase during juvenile and adult life.,"S. A. Bayer, J. W. Yackel, P. S. Puri",Science,1982-05-21,613,11,137.96,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"Positions Neurons in the rat dentate gyrus granular layer substantially increase during juvenile and adult life. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (613); recognized venue; human evidence signal,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.7079742,7d17a29d4d4a906e37cc5bae09d0dffd9174900f,https://doi.org/10.1126/SCIENCE.7079742,,,JournalArticle,unknown,neuron; neuroscience term,
22,1982,"Axonal guidance during development of the great cerebral commissures: Descriptive and experimental studies, in vivo, on the role of preformed glial pathways","J. Silver, S. Lorenz, D. Wahlsten, J. Coughlin",The Journal of comparative neurology,1982-09-01,596,22,132.25,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Axonal guidance during development of the great cerebral commissures: Descriptive and experimental studies, in vivo, on the role of preformed glial pathways within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (596); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.902100103,8157cc4a66b38d3900398ce56020e6b124b7ce26,https://doi.org/10.1002/CNE.902100103,,,JournalArticle; Study,unknown,cerebral; glia,
23,1982,Noradrenaline blocks accommodation of pyramidal cell discharge in the hippocampus,"D. Madison, R. Nicoll",Nature,1982-10-14,592,11,134.93,Cognitive and Systems Neuroscience,,Positions Noradrenaline blocks accommodation of pyramidal cell discharge in the hippocampus within Cognitive and Systems Neuroscience.,high citation signal (592); recognized venue,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/299636A0,b6702ea6e3c30546f365ed0c71fe62835eff1d3b,https://doi.org/10.1038/299636A0,,,JournalArticle,unknown,hippocampus; neuroscience term,
24,1982,Studies of mind and brain,S. Grossberg,Unknown venue,1982,562,21,122.0,General Brain Science and Reviews,,Positions Studies of mind and brain within General Brain Science and Reviews.,high citation signal (562),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/978-94-009-7758-7,639443bac516495ac00300c45d65f1c8551e4145,https://doi.org/10.1007/978-94-009-7758-7,,,paper,unknown,brain; brain in title,
25,1982,Laterality: Functional Asymmetry in the Intact Brain,M. Bryden,Unknown venue,1982,560,18,121.93,General Brain Science and Reviews,,Positions Laterality: Functional Asymmetry in the Intact Brain within General Brain Science and Reviews.,high citation signal (560),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,b9a707a7727ab046c4866943fc78aaca47e56d0c,https://www.semanticscholar.org/paper/b9a707a7727ab046c4866943fc78aaca47e56d0c,,,paper,unknown,brain; brain in title,
26,1982,Alzheimer's disease. Correlation of cortical choline acetyltransferase activity with the severity of dementia and histological abnormalities.,"G. Wilcock, M. Esiri, D. Bowen, C. C. Smith",Journal of Neurological Sciences,1982-12-01,547,11,127.51,Clinical Neurology and Neurodegeneration,,Positions Alzheimer's disease. Correlation of cortical choline acetyltransferase activity with the severity of dementia and histological abnormalities. within Clinical Neurology and Neurodegeneration.,high citation signal (547); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0022-510X(82)90045-4,90dace063941aefe2c9ae80d5847b8ccaf7021cc,https://doi.org/10.1016/0022-510X(82)90045-4,,,JournalArticle,unknown,cortical,
27,1982,Neurotensin: Topographical distribution in rat brain by immunohistochemistry,"L. Jennes, W. Stumpf, P. Kalivas",The Journal of comparative neurology,1982-09-20,543,10,134.58,Clinical Neurology and Neurodegeneration,non-human,Positions Neurotensin: Topographical distribution in rat brain by immunohistochemistry within Clinical Neurology and Neurodegeneration.,high citation signal (543); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.902100302,030d257644b70f6d81cf1c9a51d3d43565a1c7ec,https://doi.org/10.1002/cne.902100302,,,JournalArticle,unknown,brain; brain in title,
28,1982,Circadian rhythm of firing rate recorded from single cells in the rat suprachiasmatic brain slice.,"D. J. Green, R. Gillette",Brain Research,1982-08-05,535,6,135.51,"Cellular, Molecular, and Synaptic Neuroscience",single-cell;non-human,"Positions Circadian rhythm of firing rate recorded from single cells in the rat suprachiasmatic brain slice. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (535); recognized venue; cell-resolution signal,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(82)90361-4,6bd1a5ce0101e2f9db5c0643c0cd520647505c88,https://doi.org/10.1016/0006-8993(82)90361-4,,,JournalArticle,unknown,brain; brain in title,
