rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
11,1990,Distribution of androgen and estrogen receptor mRNA-containing cells in the rat brain: An in situ hybridization study,"R. Simerly, L. Swanson, Chawnshang Chang, M. Muramatsu",The Journal of comparative neurology,1990-04-01,2141,86,162.25,Clinical Neurology and Neurodegeneration,non-human,Positions Distribution of androgen and estrogen receptor mRNA-containing cells in the rat brain: An in situ hybridization study within Clinical Neurology and Neurodegeneration.,"high citation signal (2,141); recognized venue; open-access PDF metadata","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.902940107,a905352b06eedcf292bbf6ce69885f8f00acad4a,https://doi.org/10.1002/cne.902940107,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.902940107,JournalArticle,unknown,brain; brain in title,
12,1990,Heterogeneity in the distribution and morphology of microglia in the normal adult mouse brain.,"L. Lawson, V. Perry, P. Dri, S. Gordon",Neuroscience,1990,1987,100,163.11,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"Positions Heterogeneity in the distribution and morphology of microglia in the normal adult mouse brain. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,987); recognized venue; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0306-4522(90)90229-W,5db7515c01d3f3b72534500b583f61e5fdfeeabe,https://doi.org/10.1016/0306-4522(90)90229-W,,JournalArticle,unknown,brain; glia; microglia; brain in title,
13,1990,Glutamate induces calcium waves in cultured astrocytes: long-range glial signaling.,"A. Cornell-Bell, S. Finkbeiner, M. Cooper, Stephen J. Smith",Science,1990-01-26,1880,79,149.71,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Glutamate induces calcium waves in cultured astrocytes: long-range glial signaling. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,880); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1967852,26aed2c6fffb3b37394d73fa2787b755ad2f4ca3,https://doi.org/10.1126/SCIENCE.1967852,,JournalArticle,unknown,glia,
14,1990,Early detection of regional cerebral ischemia in cats: Comparison of diffusion- and T2-weighted MRI and spectroscopy,"M. Moseley, Y. Cohen, J. Mintorovitch, L. Chileuitt, Hiroaki Shimizu, J. Kucharczyk, et al.",Magnetic Resonance in Medicine,1990-05-01,1734,44,139.46,Neuroimaging and Brain Mapping,MRI,Positions Early detection of regional cerebral ischemia in cats: Comparison of diffusion- and T2-weighted MRI and spectroscopy within Neuroimaging and Brain Mapping.,"high citation signal (1,734)","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/mrm.1910140218,e0d446efe57210ef24deee0f878fd8830ce62e14,https://doi.org/10.1002/mrm.1910140218,,JournalArticle; Study,unknown,cerebral; mri,
15,1990,Approach-withdrawal and cerebral asymmetry: emotional expression and brain physiology. I.,"R. Davidson, P. Ekman, C. Saron, J. Senulis, Wallace V. Friesen",Journal of Personality and Social Psychology,1990-02-01,1728,63,144.2,General Brain Science and Reviews,,Positions Approach-withdrawal and cerebral asymmetry: emotional expression and brain physiology. I. within General Brain Science and Reviews.,"high citation signal (1,728)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1037/0022-3514.58.2.330,34e8d55cc0e5a2c552368dd173787008f92d8e33,https://doi.org/10.1037/0022-3514.58.2.330,,JournalArticle,unknown,brain; cerebral; brain in title,
16,1990,The role of attention in auditory information processing as revealed by event-related potentials and other brain measures of cognitive function,R. Näätänen,Behavioral and Brain Sciences,1990-06-01,1726,103,155.37,Cognitive and Systems Neuroscience,EEG,Positions The role of attention in auditory information processing as revealed by event-related potentials and other brain measures of cognitive function within Cognitive and Systems Neuroscience.,"high citation signal (1,726); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1017/S0140525X00078407,31ba2a92c0bd90326fb1e52f68a172409950ab44,https://doi.org/10.1017/S0140525X00078407,,paper,unknown,brain; brain in title,
17,1990,A Semiautomated Method for Measuring Brain Infarct Volume,"R. Swanson, M. T. Morton, G. Tsao-Wu, Robert A. Savalos, C. Davidson, F. Sharp",Journal of Cerebral Blood Flow and Metabolism,1990-03-01,1703,26,144.93,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions A Semiautomated Method for Measuring Brain Infarct Volume within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,703); open-access PDF metadata","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/jcbfm.1990.47,771e54b51605bbcbba572935ebe2c6aaf6f031fe,https://doi.org/10.1038/jcbfm.1990.47,http://journals.sagepub.com/doi/pdf/10.1038/jcbfm.1990.47,JournalArticle,unknown,brain; brain in title,
18,1990,Neurotransmitters and neuromodulators in the basal ganglia.,A. Graybiel,Trends in Neurosciences,1990-07-01,1595,50,148.75,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Neurotransmitters and neuromodulators in the basal ganglia. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,595); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0166-2236(90)90104-I,89cc3dc74ba163e255db82d0fcf97da5455e6be3,https://doi.org/10.1016/0166-2236(90)90104-I,,Review; JournalArticle,unknown,basal ganglia; glia,
19,1990,The anterior cingulate cortex mediates processing selection in the Stroop attentional conflict paradigm.,"J. Pardo, P. J. Pardo, Kevin W. Janer, Marcus E. RAICHLEt",Proceedings of the National Academy of Sciences of the United States of America,1990,1523,59,154.92,Cognitive and Systems Neuroscience,,Positions The anterior cingulate cortex mediates processing selection in the Stroop attentional conflict paradigm. within Cognitive and Systems Neuroscience.,"high citation signal (1,523); recognized venue; open-access PDF metadata","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.87.1.256,ac721d62efda2d0ad1776b7aad93935ce51c51c6,https://doi.org/10.1073/PNAS.87.1.256,https://doi.org/10.1073/pnas.87.1.256,JournalArticle,unknown,cortex; neuroscience term,
20,1990,Brain systems that mediate both emotion and cognition.,J. Gray,Unknown venue,1990-07-01,1456,115,139.11,Cognitive and Systems Neuroscience,,Positions Brain systems that mediate both emotion and cognition. within Cognitive and Systems Neuroscience.,"high citation signal (1,456)","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1080/02699939008410799,247a1990d8c31c92059ddd8df5f3ea0c2750cae7,https://doi.org/10.1080/02699939008410799,,paper,unknown,brain; brain in title,
21,1990,Gonadal steroids regulate dendritic spine density in hippocampal pyramidal cells in adulthood,"E. Gould, C. Woolley, M. Frankfurt, B. McEwen",Journal of Neuroscience,1990-04-01,1397,66,159.77,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,Gonadal steroids are known to influence hippocampal physiology in adulthood.,"high citation signal (1,397); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.10-04-01286.1990,382f252a72a92cb5bebeb25270b24ff0fb668bdb,https://doi.org/10.1523/JNEUROSCI.10-04-01286.1990,https://www.jneurosci.org/content/jneuro/10/4/1286.full.pdf,JournalArticle,unknown,brain; neuron; hippocampus; neuroscience term,"Gonadal steroids are known to influence hippocampal physiology in adulthood. It is presently unknown whether gonadal steroids influence the morphology of hippocampal neurons in the adult intact rat brain. In order to determine whether female sex hormones influence hippocampal morphology in the intact adult, we performed Golgi impregnation on brains from ovariectomized rats and ovariectomized rats which received estradiol or estradiol and progesterone replacement. Removal of circulating gonadal steroids by ovariectomy of adult female rats resulted in a profound decrease in dendritic spine density in CA1 pyramidal cells of the hippocampus. Estradiol replacement prevented the observed decrease in dendritic spine density; progesterone augmented the effect of estradiol within a short time period (5 hr). Ovariectomy or gonadal steroid replacement did not affect spine density of CA3 pyramidal cells or granule cells of the dentate gyrus. These results demonstrate that gonadal steroids are necessary for the maintenance of normal adult CA1 hippocampal pyramidal cell structure. The short time course required to observe these effects (3 d for the estradiol effect and 5 hr for the progesterone effect) implies that CA1 pyramidal cell dendritic spine density may fluctuate during the normal (4-5 d) rat estrous cycle."
22,1990,Physiological and pathophysiological roles of excitatory amino acids during central nervous system development.,"John W. McDonald, John W. McDonald, M. Johnston",Brain research. Brain research reviews,1990,1386,23,160.83,"Cerebrovascular, Metabolism, and Brain Injury",EEG;human;non-human,Recent studies suggest that excitatory amino acids (EAAs) have a wide variety of physiological and pathophysiological roles during central nervous system (CNS) development.,"high citation signal (1,386); recognized venue; open-access PDF metadata; human evidence signal","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0165-0173(90)90011-C,4c69d3a70328e54993b885f2815467c3d7d22c38,https://doi.org/10.1016/0165-0173(90)90011-C,https://doi.org/10.1016/0165-0173(90)90011-c,Review; JournalArticle,unknown,brain; cortex; neuron; neuroscience term,"Recent studies suggest that excitatory amino acids (EAAs) have a wide variety of physiological and pathophysiological roles during central nervous system (CNS) development. In addition to participating in neuronal signal transduction, EAAs also exert trophic influences affecting neuronal survival, growth and differentiation during restricted developmental periods. EAAs also participate in the development and maintenance of neuronal circuitry and regulate several forms of activity-dependent synaptic plasticity such as LTP and segregation of converging retinal inputs to tectum and visual cortex. Pre- and post-synaptic markers of EAA pathways in brain undergo marked ontogenic changes. These markers are commonly overexpressed during development; periods of overproduction often coincide with times when synaptic plasticity is great and when appropriate neuronal connections are consolidated. The electrophysiological and biochemical properties of EAA receptors also undergo marked ontogenic changes. In addition to these physiological roles of EAAs, overactivation of EAA receptors may initiate a cascade of cellular events which produce neuronal injury and death. There is a unique developmental profile of susceptibility of the brain to excitotoxic injury mediated by activation of each of the EAA receptor subtypes. Overactivation of EAA receptors is implicated in the pathophysiology of brain injury in several clinical disorders to which the developing brain is susceptible, including hypoxia-ischemia, epilepsy, physical trauma and some rare genetic abnormalities of amino acid metabolism. Potential therapeutic approaches may be rationally devised based on recent information about the developmental regulation of EAA receptors and their involvement in the pathogenesis of these disorders."
23,1990,The Duchenne smile: emotional expression and brain physiology. II.,"P. Ekman, R. Davidson, Wallace V. Friesen",Journal of Personality and Social Psychology,1990-02-01,1380,58,138.15,General Brain Science and Reviews,,Positions The Duchenne smile: emotional expression and brain physiology. II. within General Brain Science and Reviews.,"high citation signal (1,380)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1037/0022-3514.58.2.342,2d3fa735944906bf59e0406ff3988062d13d2db6,https://doi.org/10.1037/0022-3514.58.2.342,,JournalArticle,unknown,brain; brain in title,
24,1990,Brain magnetic resonance imaging with contrast-dependent oxygenation,S. Ogawa,Unknown venue,1990,1321,0,138.56,Neuroimaging and Brain Mapping,MRI,Positions Brain magnetic resonance imaging with contrast-dependent oxygenation within Neuroimaging and Brain Mapping.,"high citation signal (1,321)","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",,7f11718d08072d2f96339d7e11cfb5cadaf33851,https://www.semanticscholar.org/paper/7f11718d08072d2f96339d7e11cfb5cadaf33851,,paper,unknown,brain; brain in title,
25,1990,Neurotrophin-3: a neurotrophic factor related to NGF and BDNF.,"P. Maisonpierre, L. Belluscio, S. Squinto, N. Ip, M. Furth, R. Lindsay, et al.",Science,1990-03-23,1308,41,152.39,"Cellular, Molecular, and Synaptic Neuroscience",non-human,The development and maintenance of the nervous system depends on proteins known as neurotrophic factors.,"high citation signal (1,308); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.2321006,c38464c0b384b927507d4571c17fb9c744e5883c,https://doi.org/10.1126/SCIENCE.2321006,,JournalArticle,unknown,brain; neuron; neuroscience term,"The development and maintenance of the nervous system depends on proteins known as neurotrophic factors. Although the prototypical neurotrophic factor, nerve growth factor (NGF), has been intensively studied for decades, the discovery and characterization of additional such factors has been impeded by their low abundance. Sequence homologies between NGF and the recently cloned brain-derived neurotrophic factor (BDNF) were used to design a strategy that has now resulted in the cloning of a gene encoding a novel neurotrophic factor, termed neurotrophin-3 (NT-3). The distribution of NT-3 messenger RNA and its biological activity on a variety of neuronal populations clearly distinguish NT-3 from NGF and BDNF, and provide compelling evidence that NT-3 is an authentic neurotrophic factor that has its own characteristic role in vivo."
26,1990,Morphometric study of human cerebral cortex development.,P. Huttenlocher,Neuropsychologia,1990,1245,50,139.5,"Brain Development, Plasticity, and Connectomics",human,"Positions Morphometric study of human cerebral cortex development. within Brain Development, Plasticity, and Connectomics.","high citation signal (1,245); human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0028-3932(90)90031-I,a6e400a36de72a74b44e090da753a53e350489c2,https://doi.org/10.1016/0028-3932(90)90031-I,,Review; JournalArticle,unknown,cerebral; cortex; neuroscience term,
27,1990,Grafts of fetal dopamine neurons survive and improve motor function in Parkinson's disease.,"O. Lindvall, P. Brundin, H. Widner, S. Rehncrona, B. Gustavii, Richard S. J. Frackowiak, et al.",Science,1990-02-02,1210,15,147.79,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Grafts of fetal dopamine neurons survive and improve motor function in Parkinson's disease. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,210); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.2105529,74d076856fa3eaca16fd112777c1e1f9727b7c44,https://doi.org/10.1126/SCIENCE.2105529,,JournalArticle,unknown,neuron; neuroscience term,
28,1990,The natural history of symptomatic arteriovenous malformations of the brain: a 24-year follow-up assessment.,"S. Ondra, H. Troupp, E. George, K. Schwab",Journal of Neurosurgery,1990-09-01,1145,40,134.79,General Brain Science and Reviews,,Positions The natural history of symptomatic arteriovenous malformations of the brain: a 24-year follow-up assessment. within General Brain Science and Reviews.,"high citation signal (1,145)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.3171/JNS.1990.73.3.0387,9484b8b81c6a67b97b774a4fa633395ef520cdb6,https://doi.org/10.3171/JNS.1990.73.3.0387,,JournalArticle; Review,unknown,brain; brain in title,
29,1990,'Ischemic tolerance' phenomenon found in the brain.,"K. Kitagawa, M. Matsumoto, M. Tagaya, R. Hata, H. Ueda, M. Niinobe, et al.",Brain Research,1990-09-24,1136,29,161.05,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"We investigated the possibility that neuronal cells given a mild ischemic treatment sufficient to perturb the cellular metabolism acquired tolerance to a subsequent, and what would be lethal, ischemic stress in vivo.","high citation signal (1,136); recognized venue; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(90)90189-I,c6d0867137e16fb000101629b213752b92fff967,https://doi.org/10.1016/0006-8993(90)90189-I,,JournalArticle,unknown,brain; cerebral; neuron; hippocampus; brain in title; neuroscience term,"We investigated the possibility that neuronal cells given a mild ischemic treatment sufficient to perturb the cellular metabolism acquired tolerance to a subsequent, and what would be lethal, ischemic stress in vivo. Cerebral ischemia was produced in the gerbils by occlusion of both common carotids for 5 min, which consistently resulted in delayed neuronal death in the CA1 region of the hippocampus. Minor 2-min ischemia in this model depletes high-energy phosphate compounds and perturbs the protein synthesis, but never causes neuronal necrosis, and therefore was chosen as mild ischemic treatment. Single 2-min ischemia 1 day or 2 days before 5 min ischemia exhibited only partial protective effects against delayed neuronal death. However, two 2-min ischemic treatments at 1 day intervals 2 days before 5 min ischemia exhibited drastically complete protection against neuronal death. The duration and intervals of ischemic treatment, enough to perturb cellular metabolism and cause protein synthesis, were needed respectively, because neither 1-min ischemia nor 2-min ischemia received twice at short intervals exhibited protective effects. This 'ischemic tolerance' phenomenon induced by ischemic stress--which is unquestionably important--and frequent stress in clinical medicine, is intriguing and may open a new approach to investigate the pathophysiology of ischemic neuronal damage."
30,1990,Identification and characterization of a novel member of the nerve growth factor/brain-derived neurotrophic factor family,"A. Hohn, J. Leibrock, K. Bailey, Y. Barde",Nature,1990-03-22,1136,49,146.65,General Brain Science and Reviews,,Positions Identification and characterization of a novel member of the nerve growth factor/brain-derived neurotrophic factor family within General Brain Science and Reviews.,"high citation signal (1,136); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/344339A0,242223a1aade5b1c2fa92c5e44c4c26af74ba73d,https://doi.org/10.1038/344339A0,,JournalArticle; Study,unknown,brain; brain in title,
