rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
11,1971,Brain Serotonin Content: Increase Following Ingestion of Carbohydrate Diet,"J. Fernstrom, R. Wurtman",Science,1971-12-03,719,10,139.63,General Brain Science and Reviews,non-human,Positions Brain Serotonin Content: Increase Following Ingestion of Carbohydrate Diet within General Brain Science and Reviews.,high citation signal (719); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/science.174.4013.1023,96760b0a9af987d41d908d8fc8595a9227984283,https://doi.org/10.1126/science.174.4013.1023,,,JournalArticle,unknown,brain; brain in title,
12,1971,The mechanism of excitation by acetylcholine in the cerebral cortex,"K. Krnjević, R. Pumain, L. Renaud",Journal of Physiology,1971-05-01,690,15,130.69,General Brain Science and Reviews,,Positions The mechanism of excitation by acetylcholine in the cerebral cortex within General Brain Science and Reviews.,high citation signal (690); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1971.sp009467,2fdb0c8b450ddb4bb3812f90f5307bcb33d27a92,https://doi.org/10.1113/jphysiol.1971.sp009467,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1331876,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
13,1971,"STUDIES IN VIVO ON THE RELATIONSHIP BETWEEN BRAIN TRYPTOPHAN, BRAIN 5-HT SYNTHESIS AND HYPERACTIVITY IN RATS TREATED WITH A MONOAMINE OXIDASE INHIBITOR AND L-TRYPTOPHAN",D. Grahame-Smith,Journal of Neurochemistry,1971-06-01,657,8,126.01,General Brain Science and Reviews,non-human,"Positions STUDIES IN VIVO ON THE RELATIONSHIP BETWEEN BRAIN TRYPTOPHAN, BRAIN 5-HT SYNTHESIS AND HYPERACTIVITY IN RATS TREATED WITH A MONOAMINE OXIDASE INHIBITOR AND L-TRYPTOPHAN within General Brain Science and Reviews.",high citation signal (657),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1971.tb12034.x,fd91731ed827030f56561e8c7758117f551ea076,https://doi.org/10.1111/j.1471-4159.1971.tb12034.x,,,JournalArticle,unknown,brain; brain in title,
14,1971,Synaptic plasma membranes from rat brain synaptosomes: isolation and partial characterization.,"C. Cotman, D. A. Matthews",Biochimica et Biophysica Acta,1971-12-03,596,12,124.25,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Synaptic plasma membranes from rat brain synaptosomes: isolation and partial characterization. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (596),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0005-2736(71)90117-9,1c9a7eb1b4169ec21a11721afa35e7c8e9e15d1d,https://doi.org/10.1016/0005-2736(71)90117-9,,,JournalArticle,unknown,brain; brain in title,
15,1971,Minimal brain dysfunction in children,P. Wender,Unknown venue,1971,570,4,123.45,"Brain Development, Plasticity, and Connectomics",human,"Positions Minimal brain dysfunction in children within Brain Development, Plasticity, and Connectomics.",high citation signal (570); human evidence signal,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/s0005-7894(71)80127-2,26aef0b1c34c913f10970f48685842e1912e1b0b,https://doi.org/10.1016/s0005-7894(71)80127-2,,,paper,unknown,brain; brain in title,
16,1971,Ketone-body utilization by adult and suckling rat brain in vivo.,"R. Hawkins, D. Williamson, H. Krebs",Biochemical Journal,1971-03-01,564,15,127.46,General Brain Science and Reviews,human;non-human,Positions Ketone-body utilization by adult and suckling rat brain in vivo. within General Brain Science and Reviews.,high citation signal (564); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1042/BJ1220013,08811f200003704f7cd429d2861443ebbc62b4f0,https://doi.org/10.1042/BJ1220013,https://europepmc.org/articles/pmc1176682?pdf=render,,JournalArticle,unknown,brain; brain in title,
17,1971,"A rapid, simplified procedure for simultaneous assay of norepinephrine, dopamine, and 5-hydroxytryptamine from discrete brain areas.","M. Shellenberger, J. Gordon",Analytical Biochemistry,1971-02-01,544,4,121.41,General Brain Science and Reviews,,"Positions A rapid, simplified procedure for simultaneous assay of norepinephrine, dopamine, and 5-hydroxytryptamine from discrete brain areas. within General Brain Science and Reviews.",high citation signal (544),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0003-2697(71)90426-X,8508e371216ab5e350f62fdddbdfa64436426a8c,https://doi.org/10.1016/0003-2697(71)90426-X,,,JournalArticle,unknown,brain; brain in title,
18,1971,Depletion of brain noradrenaline and dopamine by 6-hydroxydopamine,"G. Breese, T. D. Traylor",British Journal of Pharmacology,1971-05-01,535,7,124.11,General Brain Science and Reviews,,Positions Depletion of brain noradrenaline and dopamine by 6-hydroxydopamine within General Brain Science and Reviews.,high citation signal (535); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1476-5381.1971.tb07089.x,e7cf94f4ae8fb36cb9b3100e6f6764363b981858,https://doi.org/10.1111/j.1476-5381.1971.tb07089.x,https://europepmc.org/articles/pmc1666995?pdf=render,,JournalArticle,unknown,brain; brain in title,
19,1971,Subacute sclerosing panencephalitis,John H. Connolly,Postgraduate medical journal,1971-04-01,505,48,118.28,Clinical Neurology and Neurodegeneration,human,Subacute sclerosing panencephalitis is a rare disease which predominantly affects children of school age.,high citation signal (505); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1136/jcp.25.Suppl_6.73,d53db62588ba7bb7e7b25d5b0133901afcf2ee05,https://doi.org/10.1136/jcp.25.Suppl_6.73,https://doi.org/10.32388/a2mwsj,,Review; JournalArticle,unknown,brain,Subacute sclerosing panencephalitis is a rare disease which predominantly affects children of school age. The diagnosis is made on the clinical features and the presence of periodic complexes in the electro-encephalogram. There is a paretic colloidal gold curve in the cerebrospinal fluid but the cell count and protein are usually within normal limits. The histology of a brain biopsy taken during lifemayconfirm the diagnosis. The aetiology of subacute sclerosing pancencephalitis
20,1971,Glial cell function: uptake of transmitter substances.,"F. Henn, A. Hamberger",Proceedings of the National Academy of Sciences of the United States of America,1971-11-01,454,2,127.17,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Glial cell function: uptake of transmitter substances. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (454); recognized venue; open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.68.11.2686,ca7c9eb4794d2dafae84896b524eef0490f98da6,https://doi.org/10.1073/PNAS.68.11.2686,https://europepmc.org/articles/pmc389501?pdf=render,,JournalArticle,unknown,glia,
21,1971,Drug-Induced Changes in the Release of 3H-Monoamines from Field Stimulated Rat Brain Slices,"L. Farnebo, B. Hamberger",Unknown venue,1971-04-01,437,5,118.68,General Brain Science and Reviews,non-human,Positions Drug-Induced Changes in the Release of 3H-Monoamines from Field Stimulated Rat Brain Slices within General Brain Science and Reviews.,high citation signal (437),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/J.1748-1716.1971.TB05213.X,271101451772a185336e10ca76c288ef1f7d00d2,https://doi.org/10.1111/J.1748-1716.1971.TB05213.X,,,paper,unknown,brain; brain in title,
22,1971,Acetylcholine Liberation from Cerebral Cortex during Paradoxical (REM) Sleep,"H. H. Jasper, Jacques Tessier",Science,1971-05-07,427,9,132.26,General Brain Science and Reviews,non-human,Positions Acetylcholine Liberation from Cerebral Cortex during Paradoxical (REM) Sleep within General Brain Science and Reviews.,high citation signal (427); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/science.172.3983.601,0256591d37df80f76a34507ed07ac551a9162858,https://doi.org/10.1126/science.172.3983.601,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
23,1971,"Cyclic 3',5'-nucleotide phosphodiesterase. Evidence for and properties of a protein activator.",W. Cheung,Journal of Biological Chemistry,1971-05-10,423,1,117.5,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human;stimulation,"Abstract Purification of cyclic 3',5'-nucleotide phosphodiesterase of bovine brain cerebrum resulted in partial loss of activity, due to dissociation of an activator (or cofactor) from the enzyme.",high citation signal (423); open-access PDF metadata; human evidence signal,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)62261-6,08f293f7e2cb760a24d800e46877c08601be998b,https://doi.org/10.1016/s0021-9258(18)62261-6,https://doi.org/10.1016/s0021-9258(18)62261-6,,JournalArticle,unknown,brain,"Abstract Purification of cyclic 3',5'-nucleotide phosphodiesterase of bovine brain cerebrum resulted in partial loss of activity, due to dissociation of an activator (or cofactor) from the enzyme. A systematic study showed that as purification proceeded, the activator was removed from phosphodiesterase in a stepwise fashion. Fractions representing phosphodiesterase at different stages of purification contained different concentrations of the activator in relation to phosphodiesterase. The fractions obtained in the initial stages contained excess or sufficient activator relative to the enzyme, and they required no exogenous cofactor for optimal activity. The fraction obtained in the last stage of purification was deficient in the cofactor, and phosphodiesterase was relatively inactive unless supplemented with an exogenous activator. The activator was sensitive to proteolytic enzymes, but not to RNase or DNase, indicating that it was a protein. The protein was resistant to 8 m urea, and to boiling at pH 1.7. Boiling at pH 12.3 obliterated all activity. Gel filtration indicated that the protein had a molecular weight of 40,000. Kinetic analysis showed that stimulation was independent of the time of preliminary incubation with the activator, but dependent on its concentration in the reaction mixture. In contrast, stimulation of the enzyme by trypsin was a catalytic process. Although mechanistically different, both agents increased the Vmax of the enzyme and decreased its Km for adenosine 3',5'-monophosphate. An activator and a relatively inactive phosphodiesterase were also isolated from human brain, porcine brain, and rat brain as well as from bovine heart. An activator from one tissue cross-activated effectively a purified phosphodiesterase from another tissue, indicating a lack of tissue specificity. However, the effect of the activator was specific; none of a variety of proteins mimicked its action. A heated purified preparation lost its enzymic activity, but was capable of stimulating another preparation which had not been heated. It was concluded that the residual activity associated with the purified enzyme was due to an incomplete removal of the activator from the enzyme"
24,1971,The action of sedatives on brain stem oculomotor systems in man.,H. Norris,Neuropharmacology,1971-03-01,408,31,116.25,General Brain Science and Reviews,,Positions The action of sedatives on brain stem oculomotor systems in man. within General Brain Science and Reviews.,high citation signal (408),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0028-3908(71)90039-6,b8a76374c9e0d37bfab90a582b229cc9bba571e2,https://doi.org/10.1016/0028-3908(71)90039-6,,,JournalArticle; Study,unknown,brain; brain in title,
25,1971,Comparative studies of various amphetamine analogues demonstrating different interactions with the metabolism of the catecholamines in the brain.,J. Scheel-Krüger,European Journal of Pharmacology,1971-03-01,396,3,116.91,"Cerebrovascular, Metabolism, and Brain Injury",non-human,"Positions Comparative studies of various amphetamine analogues demonstrating different interactions with the metabolism of the catecholamines in the brain. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (396),"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0014-2999(71)90121-X,617293e6d843d17f209c2e5e25b58e718e470c77,https://doi.org/10.1016/0014-2999(71)90121-X,,,JournalArticle; Study,unknown,brain; brain in title,
26,1971,Stereospecific and nonspecific interactions of the morphine congener levorphanol in subcellular fractions of mouse brain.,"A. Goldstein, L. I. Lowney, B. Pal",Proceedings of the National Academy of Sciences of the United States of America,1971-08-01,396,7,131.91,General Brain Science and Reviews,non-human,Positions Stereospecific and nonspecific interactions of the morphine congener levorphanol in subcellular fractions of mouse brain. within General Brain Science and Reviews.,high citation signal (396); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1073/PNAS.68.8.1742,6ec231e883dc616a4d1bd8ae29f297e556a5dece,https://doi.org/10.1073/PNAS.68.8.1742,https://europepmc.org/articles/pmc389284?pdf=render,,JournalArticle,unknown,brain; brain in title,
27,1971,A simulation study of brain compartments. Metabolism of glutamate and related substances in mouse brain.,"C. J. Berg, D. Garfinkel",Biochemical Journal,1971-06-01,394,2,119.82,Computational Neuroscience and AI,non-human,Positions A simulation study of brain compartments. Metabolism of glutamate and related substances in mouse brain. within Computational Neuroscience and AI.,high citation signal (394); open-access PDF metadata,"Predictive performance does not necessarily identify causal neural mechanisms.; Models can inherit dataset bias, preprocessing artifacts, and task constraints.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1042/BJ1230211,ee27b5702bceb4f185bccbf9928c7997ceab8c37,https://doi.org/10.1042/BJ1230211,https://europepmc.org/articles/pmc1176925?pdf=render,,JournalArticle,unknown,brain; brain in title,
28,1971,The genesis of the EEG.,R. Elul,International review of neurobiology,1971,383,19,110.31,"EEG, MEG, and Electrophysiology",EEG,"Positions The genesis of the EEG. within EEG, MEG, and Electrophysiology.",high citation signal (383),"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0074-7742(08)60333-5,823316d80c3b4078ee5f41179e5d2ec3c02938a6,https://doi.org/10.1016/S0074-7742(08)60333-5,,,Review; JournalArticle,unknown,eeg,
29,1971,Brain-associated Θ antigen: Reactivity of rabbit anti-mouse brain with mouse lymphoid cells☆,E. Golub,Unknown venue,1971-08-01,370,2,115.69,General Brain Science and Reviews,non-human,Positions Brain-associated Θ antigen: Reactivity of rabbit anti-mouse brain with mouse lymphoid cells☆ within General Brain Science and Reviews.,high citation signal (370),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0008-8749(71)90070-0,af16c8ce90bfbbbafc8cc9d63d6135feb9c1f665,https://doi.org/10.1016/0008-8749(71)90070-0,,,paper,unknown,brain; brain in title,
30,1971,ANGIOTENSIN AND RENIN IN RAT AND DOG BRAIN,"C. Fischer-Ferraro, V. Nahmod, D. J. Goldstein, S. Finkielman",Journal of Experimental Medicine,1971-01-31,359,2,118.15,General Brain Science and Reviews,non-human,An enzyme with the characteristics of classical renin was isolated from brain extracts of nephrectomized dogs.,high citation signal (359); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.133.2.353,4f4b8946a4ec1f2b1e31447b4fbd1b2315cd09f5,https://doi.org/10.1084/jem.133.2.353,https://doi.org/10.1084/jem.133.2.353,,JournalArticle,unknown,brain; brain in title,"An enzyme with the characteristics of classical renin was isolated from brain extracts of nephrectomized dogs. This enzyme is thermolabile, nondialyzable, and forms a vasoconstrictive material when incubated with renin plasma substrate at pH 7. A short lasting pressor activity was also found in brain extracts of dogs and rats. This activity was due to a substance identified by chemical and pharmacological tests as angiotensin. Countercurrent distribution of brain extracts of rats showed that 38% of the pressor activity corresponded to angiotensin II and the remainder to angiotensin I. A remarkable correlation was found between angiotensin and norepinphrine concentrations in different portions of the encephalon of the dog."
31,1971,Atlas of the Mouse Brain and Spinal Cord,"R. Sidman, J. B. Angevine, Elizabeth Pierce",Unknown venue,1971,359,0,116.35,General Brain Science and Reviews,non-human;connectome,Positions Atlas of the Mouse Brain and Spinal Cord within General Brain Science and Reviews.,high citation signal (359),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,006efb3ca7690b89fe73f82992aa23f036d64c1d,https://www.semanticscholar.org/paper/006efb3ca7690b89fe73f82992aa23f036d64c1d,,,paper,unknown,brain; brain in title,
32,1971,Antagonism between bicuculline and GABA in the cat brain.,"D. R. Curtis, A. Duggan, D. Felix, G. Johnston, H. Mclennan",Brain Research,1971-10-08,358,4,125.9,General Brain Science and Reviews,,Positions Antagonism between bicuculline and GABA in the cat brain. within General Brain Science and Reviews.,high citation signal (358); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0006-8993(71)90305-2,ca1b3d18fa9a37eb1c1050057222a996e6e98419,https://doi.org/10.1016/0006-8993(71)90305-2,,,JournalArticle,unknown,brain; brain in title,
