rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
11,1963,The Living Brain,W. Walter,Unknown venue,1963-05-17,458,8,118.32,General Brain Science and Reviews,,Positions The Living Brain within General Brain Science and Reviews.,high citation signal (458),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-195407000-00069,08affc1eb5e0e8489bca3005dc002325c7238fbb,https://doi.org/10.1097/00005053-195407000-00069,,,paper,unknown,brain; brain in title,
12,1963,Acidic amino acids with strong excitatory actions on mammalian neurones,"BY D. R. Curtis, And J. C. Watkins",Journal of Physiology,1963-04-01,412,3,119.42,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Acidic amino acids with strong excitatory actions on mammalian neurones within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (412); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1963.sp007087,46dd10f486fd30085f67c17f68f776d07773c8aa,https://doi.org/10.1113/jphysiol.1963.sp007087,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1359358,,JournalArticle,unknown,neuron; neuroscience term,
13,1963,Acetylcholine-sensitive cells in the cerebral cortex,"K. Krnjević, J. Phillis",Journal of Physiology,1963-05-01,408,2,121.25,General Brain Science and Reviews,,Positions Acetylcholine-sensitive cells in the cerebral cortex within General Brain Science and Reviews.,high citation signal (408); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1963.sp007106,e6cd526f83ef868f3b9feaafb879bf1e04ea051f,https://doi.org/10.1113/jphysiol.1963.sp007106,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1359331,,JournalArticle; Review,unknown,cerebral; cortex; neuroscience term,
14,1963,Amygdaloid region for defence reactions and its efferent pathway to the brain stem,"S. Hilton, A. Zbrożyna",Journal of Physiology,1963,408,4,119.25,General Brain Science and Reviews,,Positions Amygdaloid region for defence reactions and its efferent pathway to the brain stem within General Brain Science and Reviews.,high citation signal (408); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1963.sp007049,43ca556a646fd8c09061e53fb94c9a9472747507,https://doi.org/10.1113/jphysiol.1963.sp007049,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1359263,,JournalArticle,unknown,brain; brain in title,
15,1963,On the occurrence of homovanillic acid in brain and cerebrospinal fluid and its determination by a fluorometric method.,"N. Andén, B. Roos, B. Werdinius",Life Science,1963-07-01,407,1,128.2,General Brain Science and Reviews,,Positions On the occurrence of homovanillic acid in brain and cerebrospinal fluid and its determination by a fluorometric method. within General Brain Science and Reviews.,high citation signal (407); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0024-3205(63)90132-2,766c0bce92070306a37c25f055fb84b070081f62,https://doi.org/10.1016/0024-3205(63)90132-2,,,JournalArticle,unknown,brain; brain in title,
16,1963,THE FINE STRUCTURE OF EPENDYMA IN THE BRAIN OF THE RAT,"Milton W. Brightman, Sanford L. Palay",Journal of Cell Biology,1963-11-01,405,4,132.31,General Brain Science and Reviews,non-human,"The ciliated ependyma of the rat brain consists of a sheet of epithelial cells, the luminal surface of which is reflected over ciliary shafts and numerous evaginations of irregular dimensions.",high citation signal (405); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.19.2.415,cabca005d40b18e85d4284759e8cf04fb623c674,https://doi.org/10.1083/jcb.19.2.415,https://europepmc.org/articles/pmc2106872?pdf=render,,JournalArticle,unknown,brain; brain in title,"The ciliated ependyma of the rat brain consists of a sheet of epithelial cells, the luminal surface of which is reflected over ciliary shafts and numerous evaginations of irregular dimensions. The relatively straight lateral portions of the plasmalemma of contiguous cells are fused at discrete sites to form five-layered junctions or zonulae occludentes which obliterate the intercellular space. These fusions occur usually at some distance below the free surface either independently or in continuity with a second intercellular junction, the zonula adhaerens. The luminal junction is usually formed by a zonula adhaerens or, occasionally, by a zonula occludens. The finely granular and filamentous cytoplasm contains supranuclear dense bodies, some of which are probably lysosomes and dense whorls of perinuclear filaments which send fascicles toward the lateral plasmalemma. The apical regions of the cytoplasm contain the basal body complexes of neighboring cilia. These complexes include a striated basal foot and short, non-striated rootlets emanating from the wall of each basal body. The rootlets end in a zone of granules about the proximal region of the basal body, adjacent to which may lie a striated mass of variable shape. All components of the basal body complex of adjacent cilia are independent of each other."
17,1963,ISOLATION OF SYNAPTIC VESICLES AND STRUCTURAL ORGANIZATION OF THE ACETYLCHOLINE SYSTEM WITHIN BRAIN NERVE ENDINGS *,"E. Robertis, G. Arnaiz, L. Salganicoff Amanda Pellegrino de Iraldi, L. M. Zieher",Journal of Neurochemistry,1963-04-01,401,2,115.94,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions ISOLATION OF SYNAPTIC VESICLES AND STRUCTURAL ORGANIZATION OF THE ACETYLCHOLINE SYSTEM WITHIN BRAIN NERVE ENDINGS * within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (401),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1963.tb05038.x,bb85950df29e7e37159f5ad4a03630608fd01ce0,https://doi.org/10.1111/j.1471-4159.1963.tb05038.x,,,JournalArticle,unknown,brain; brain in title,
18,1963,Connections of the cerebral cortex,W. Krieg,Unknown venue,1963,400,7,117.89,General Brain Science and Reviews,,Positions Connections of the cerebral cortex within General Brain Science and Reviews.,high citation signal (400),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,26bc9e35d3d1dcabbcc2a0c771b043b9b0ffe175,https://www.semanticscholar.org/paper/26bc9e35d3d1dcabbcc2a0c771b043b9b0ffe175,,,Review,unknown,cerebral; cortex; neuroscience term,
19,1963,A stereotaxic atlas of the brain of the squirrel monkey : (Saimiri sciureus),"R. Emmers, K. Akert",Unknown venue,1963,400,9,118.29,General Brain Science and Reviews,non-human;connectome,Positions A stereotaxic atlas of the brain of the squirrel monkey : (Saimiri sciureus) within General Brain Science and Reviews.,high citation signal (400),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,72419b8412dde62b92f7f31c8cbd09b0493688f2,https://www.semanticscholar.org/paper/72419b8412dde62b92f7f31c8cbd09b0493688f2,,,paper,unknown,brain; brain in title,
20,1963,The spontaneous and evoked release of acetylcholine from the cerebral cortex,BY G. F. Mitchell,Journal of Physiology,1963,372,3,119.59,General Brain Science and Reviews,,Positions The spontaneous and evoked release of acetylcholine from the cerebral cortex within General Brain Science and Reviews.,high citation signal (372); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1963.sp007045,985db862486e743c86d26e10e466ea21ab629611,https://doi.org/10.1113/jphysiol.1963.sp007045,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1359259,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
21,1963,Cholinesterase-Containing Systems of the Brain of the Rat,"C. Shute, P. Lewis",Nature,1963-09-21,346,1,126.49,General Brain Science and Reviews,non-human,Positions Cholinesterase-Containing Systems of the Brain of the Rat within General Brain Science and Reviews.,high citation signal (346); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/1991160A0,7e9d4d845e9a96c5e13341464af92f910028b733,https://doi.org/10.1038/1991160A0,,,JournalArticle,unknown,brain; brain in title,
22,1963,Some properties of L-glutamic decarboxylase in mouse brain.,"Eugene Roberts, D. G. Simonsen",Biochemical Pharmacology,1963-02-01,323,1,113.25,General Brain Science and Reviews,non-human,Positions Some properties of L-glutamic decarboxylase in mouse brain. within General Brain Science and Reviews.,high citation signal (323),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-2952(63)90177-1,1dd625a0210a44119cabc60f373d93b51526ff9e,https://doi.org/10.1016/0006-2952(63)90177-1,,,JournalArticle,unknown,brain; brain in title,
23,1963,Pharmacological properties of acetylcholine-sensitive cells in the cerebral cortex,"K. Krnjević, J. Phillis",Journal of Physiology,1963-05-01,318,0,116.77,General Brain Science and Reviews,,Positions Pharmacological properties of acetylcholine-sensitive cells in the cerebral cortex within General Brain Science and Reviews.,high citation signal (318); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1963.sp007107,4c8689eeb8cb44d167693f6d4ee35398738aece4,https://doi.org/10.1113/jphysiol.1963.sp007107,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/jphysiol.1963.sp007107,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
24,1963,Studies on the arteries of the brain,A. G. Baptista,Neurology,1963-10-01,292,9,122.24,Clinical Neurology and Neurodegeneration,,Positions Studies on the arteries of the brain within Clinical Neurology and Neurodegeneration.,high citation signal (292); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1212/WNL.13.10.825,3d44771d383f810b3755acad17313a8f9eda2dba,https://doi.org/10.1212/WNL.13.10.825,,,JournalArticle,unknown,brain; brain in title,
25,1963,"Sequence of myelinization in the brain of the albino rat. A. Cerebral cortex, thalamus and related structures",S. Jacobson,The Journal of comparative neurology,1963-08-01,287,4,133.13,Clinical Neurology and Neurodegeneration,non-human,"Positions Sequence of myelinization in the brain of the albino rat. A. Cerebral cortex, thalamus and related structures within Clinical Neurology and Neurodegeneration.",high citation signal (287); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901210103,3d0714dc05462b9685eebc16d4b22a2534fe039f,https://doi.org/10.1002/cne.901210103,,,JournalArticle,unknown,brain; cerebral; cortex; brain in title; neuroscience term,
26,1963,ORIGIN OF BRAIN MACROPHAGES IN THE MOUSE,"B. Konigsmark, R. Sidman",Journal of Neuropathology and Experimental Neurology,1963-10-01,278,2,122.56,Clinical Neurology and Neurodegeneration,non-human,Positions ORIGIN OF BRAIN MACROPHAGES IN THE MOUSE within Clinical Neurology and Neurodegeneration.,high citation signal (278); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1097/00005072-196310000-00006,0ed5df1d4de1b91f391057327a6325942aaa08da,https://doi.org/10.1097/00005072-196310000-00006,,,JournalArticle,unknown,brain; brain in title,
27,1963,Metastatic carcinoma in the central nervous system and dorsal root ganglia. A prospective autopsy study,"J. Chason, F. Walker, J. Landers",Cancer,1963-06-01,277,5,106.3,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Metastatic carcinoma in the central nervous system and dorsal root ganglia. A prospective autopsy study within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (277); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/1097-0142(196306)16:6<781::AID-CNCR2820160614>3.0.CO;2-M,2c51bf75b6d91827e4c42dac3c60680d422ce867,https://doi.org/10.1002/1097-0142(196306)16:6<781::AID-CNCR2820160614>3.0.CO;2-M,https://onlinelibrary.wiley.com/doi/pdf/10.1002/1097-0142%28196306%2916%3A6%3C781%3A%3AAID-CNCR2820160614%3E3.0.CO%3B2-M,,JournalArticle,unknown,glia,
28,1963,Regional cerebral blood flow in man determined by krypton85,"Niels A. Lassen, K. Holedt-Hasmussen, S. C. Soremen, E. Skinhøj, S. Cronquist, B. Bodforss, et al.",Neurology,1963-09-01,271,2,114.9,Clinical Neurology and Neurodegeneration,,Positions Regional cerebral blood flow in man determined by krypton85 within Clinical Neurology and Neurodegeneration.,high citation signal (271); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1212/WNL.13.9.719,34753bb1bd0b44eb7133c0726bd9704eae95868f,https://doi.org/10.1212/WNL.13.9.719,,,paper,unknown,cerebral,
29,1963,Hippocampus of the Brain: Recurrent Inhibition in the Hippocampus with Identification of the Inhibitory Cell and its Synapses,"P. Andersen, J. Eccles, Y. Løyning",Nature,1963-05-11,270,1,130.84,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Hippocampus of the Brain: Recurrent Inhibition in the Hippocampus with Identification of the Inhibitory Cell and its Synapses within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (270); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/198540A0,30626a7f6c29a6b84dfd268241cf76be943cb6a6,https://doi.org/10.1038/198540A0,,,JournalArticle,unknown,brain; hippocampus; synapse; brain in title; neuroscience term,
30,1963,Actions of certain amines on cerebral cortical neurones.,"K. Krnjević, J. Phillis",British Journal of Pharmacology and Chemotherapy,1963-06-01,267,2,115.64,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Actions of certain amines on cerebral cortical neurones. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (267); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/J.1476-5381.1963.TB01484.X,52c22a175316d6b7d65479981cff8900c58615fa,https://doi.org/10.1111/J.1476-5381.1963.TB01484.X,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1476-5381.1963.tb01484.x,,JournalArticle,unknown,cerebral; cortical; neuron; neuroscience term,
31,1963,"Organization of auditory, somatic sensory, and visual projection to association fields of cerebral cortex in the cat.","R. Thompson, R. Johnson, J. Hoopes",Journal of Neurophysiology,1963-05-01,266,0,110.57,General Brain Science and Reviews,,"Positions Organization of auditory, somatic sensory, and visual projection to association fields of cerebral cortex in the cat. within General Brain Science and Reviews.",high citation signal (266),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/JN.1963.26.3.343,e8458237986c42fb03933595e1c71093787016d8,https://doi.org/10.1152/JN.1963.26.3.343,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
32,1963,Specific impedance of rabbit cerebral cortex.,J. Ranck,Experimental Neurology,1963-02-01,263,26,122.37,Clinical Neurology and Neurodegeneration,,Positions Specific impedance of rabbit cerebral cortex. within Clinical Neurology and Neurodegeneration.,high citation signal (263); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0014-4886(63)80005-9,a1a73e2fee86732567c989ee515277e94a968053,https://doi.org/10.1016/S0014-4886(63)80005-9,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
