rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
11,1905,INCOMPLETE ANTERIOR REGENERATION IN THE ABSENCE OF THE BRAIN IN LEPTOPLANA LITTORALIS,L. V. Morgan,Unknown venue,1905-08-01,10,1,52.36,General Brain Science and Reviews,non-human,Positions INCOMPLETE ANTERIOR REGENERATION IN THE ABSENCE OF THE BRAIN IN LEPTOPLANA LITTORALIS within General Brain Science and Reviews.,high citation signal (10),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.2307/1535572,16f1af57a95701adc0a1251a2ff8e84f772c569c,https://doi.org/10.2307/1535572,,paper,unknown,brain; brain in title,
12,1905,A study of the functions of different parts of the frog's brain,W. Loeser,Unknown venue,1905-09-01,8,0,50.55,General Brain Science and Reviews,,Positions A study of the functions of different parts of the frog's brain within General Brain Science and Reviews.,high citation signal (8); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/CNE.920150502,5319cd1f656d4389a5831da4db9ff3f7e1bb9121,https://doi.org/10.1002/CNE.920150502,https://zenodo.org/records/1912767/files/article.pdf,paper,unknown,brain; brain in title,
13,1905,A FOOTNOTE TO THE ANCESTRAL HISTORY OF THE VERTEBRATE BRAIN.,W. A. Locy,Science,1905-08-11,7,0,61.63,General Brain Science and Reviews,non-human,Positions A FOOTNOTE TO THE ANCESTRAL HISTORY OF THE VERTEBRATE BRAIN. within General Brain Science and Reviews.,high citation signal (7); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.22.554.180,043805ddabdf7c1764aa3903a9b06b75f79052fe,https://doi.org/10.1126/SCIENCE.22.554.180,https://zenodo.org/record/1569438/files/article.pdf,JournalArticle,unknown,brain; brain in title,
14,1905,"Pigmentation of the Pia Mater, with Special Reference to the Brain of Modern Egyptians.",W. Symmers,Journal of anatomy and physiology,1905-10-01,7,0,45.43,General Brain Science and Reviews,,"Positions Pigmentation of the Pia Mater, with Special Reference to the Brain of Modern Egyptians. within General Brain Science and Reviews.",high citation signal (7),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,91069a5e5775992277ddcdcef2b77cd03b7e629d,https://www.semanticscholar.org/paper/91069a5e5775992277ddcdcef2b77cd03b7e629d,,JournalArticle,unknown,brain; brain in title,
15,1905,ON THE RATE OF ABSORPTION FROM INTRAMUSCULAR TISSUE,"S. Meltzer, J. Auer",Journal of Experimental Medicine,1905-02-25,6,0,41.23,"Brain Development, Plasticity, and Connectomics",non-human,The rate of absorption from muscles has never yet been a subject of scientific investigation.,high citation signal (6); open-access PDF metadata,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.7.1.59,ca27b04aada681d6f23183927922fef8ecfcf11c,https://doi.org/10.1084/jem.7.1.59,https://rupress.org/jem/article-pdf/7/1/59/1182935/59.pdf,JournalArticle,unknown,brain,"The rate of absorption from muscles has never yet been a subject of scientific investigation. In fact, nowhere in physiological li terature do we meet the suggestion tha t absorption from the muscles might differ from tha t of any other parenchymatous or subcutaneous tissue. Only from the serous cavities, especially the peritoneal, is it generally assumed tha t absorption takes place more rapidly than from the subcutaneous tissues. In the recent extensive studies of infections and immunity, in which inoculation of animals with virulent, toxic, or antitoxic material is one of the most extensively employed methods of investigation, this is usually accomplished by subcutaneous or intraperitoneal injections, t o which injections into the spinal canal, the brain, or the nerve t runks were recently added. In the lat ter cases, the injections are carried out rather to demonstrate their localized effect than to cause a general systemic infection or intoxication. Intramuscular injection, however, as far as we know, was never yet employed, at least not consciously, as a method of introducing infectious or toxic products into the circulation. In therapeutics, however, we now and then come across the pract.ice of intramuscular administrat ion of drugs. I t originated in the t rea tment of syphilis with mercury. When at the beginning of the '8o's of the last century it was found tha t hypodermic injections of any compound of mercury gave considerable pain and favored the development of abscesses at the site of injection, the method developed of giving deep-seated injections,"
16,1905,The Development of the Leishman body in Cultivation,"William B. Leishman, J. Statham",Journal of the Royal Army Medical Corps,1905-03-01,4,0,35.37,Neuroimaging and Brain Mapping,MEG;non-human,"No ulcers on body, but two or three Plgmented scars due to quinine injections which had caused some sloughing ..",high citation signal (4),"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1136/jramc-04-03-05,20f46d605a70636b281ee0c84e8f2ffc7f30c421,https://doi.org/10.1136/jramc-04-03-05,,JournalArticle,unknown,brain; meg,"No ulcers on body, but two or three Plgmented scars due to quinine injections which had caused some sloughing .. Lungs.-Showed typical pneumonic consolidation in both lower lobes (stage of red hepatisation) ; some recent left pleurisy. Heart.-Normal; 10ozs. Liver.-Much enlarged-l06 ozs.-firm, and somewhat tough on section; had ""nutmeg"" appearance. Spleen.-Very much enlarged-87 ozs.-red on section; no capsulitis, no infarcts; substance friable but firm. Pancreas.-Eight ozs., firm; no noticeable changes in structure. Kidneys.-Six and a half ozs. each, somewhat dark and congested, otherwise normal. Suprarenal bodies appeared normal. Gastro-intestinal tract examined from oosophagus to rectumno signs of ulceration in any part of tract; slight congestion of small intestine here and there; most congested part removed for microscopic examination; Mesenteric glands. Not appreciably enlarged. Brain.-Forty-six ozs., appeared healthy; no congestion of pia mater or vessels on surface of brain; no petechire or hremorrhages. Bladder.-Contracted, but walls looked normal. Testicles.-Left somewhat enlarged, but this was found to be due to a hydrocele. Bone Marrow.-Normal in appearance."
17,1905,THE OCULAR SYMPTOMS OF LESIONS OF THE OPTIC CHIASMWITH THE REPORT OF THREE CASES OF BITEMPORAL HEMIANOPSIA.,"G. D. Schweinitz, J. Carpenter",Unknown venue,1905-01-14,3,0,34.35,"EEG, MEG, and Electrophysiology",MEG;non-human,"In order to study the ocular symptoms of lesions of the optic chiasm, the following classification, although somewhat artificial, naturally suggests itself: 1.",high citation signal (3); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1905.92500290001001,b7b87db89af8d7241c5f2aca423f142a0753f25a,https://doi.org/10.1001/JAMA.1905.92500290001001,https://zenodo.org/records/2455085/files/article.pdf,paper,unknown,brain; meg,"In order to study the ocular symptoms of lesions of the optic chiasm, the following classification, although somewhat artificial, naturally suggests itself: 1. The anatomic relations and structure of the optic chiasm. 2. Anomalies of the visual field. 3. Ophthalmoscopic changes. 4. Anomalies of the external ocular muscles. 5. Alterations in the pupil reflexes, with special reference to the hemiopic pupillary inaction. 6. The lesions which produce alteration in the structure and function of the optic chiasm and give rise to the ocular symptoms from which their position is inferred. 7. Diseases of the pituitary body, with special reference to the ocular symptoms of acromegaly. 8. Simulation of chiasm disease by other affections, for example, hysteria, locomotor ataxia, brain tumors. 9. The effect of certain toxic agents in causing lesions of the optic chiasm. ANATOMIC RELATIONS. Beneath the floor of the third ventricle the optic chiasm rests in the optic"
18,1905,Some results of a study of variation and correlation in brain-weight,R. Pearl,Unknown venue,1905-11-01,2,0,27.78,General Brain Science and Reviews,,Positions Some results of a study of variation and correlation in brain-weight within General Brain Science and Reviews.,high citation signal (2),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/CNE.920150603,84ebe2b78dbaf58b58b98e35b1f27c1cc79975cf,https://doi.org/10.1002/CNE.920150603,,paper,unknown,brain; brain in title,
19,1905,"A CASE OF HEART GUMMATA, WITH SUDDEN DEATH.",F. Goldfrank,Unknown venue,1905-11-04,2,0,24.78,General Brain Science and Reviews,,"On Jan. 10, 1905, Professor Dittrich, head of the Department of Legal Medicine in the German University in Prague, performed an autopsy on a woman aged 25, who had died suddenly during the night of January 8.",high citation signal (2); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1905.52510190030001G,c87bb86555a9cd1e2243bdb658e41332763c6911,https://doi.org/10.1001/JAMA.1905.52510190030001G,https://zenodo.org/record/2064305/files/article.pdf,paper,unknown,brain,"On Jan. 10, 1905, Professor Dittrich, head of the Department of Legal Medicine in the German University in Prague, performed an autopsy on a woman aged 25, who had died suddenly during the night of January 8. The report from the police department stated merely that the woman had ""heart disease"" for some time. The heart revealed such an interesting condition that Professor Dittrich at once sent it to the pathologic institute for further study. AUTOPSY REPORT. The findings at the autopsy, according to the data kindly furnished by Professor Dittrich, were, briefly, as follows: General Appearance. -The body was of medium height, stout but well built and well nourished. The brain was normal, somewhat anemic. The lungs were perfectly normal, no sign of tuberculosis being found; some of the bronchial lymph glands, however, showed the presence of calcified nodules. The liver and spleen were hyperemic, otherwise normal. The gastrointestinal"
20,1905,Some observations on the surgery of otitic brain abscess,J. Barnhill,Unknown venue,1905-06-01,1,0,20.48,General Brain Science and Reviews,,Positions Some observations on the surgery of otitic brain abscess within General Brain Science and Reviews.,high citation signal (1),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1288/00005537-190506000-00004,ae4477f7f7ceaa27e82186c84ed32b6587154ceb,https://doi.org/10.1288/00005537-190506000-00004,,paper,unknown,brain; brain in title,
21,1905,"Symptomatology, diagnosis and treatment of encephalitis and brain abscess",F. L. Jack,Unknown venue,1905-07-01,1,0,23.48,General Brain Science and Reviews,,"Positions Symptomatology, diagnosis and treatment of encephalitis and brain abscess within General Brain Science and Reviews.",high citation signal (1); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1288/00005537-190507000-00002,316b076fdea4b5d73a13d699aa43031b4ebd0f1c,https://doi.org/10.1288/00005537-190507000-00002,https://zenodo.org/records/1775315/files/article.pdf,paper,unknown,brain; brain in title,
22,1905,"XLIV. Symptomatology, Diagnosis and Treatment of Encephalitis and Brain Abscess",F. L. Jack,Unknown venue,1905-12-01,1,0,20.48,General Brain Science and Reviews,,"Positions XLIV. Symptomatology, Diagnosis and Treatment of Encephalitis and Brain Abscess within General Brain Science and Reviews.",high citation signal (1),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1177/000348940501400408,fc93ee97171a6f4a52dc9161568e51ccb8281a04,https://doi.org/10.1177/000348940501400408,,JournalArticle,unknown,brain; brain in title,
23,1905,THE CIRCUMSTANCES AND TREATMENT OF BRIGHT'S DISEASE.,A. C. Croftan,Unknown venue,1905-06-24,1,0,17.48,General Brain Science and Reviews,,THE MODERN CONCEPTION OF BRIGHT'S DISEASE.,high citation signal (1); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1905.92500520007001B,e15c1c91ce5b88b51dc90a408961f31ed4e38440,https://doi.org/10.1001/JAMA.1905.92500520007001B,https://zenodo.org/record/1564778/files/article.pdf,paper,unknown,brain,"THE MODERN CONCEPTION OF BRIGHT'S DISEASE. The determining feature of Bright's disease is high arterial tension, with resulting cardiovascular changes. The latter lead to nutritional disorders in various parts of the body, and particularly in those organs that are supplied by end-arteries, viz., the kidneys, retina and brain. The old idea that in Bright's disease the kidneys are always primarily involved, and that as a result of renal inadequacy certain toxic products are retained that produce the cardiovascular changes and the eye and brain symptoms, is untenable, for many cases of Bright's disease occur in which the kidneys are not involved until very late in the course of the disease, long after cardiac hypertrophy, retinitis, albuminurica and brain symptoms have appeared. True, there are many infections and intoxications of an acute character in which the kidneys are primarily affected. Most of these nephritides, however, run their course without any involvement of the heart, the arteries, the retina or the brain."
24,1905,THE CURABILITY OF EARLY PARESIS.,C. L. Dana,Unknown venue,1905-05-06,1,0,19.88,Clinical Neurology and Neurodegeneration,human;non-human,"I wish to present what to my mind is convincing evidence that paresis, in its very earliest stages in that stage which may be called one of ""praeparesis,"" is a disease that sometimes can be arrested.",high citation signal (1); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1905.92500450001001,0dcc94ed1db0ca74dd52f28bffd64235c1a30f9f,https://doi.org/10.1001/JAMA.1905.92500450001001,https://zenodo.org/records/1960414/files/article.pdf,paper,unknown,brain,"I wish to present what to my mind is convincing evidence that paresis, in its very earliest stages in that stage which may be called one of ""praeparesis,"" is a disease that sometimes can be arrested. This arrest may be permanent, and may be attended with so little mental defect that one may call the patient practically cured. PARESIS, TABES AND SYPHILIS. It is now quite generally admitted that paresis is almost always a parasyphilitic disease; that is to say, one which is due to the late and degenerative influence of a luetic poison. Paresis is also looked on as a disease which has the same relation to the brain that tabes dorsalis has to the spinal cord. This relationship, indeed, is so often and so plainly observed that it can be considered a proved clinical and pathologic fact. We find for example, in from 5 to"
25,1905,A CASE OF CHOLESTERIN STONES TN THE BRAIN AND CORD.,E. Southard,Unknown venue,1905-12-02,0,0,15.4,Clinical Neurology and Neurodegeneration,human;non-human,Following is a case of multiple cholesterin concretions found at autopsy in the brain and cord of a man who showed in life no signs referable thereto.,high citation signal (0); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1905.52510230031001H,d2aaca6d9753f713ba95fcc1de265d4b443d9ebb,https://doi.org/10.1001/JAMA.1905.52510230031001H,https://zenodo.org/record/2462909/files/article.pdf,paper,unknown,brain; glia; brain in title,"Following is a case of multiple cholesterin concretions found at autopsy in the brain and cord of a man who showed in life no signs referable thereto. About the masses there was a fibrillary overgrowth of neuroglia. The patient was under clinical observation at the Boston City Hospital for a little over three weeks in the spring of 1904, on the medical service of Dr. C. F. Withington, whom I wish to thank for the use of his records. The patient was a man of 56, with extensive peripheral arteriosclerosis. For the most part he presented a plain history of cardiac disease growing worse: orthopnea, dyspnea, cyanosis, edema, all coming on in irregular spells, together with gradual enlargement of the heart area and feebleness of heart action, slight albuminuria, a fairly constant demonstration of a soft blowing systolic murmur at the apex transmitted to the axilla, and gradual development of"
26,1905,THE RELIEF OF UREMIC HEMIPLEGIA AND OTHER UREMIC STATES BY LOWERING INTRACRANIAL PRESSURE.TEN CASES.,R. N. Willson,Unknown venue,1905-07-01,0,0,13.0,General Brain Science and Reviews,,In a previous communication 1 were published the results of lumbar puncture and drainage of the cerebrospinal canal as evidenced by three suggestive but eventually fatal cases.,high citation signal (0); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1905.52510010023001G,a81e0ef25d093cd1de4967885ea170e89def939e,https://doi.org/10.1001/JAMA.1905.52510010023001G,https://zenodo.org/records/2168995/files/article.pdf,paper,unknown,brain; cortex; neuroscience term,"In a previous communication 1 were published the results of lumbar puncture and drainage of the cerebrospinal canal as evidenced by three suggestive but eventually fatal cases. My conclusions, as stated at that time and based on the experience of these cases, were essentially as follows: Probably several toxins exert an influence in uremia at different times and in different cases. Other portions of the brain than the cortex are also affected by the causal influence in uremia. Intracranial pressure is usually in evidence, either independently or in conjunction with toxic irritation and tissue destruction. In cases in which the intracranial pressure is the main factor, lumbar puncture of itself may save life; it should constitute one of the routine measures in the treatment of uremia. Transfusion of normal salt solution, except in cases presenting anuria or a markedly diminished secretion, is contraindicated. Drainage of the spinal canal will not cure"
