rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
11,2010,"DPARSF: A MATLAB Toolbox for ""Pipeline"" Data Analysis of Resting-State fMRI","Chaogan Yan, Y. Zang",Frontiers in Systems Neuroscience,2010-02-24,3614,254,174.47,Neuroimaging and Brain Mapping,MRI;fMRI;human;non-human;connectome,"Resting-state functional magnetic resonance imaging (fMRI) has attracted more and more attention because of its effectiveness, simplicity and non-invasiveness in exploration of the intrinsic functional architecture of the human brain.","high citation signal (3,614); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.3389/fnsys.2010.00013,fc1d568021431e1fd9b4ef2623e5b706f4240239,https://doi.org/10.3389/fnsys.2010.00013,https://www.frontiersin.org/articles/10.3389/fnsys.2010.00013/pdf,JournalArticle,unknown,brain; fmri; mri,"Resting-state functional magnetic resonance imaging (fMRI) has attracted more and more attention because of its effectiveness, simplicity and non-invasiveness in exploration of the intrinsic functional architecture of the human brain. However, user-friendly toolbox for ""pipeline"" data analysis of resting-state fMRI is still lacking. Based on some functions in Statistical Parametric Mapping (SPM) and Resting-State fMRI Data Analysis Toolkit (REST), we have developed a MATLAB toolbox called Data Processing Assistant for Resting-State fMRI (DPARSF) for ""pipeline"" data analysis of resting-state fMRI. After the user arranges the Digital Imaging and Communications in Medicine (DICOM) files and click a few buttons to set parameters, DPARSF will then give all the preprocessed (slice timing, realign, normalize, smooth) data and results for functional connectivity, regional homogeneity, amplitude of low-frequency fluctuation (ALFF), and fractional ALFF. DPARSF can also create a report for excluding subjects with excessive head motion and generate a set of pictures for easily checking the effect of normalization. In addition, users can also use DPARSF to extract time courses from regions of interest."
12,2010,Exploring the brain network: a review on resting-state fMRI functional connectivity.,"M. P. van den heuvel, H. H. Hulshoff Pol",European Neuropsychopharmacology,2010-08-01,3308,89,171.28,Neuroimaging and Brain Mapping,fMRI;connectome,Positions Exploring the brain network: a review on resting-state fMRI functional connectivity. within Neuroimaging and Brain Mapping.,"high citation signal (3,308); open-access PDF metadata; synthesis or review value","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/j.euroneuro.2010.03.008,ebbd2cfd1f98d77d7a16db4509c5aaee5ec6f63c,https://doi.org/10.1016/j.euroneuro.2010.03.008,https://doi.org/10.1016/j.euroneuro.2010.03.008,Review; JournalArticle,unknown,brain; fmri; mri; brain in title,
13,2010,Shaping Functional Architecture by Oscillatory Alpha Activity: Gating by Inhibition,"O. Jensen, A. Mazaheri",Frontiers in Human Neuroscience,2010-07-05,3092,203,178.46,General Brain Science and Reviews,EEG;MEG;human;connectome,"In order to understand the working brain as a network, it is essential to identify the mechanisms by which information is gated between regions.","high citation signal (3,092); recognized venue; open-access PDF metadata; human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.3389/fnhum.2010.00186,4fcb4b2d5b446aefc57a552bcc44bfeca182d6b8,https://doi.org/10.3389/fnhum.2010.00186,https://www.frontiersin.org/articles/10.3389/fnhum.2010.00186/pdf,JournalArticle; Review,unknown,brain; neuron; eeg; meg; neuroscience term,"In order to understand the working brain as a network, it is essential to identify the mechanisms by which information is gated between regions. We here propose that information is gated by inhibiting task-irrelevant regions, thus routing information to task-relevant regions. The functional inhibition is reflected in oscillatory activity in the alpha band (8-13 Hz). From a physiological perspective the alpha activity provides pulsed inhibition reducing the processing capabilities of a given area. Active processing in the engaged areas is reflected by neuronal synchronization in the gamma band (30-100 Hz) accompanied by an alpha band decrease. According to this framework the brain could be studied as a network by investigating cross-frequency interactions between gamma and alpha activity. Specifically the framework predicts that optimal task performance will correlate with alpha activity in task-irrelevant areas. In this review we will discuss the empirical support for this framework. Given that alpha activity is by far the strongest signal recorded by EEG and MEG, we propose that a major part of the electrophysiological activity detected from the working brain reflects gating by inhibition."
14,2010,Cerebral small vessel disease: from pathogenesis and clinical characteristics to therapeutic challenges.,L. Pantoni,Lancet Neurology,2010-07-01,3076,214,159.77,Clinical Neurology and Neurodegeneration,human,Positions Cerebral small vessel disease: from pathogenesis and clinical characteristics to therapeutic challenges. within Clinical Neurology and Neurodegeneration.,"high citation signal (3,076); recognized venue; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/S1474-4422(10)70104-6,c8cbce04796ebad22254c6c1ca80c8454e74c7b8,https://doi.org/10.1016/S1474-4422(10)70104-6,,Review; JournalArticle,unknown,cerebral,
15,2010,Toward discovery science of human brain function,"B. Biswal, M. Mennes, X. Zuo, S. Gohel, C. Kelly, Steve M. Smith, et al.",Proceedings of the National Academy of Sciences of the United States of America,2010-03-09,3023,173,168.46,General Brain Science and Reviews,human,Positions Toward discovery science of human brain function within General Brain Science and Reviews.,"high citation signal (3,023); recognized venue; open-access PDF metadata; human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1073/pnas.0911855107,85e7d96dfd5efcbb0711bcc89039ba0d1dbda64e,https://doi.org/10.1073/pnas.0911855107,https://europepmc.org/articles/pmc2842060?pdf=render,Study; JournalArticle,unknown,brain; brain in title,
16,2010,"Traumatic brain injury in the United States; emergency department visits, hospitalizations, and deaths, 2002-2006","M. Faul, M. Wald, Likang Xu, V. Coronado",Unknown venue,2010-03-01,2942,231,154.77,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Traumatic brain injury in the United States; emergency department visits, hospitalizations, and deaths, 2002-2006 within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (2,942); open-access PDF metadata","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.15620/cdc.5571,05b2582bc33d043f57fc35f023d59c9eb1c3a505,https://doi.org/10.15620/cdc.5571,https://doi.org/10.15620/cdc.5571,paper,unknown,brain; brain in title,
17,2010,Automatic parcellation of human cortical gyri and sulci using standard anatomical nomenclature,"C. Destrieux, B. Fischl, A. Dale, E. Halgren",NeuroImage,2010-06-12,2866,226,175.9,"EEG, MEG, and Electrophysiology",EEG;human;connectome,"Precise localization of sulco-gyral structures of the human cerebral cortex is important for the interpretation of morpho-functional data, but requires anatomical expertise and is time consuming because of the brain s geometric complexity.","high citation signal (2,866); recognized venue; open-access PDF metadata; human evidence signal","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/j.neuroimage.2010.06.010,431c2b62bec1614caccf3f78151bd23d9495ce6c,https://doi.org/10.1016/j.neuroimage.2010.06.010,https://europepmc.org/articles/pmc2937159?pdf=render,JournalArticle,unknown,brain; cerebral; cortex; cortical; neuroscience term,"Precise localization of sulco-gyral structures of the human cerebral cortex is important for the interpretation of morpho-functional data, but requires anatomical expertise and is time consuming because of the brain s geometric complexity. Software developed to automatically identify sulco-gyral structures has improved substantially as a result of techniques providing topologically-correct reconstructions permitting inflated views of the human brain. Here we describe a complete parcellation of the cortical surface using standard internationally-accepted nomenclature and criteria. This parcellation is available in the FreeSurfer package. First, a computer-assisted hand parcellation classified each vertex as sulcal or gyral, and these were then subparcellated into 74 labels per hemisphere. Twelve datasets were used to develop rules and algorithms (reported here) that produced labels consistent with anatomical rules as well as automated computational parcellation. The final parcellation was used to build an atlas for automatically labeling the whole cerebral cortex. This atlas was used to label an additional 12 datasets, which were found to have good concordance with manual labels. This paper presents a precisely-defined method for automatically labeling the cortical surface in standard terminology."
18,2010,Functional-Anatomic Fractionation of the Brain's Default Network,"J. Andrews-Hanna, Jay S Reidler, J. Sepulcre, Renee M. Poulin, R. Buckner",Neuron,2010-02-25,2652,179,177.3,Cognitive and Systems Neuroscience,human;connectome,"Summary One of the most consistent observations in human functional imaging is that a network of brain regions referred to as the ""default network"" increases its activity during passive states.","high citation signal (2,652); recognized venue; open-access PDF metadata; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/j.neuron.2010.02.005,c375d491c539ffb0e9a08dd0a4d5d75385a502dc,https://doi.org/10.1016/j.neuron.2010.02.005,http://www.cell.com/article/S0896627310000966/pdf,JournalArticle,unknown,brain; cortex; prefrontal; brain in title; neuroscience term,"Summary One of the most consistent observations in human functional imaging is that a network of brain regions referred to as the ""default network"" increases its activity during passive states. Here we explored the anatomy and function of the default network across three studies to resolve divergent hypotheses about its contributions to spontaneous thought and active forms of decision-making. Analysis of intrinsic activity revealed the network comprises multiple, dissociated components. A midline core (posterior cingulate and anterior medial prefrontal cortex) is active when people make self-relevant, affective decisions. In contrast, a medial temporal lobe subsystem becomes engaged when decisions involve constructing a mental scene based on memory. During certain experimentally-directed and spontaneous acts of future-oriented thought, these dissociated components are simultaneously engaged presumably to facilitate construction of mental models of personally-significant events."
19,2010,Network-based statistic: Identifying differences in brain networks,"A. Zalesky, A. Fornito, E. Bullmore",NeuroImage,2010-12-01,2633,346,162.97,"Brain Development, Plasticity, and Connectomics",connectome,"Positions Network-based statistic: Identifying differences in brain networks within Brain Development, Plasticity, and Connectomics.","high citation signal (2,633); recognized venue","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/j.neuroimage.2010.06.041,8600a8d8067231b0b854f091b5ffe0eadeeb98e6,https://doi.org/10.1016/j.neuroimage.2010.06.041,,JournalArticle,unknown,brain; brain in title,
20,2010,Pericytes regulate the blood-brain barrier,"A. Armulik, G. Genové, M. Mäe, Maya H. Nisancioglu, Elisabet Wallgard, C. Niaudet, et al.",Nature,2010-11-25,2625,135,161.72,General Brain Science and Reviews,,Positions Pericytes regulate the blood-brain barrier within General Brain Science and Reviews.,"high citation signal (2,625); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nature09522,f31de3641a9518b8bc20b75f36df0dd7bc7639b4,https://doi.org/10.1038/nature09522,,JournalArticle,unknown,brain; brain in title,
21,2010,Glial and neuronal control of brain blood flow,"D. Attwell, A. Buchan, S. Charpak, M. Lauritzen, B. MacVicar, E. Newman",Nature,2010-11-11,2379,131,181.35,"Cellular, Molecular, and Synaptic Neuroscience",EEG;ECoG,Blood flow in the brain is regulated by neurons and astrocytes.,"high citation signal (2,379); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nature09613,4b0288f32a53094b5386643bbea56cb3803941bc,https://doi.org/10.1038/nature09613,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3206737,Review; JournalArticle,unknown,brain; cerebral; neuron; neural; glia; ecog; brain in title; neuroscience term,"Blood flow in the brain is regulated by neurons and astrocytes. Knowledge of how these cells control blood flow is crucial for understanding how neural computation is powered, for interpreting functional imaging scans of brains, and for developing treatments for neurological disorders. It is now recognized that neurotransmitter-mediated signalling has a key role in regulating cerebral blood flow, that much of this control is mediated by astrocytes, that oxygen modulates blood flow regulation, and that blood flow may be controlled by capillaries as well as by arterioles. These conceptual shifts in our understanding of cerebral blood flow control have important implications for the development of new therapeutic approaches."
