rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
11,1973,Stability,Bin Yu,Unknown venue,1973-09-01,1260,90,141.11,Neuroimaging and Brain Mapping,fMRI;EEG;non-human,Reproducibility is imperative for any scientific discovery.,"high citation signal (1,260); open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.3150/13-BEJSP14,2b043bc694be06596ee75c56f3bb38259662f2ad,https://doi.org/10.3150/13-BEJSP14,https://doi.org/10.3150/13-bejsp14,paper,unknown,brain; fmri; mri,"Reproducibility is imperative for any scientific discovery. More often than not, modern scientific findings rely on statistical analysis of high-dimensional data. At a minimum, reproducibility manifests itself in stability of statistical results relative to""reasonable""perturbations to data and to the model used. Jacknife, bootstrap, and cross-validation are based on perturbations to data, while robust statistics methods deal with perturbations to models. In this article, a case is made for the importance of stability in statistics. Firstly, we motivate the necessity of stability for interpretable and reliable encoding models from brain fMRI signals. Secondly, we find strong evidence in the literature to demonstrate the central role of stability in statistical inference, such as sensitivity analysis and effect detection. Thirdly, a smoothing parameter selector based on estimation stability (ES), ES-CV, is proposed for Lasso, in order to bring stability to bear on cross-validation (CV). ES-CV is then utilized in the encoding models to reduce the number of predictors by 60% with almost no loss (1.3%) of prediction performance across over 2,000 voxels. Last, a novel""stability""argument is seen to drive new results that shed light on the intriguing interactions between sample to sample variability and heavier tail error distribution (e.g., double-exponential) in high-dimensional regression models with $p$ predictors and $n$ independent samples. In particular, when $p/n\rightarrow\kappa\in(0.3,1)$ and the error distribution is double-exponential, the Ordinary Least Squares (OLS) is a better estimator than the Least Absolute Deviation (LAD) estimator."
12,1973,Evolution of the Brain and Intelligence,Hj Jersion,Unknown venue,1973,1238,48,136.2,General Brain Science and Reviews,,Positions Evolution of the Brain and Intelligence within General Brain Science and Reviews.,"high citation signal (1,238)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/b978-0-123-85250-2.x5001-9,e53820c14c01dcf3e50966303e979459540117e8,https://doi.org/10.1016/b978-0-123-85250-2.x5001-9,,paper,unknown,brain; brain in title,
13,1973,Stereospecific binding of the potent narcotic analgesic (3H) Etorphine to rat-brain homogenate.,"E. J. Simon, J. Hiller, I. Edelman",Proceedings of the National Academy of Sciences of the United States of America,1973-07-01,1057,16,149.55,General Brain Science and Reviews,non-human,Positions Stereospecific binding of the potent narcotic analgesic (3H) Etorphine to rat-brain homogenate. within General Brain Science and Reviews.,"high citation signal (1,057); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1073/PNAS.70.7.1947,4747aaea566d0671b2cc5022f0201cde5ce526a0,https://doi.org/10.1073/PNAS.70.7.1947,https://europepmc.org/articles/pmc433639?pdf=render,JournalArticle,unknown,brain; brain in title,
14,1973,Brain Aluminum Distribution in Alzheimer's Disease and Experimental Neurofibrillary Degeneration,"D. Crapper, S. Krishnan, A. Dalton",Science,1973-05-04,869,11,143.03,Clinical Neurology and Neurodegeneration,non-human,Positions Brain Aluminum Distribution in Alzheimer's Disease and Experimental Neurofibrillary Degeneration within Clinical Neurology and Neurodegeneration.,high citation signal (869); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/science.180.4085.511,b3b73c581348f073d41aabca15446581bbfd6a35,https://doi.org/10.1126/science.180.4085.511,,JournalArticle,unknown,brain; brain in title,
15,1973,Autoregulation of Brain Circulation in Severe Arterial Hypertension,"S. Strandgaard, J. Olesen, E. Skinhøj, N. Lassen",British medical journal,1973-03-03,841,12,132.24,General Brain Science and Reviews,,Positions Autoregulation of Brain Circulation in Severe Arterial Hypertension within General Brain Science and Reviews.,high citation signal (841); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/bmj.1.5852.507,b318e7b565eaaf27cecf45aaa3c70b07d2a46a14,https://doi.org/10.1136/bmj.1.5852.507,https://www.bmj.com/content/bmj/1/5852/507.full.pdf,JournalArticle,unknown,brain; brain in title,
16,1973,CATECHOLAMINES IN FETAL AND NEWBORN RAT BRAIN,"J. Coyle, D. Henry",Journal of Neurochemistry,1973-07-01,786,4,129.23,General Brain Science and Reviews,non-human,Positions CATECHOLAMINES IN FETAL AND NEWBORN RAT BRAIN within General Brain Science and Reviews.,high citation signal (786),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1973.tb04225.x,13266ce0654e13be119a75dce511422e2f2145d6,https://doi.org/10.1111/j.1471-4159.1973.tb04225.x,,JournalArticle,unknown,brain; brain in title,
17,1973,Residual Visual Function after Brain Wounds involving the Central Visual Pathways in Man,"E. Pöppel, R. Held, D. Frost",Nature,1973-06-01,780,18,139.89,General Brain Science and Reviews,,Positions Residual Visual Function after Brain Wounds involving the Central Visual Pathways in Man within General Brain Science and Reviews.,high citation signal (780); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/243295A0,785b523cfe1a945d0a8c586a8ebc5c7a96797060,https://doi.org/10.1038/243295A0,,JournalArticle,unknown,brain; brain in title,
18,1973,Regional Distribution of Opiate Receptor Binding in Monkey and Human Brain,"M. Kuhar, C. Pert, S. Snyder",Nature,1973-10-26,767,7,141.99,General Brain Science and Reviews,human;non-human,Positions Regional Distribution of Opiate Receptor Binding in Monkey and Human Brain within General Brain Science and Reviews.,high citation signal (767); recognized venue; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/245447A0,648597afb21bc3f5857a380b74d26526c1f9d38e,https://doi.org/10.1038/245447A0,,JournalArticle; Study,unknown,brain; brain in title,
19,1973,What the Mind's Eye Tells the Mind's Brain: A Critique of Mental Imagery,Zenon W. Pylyshyn,Unknown venue,1973-07-01,736,10,126.85,General Brain Science and Reviews,,Positions What the Mind's Eye Tells the Mind's Brain: A Critique of Mental Imagery within General Brain Science and Reviews.,high citation signal (736),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1037/H0034650,d09e73d42f2aa42a0abc4aa27d84e72faf712cc7,https://doi.org/10.1037/H0034650,,paper,unknown,brain; brain in title,
20,1973,MYELINATION IN RAT BRAIN: CHANGES IN MYELIN COMPOSITION DURING BRAIN MATURATION 1,"W. T. Norton, S. Poduslo",Journal of Neurochemistry,1973-10-01,664,12,126.2,General Brain Science and Reviews,non-human,Positions MYELINATION IN RAT BRAIN: CHANGES IN MYELIN COMPOSITION DURING BRAIN MATURATION 1 within General Brain Science and Reviews.,high citation signal (664),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/J.1471-4159.1973.TB07520.X,12f978ace06bd0055efbebdd78aadba269572b9c,https://doi.org/10.1111/J.1471-4159.1973.TB07520.X,,JournalArticle,unknown,brain; brain in title,
21,1973,OPTIMAL FREEZING CONDITIONS FOR CEREBRAL METABOLITES IN RATS,"U. Pontén, R. Ratcheson, L. Salford, B. Siesjö",Journal of Neurochemistry,1973-11-01,651,7,119.84,General Brain Science and Reviews,non-human,Positions OPTIMAL FREEZING CONDITIONS FOR CEREBRAL METABOLITES IN RATS within General Brain Science and Reviews.,high citation signal (651),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1973.tb07567.x,56b2142362486da792ae3d1332ea753b4f93a43f,https://doi.org/10.1111/j.1471-4159.1973.tb07567.x,,JournalArticle,unknown,cerebral,
22,1973,Eye and Brain,H. Ridley,Unknown venue,1973-12-15,650,21,124.61,General Brain Science and Reviews,,Positions Eye and Brain within General Brain Science and Reviews.,high citation signal (650),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/BMJ.4.5893.682-B,0c8fad6da7a031f0de4b4e75a5c5b49023fc15c1,https://doi.org/10.1136/BMJ.4.5893.682-B,,paper,unknown,brain; brain in title,
23,1973,Ocular and optic nerve blood flow at normal and increased intraocular pressures in monkeys (Macaca irus): a study with radioactively labelled microspheres including flow determinations in brain and some other tissues.,"A. Alm, A. Bill",Experimental Eye Research,1973,617,11,124.88,General Brain Science and Reviews,non-human,Positions Ocular and optic nerve blood flow at normal and increased intraocular pressures in monkeys (Macaca irus): a study with radioactively labelled microspheres including flow determinations in brain and some other tissues. within General Brain Science and Reviews.,high citation signal (617),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0014-4835(73)90185-1,9f335fc24f4316c857ca0b4831580c07b0ce68e8,https://doi.org/10.1016/0014-4835(73)90185-1,,JournalArticle,unknown,brain; brain in title,
24,1973,HIGH AFFINITY TRANSPORT OF CHOLINE INTO SYNAPTOSOMES OF RAT BRAIN 1,"H. Yamamura, S. H. Snyder",Journal of Neurochemistry,1973-12-01,578,14,123.7,General Brain Science and Reviews,non-human,Positions HIGH AFFINITY TRANSPORT OF CHOLINE INTO SYNAPTOSOMES OF RAT BRAIN 1 within General Brain Science and Reviews.,high citation signal (578),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1973.tb06022.x,a8a78b76dfb50e4a4cffe974a0e131330761efb2,https://doi.org/10.1111/j.1471-4159.1973.tb06022.x,,JournalArticle,unknown,brain; brain in title,
25,1973,"A new procedure for the extraction, purification and fractionation of brain gangliosides.","G. Tettamanti, F. Bonali, S. Marchesini, V. Zambotti",Biochimica et Biophysica Acta,1973-01-19,575,7,122.41,General Brain Science and Reviews,,"Positions A new procedure for the extraction, purification and fractionation of brain gangliosides. within General Brain Science and Reviews.",high citation signal (575),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0005-2760(73)90055-6,cf2f9a175b6b1f1737c5868ca2e2b23b519f197c,https://doi.org/10.1016/0005-2760(73)90055-6,,JournalArticle; Study,unknown,brain; brain in title,
26,1973,Primitive neuroectodermal tumors of the brain in children,"M. Hart, K. Earle",Cancer,1973-10-01,545,18,125.65,"Brain Development, Plasticity, and Connectomics",human,"Positions Primitive neuroectodermal tumors of the brain in children within Brain Development, Plasticity, and Connectomics.",high citation signal (545); open-access PDF metadata; human evidence signal,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/1097-0142(197310)32:4<890::AID-CNCR2820320421>3.0.CO;2-O,53ae52ef96b997783f396e2d6e79ab3d5fbbdf53,https://doi.org/10.1002/1097-0142(197310)32:4<890::AID-CNCR2820320421>3.0.CO;2-O,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/1097-0142%28197310%2932%3A4%3C890%3A%3AAID-CNCR2820320421%3E3.0.CO%3B2-O,JournalArticle,unknown,brain; brain in title,
27,1973,Opiate Agonists and Antagonists Discriminated by Receptor Binding in Brain,"C. Pert, G. Pasternak, S. Snyder",Science,1973-12-28,536,7,133.15,General Brain Science and Reviews,,Positions Opiate Agonists and Antagonists Discriminated by Receptor Binding in Brain within General Brain Science and Reviews.,high citation signal (536); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/science.182.4119.1359,d2abe692dd1ce04b1c893c63033697c3f8c08b91,https://doi.org/10.1126/science.182.4119.1359,,JournalArticle,unknown,brain; brain in title,
28,1973,The organization of tubero-hypophyseal and reticulo-infundibular catecholamine neuron systems in the rat brain.,"A. Björklund, A. Björklund, R. Moore, R. Moore, A. Nobin, A. Nobin, et al.",Brain Research,1973-03-15,502,3,141.17,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions The organization of tubero-hypophyseal and reticulo-infundibular catecholamine neuron systems in the rat brain. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (502); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(73)90371-5,de748b253c6d186cf088b329035655b8eb2c9be2,https://doi.org/10.1016/0006-8993(73)90371-5,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
29,1973,"Cerebral control of contralateral and ipsilateral arm, hand and finger movements in the split-brain rhesus monkey.","J. Brinkman, H. Kuypers",Brain : a journal of neurology,1973-12-01,502,7,135.17,Clinical Neurology and Neurodegeneration,non-human,"Positions Cerebral control of contralateral and ipsilateral arm, hand and finger movements in the split-brain rhesus monkey. within Clinical Neurology and Neurodegeneration.",high citation signal (502); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1093/BRAIN/96.4.653,66a1fef094d279e61c34697bfe35430798920af4,https://doi.org/10.1093/BRAIN/96.4.653,,JournalArticle,unknown,brain; cerebral; brain in title,
30,1973,MICROTUBULES: EVIDENCE FOR 13 PROTOFILAMENTS,"L. Tilney, J. Bryan, D. Bush, K. Fujiwara, M. Mooseker, D. Murphy, et al.",Journal of Cell Biology,1973-11-01,492,11,129.81,Computational Neuroscience and AI,non-human,"When microtubules are fixed in glutaraldehyde in the presence of tannic acid and thin sections cut, the subunit structure of the microtubule is readily observed without the need of image reinforcement.",high citation signal (492); recognized venue; open-access PDF metadata,"Predictive performance does not necessarily identify causal neural mechanisms.; Models can inherit dataset bias, preprocessing artifacts, and task constraints.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.59.2.267,58639501e79afd24fcc2cdbffba016abf1635ece,https://doi.org/10.1083/jcb.59.2.267,https://rupress.org/jcb/article-pdf/59/2/267/1386529/267.pdf,JournalArticle,unknown,brain,"When microtubules are fixed in glutaraldehyde in the presence of tannic acid and thin sections cut, the subunit structure of the microtubule is readily observed without the need of image reinforcement. Seven types of microtubules were analyzed: those in the heliozoan axoneme, the mitotic apparatus, the contractile axostyle, repolymerized microtubules derived from the chick brain, the central pair in flagella, and the A tubules of flagella and the basal body. In all cases microtubules were composed of 13 equally spaced protofilaments. The B tubules in flagella and the basal body appear to be composed of 11 subunits. The connections of the B to the A and the C to the B are described. A model of a microtubule is presented."
31,1973,Correlation of Continuous Electroencephalograms With Cerebral Blood Flow Measurements During Carotid Endarterectomy,"F. Sharbrough, J. Messick, T. Sundt",Stroke,1973-07-01,482,10,117.44,"EEG, MEG, and Electrophysiology",EEG,"Positions Correlation of Continuous Electroencephalograms With Cerebral Blood Flow Measurements During Carotid Endarterectomy within EEG, MEG, and Electrophysiology.",high citation signal (482); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1161/01.STR.4.4.674,df4d8b32e3c23ac39ae598037ba2b58640eb6b5d,https://doi.org/10.1161/01.STR.4.4.674,https://www.ahajournals.org/doi/pdf/10.1161/01.STR.4.4.674,JournalArticle,unknown,cerebral,
32,1973,Reversibility of ischemic brain damage.,"K. Hossmann, P. Kleihues",Archives of Neurology,1973-12-01,471,1,130.83,Clinical Neurology and Neurodegeneration,,Positions Reversibility of ischemic brain damage. within Clinical Neurology and Neurodegeneration.,high citation signal (471); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEUR.1973.00490300037004,e18a3ef704dc99a56e97f1b6877baa290aba4b0d,https://doi.org/10.1001/ARCHNEUR.1973.00490300037004,,JournalArticle,unknown,brain; brain in title,
33,1973,Effects of differential experience on dendritic spine counts in rat cerebral cortex.,"A. Globus, M. Rosenzweig, E. Bennett, M. Diamond",Journal of Comparative and Physiological Psychology,1973-02-01,437,8,120.68,General Brain Science and Reviews,non-human,Positions Effects of differential experience on dendritic spine counts in rat cerebral cortex. within General Brain Science and Reviews.,high citation signal (437),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1037/H0033910,fecd9f3d9a0cde3fca430b335e72e926fae51604,https://doi.org/10.1037/H0033910,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
34,1973,"Systemic factors and epileptic brain damage. Prolonged seizures in paralyzed, artificially ventilated baboons.","Brian S. Meidrum, R. Vigouroux, J. B. Brierley",Archives of Neurology,1973-08-01,436,2,129.44,Clinical Neurology and Neurodegeneration,,"Positions Systemic factors and epileptic brain damage. Prolonged seizures in paralyzed, artificially ventilated baboons. within Clinical Neurology and Neurodegeneration.",high citation signal (436); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEUR.1973.00490260026003,f23a553781bf5f518bd7f558016cfd6dfcc0ca70,https://doi.org/10.1001/ARCHNEUR.1973.00490260026003,,JournalArticle,unknown,brain; brain in title,
35,1973,Carrier-mediated blood-brain barrier transport of short-chain monocarboxylic organic acids.,W. Oldendorf,American Journal of Physiology,1973-06-01,428,9,120.11,General Brain Science and Reviews,,Positions Carrier-mediated blood-brain barrier transport of short-chain monocarboxylic organic acids. within General Brain Science and Reviews.,high citation signal (428); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/AJPLEGACY.1973.224.6.1450,f26b6bdeb44879b1d2fe164d1ede4dda1a65ab6b,https://doi.org/10.1152/AJPLEGACY.1973.224.6.1450,https://www.physiology.org/pb-assets/PDFs/2017-Legacy-1516816496183.pdf,JournalArticle,unknown,brain; brain in title,
